"subject","version","assignmentId","rating","question_ind","trial_ind","focal_high","alt_high","alt2_high","greenSecond","rt","stamp","id"
"A3454T4PU9GJM0","caus_thomas_boxes_v2","3U5NZHP4LR3LWGJT135S45QLOOKPHR","8","0","0","0","0","0",,"18349","2017-10-04 15:54:51","21241"
"A3UUK65H63DHFX","caus_thomas_boxes_v2","3JRJSWSMQHM25HN4D40F6ZQ7RC0E3O","1","0","0","1","0","0",,"21712","2017-10-04 15:54:54","21242"
"A1EBVJWBNNPUFU","caus_thomas_boxes_v2","33NF62TLXJ3GCVH3CB35K1K176IKJQ","3","0","0","0","1","0",,"14237","2017-10-04 15:54:54","21243"
"APF1EAZT104LQ","caus_thomas_boxes_v2","3K3R2QNK8B459F96KDGU1UFWDS49UH","5","0","0","0","1","1",,"9139","2017-10-04 15:54:59","21244"
"A21ZXLGZ9OBHJV","caus_thomas_boxes_v2","37U1UTWH9VNDFIYFBRFBWNX1MNI8RN","5","0","0","0","0","0",,"18966","2017-10-04 15:55:01","21245"
"A31XNLA9REVGXL","caus_thomas_boxes_v2","3BXQMRHWKZZKGZS09MKZ6GLGDRBMUT","4","0","0","1","0","1",,"14880","2017-10-04 15:55:06","21246"
"A8TFVGAEEN2EC","caus_thomas_boxes_v2","3TR2532VIPV9DGWEA794AIFJ6BYJ6K","6","0","0","0","1","0",,"16147","2017-10-04 15:55:06","21247"
"A3U15I26Q6IYP","caus_thomas_boxes_v2","378XPAWRUCEE57OBI25GEM25PFZIAX","1","0","0","1","0","0",,"22385","2017-10-04 15:55:16","21248"
"A2UNSF09FWX9S8","caus_thomas_boxes_v2","3LBXNTKX0RWXQJ31PIRHL1E07AL9X9","0","0","0","1","1","1",,"17038","2017-10-04 15:55:18","21249"
"A1MT1OXZGY8RJ2
A1MT1OXZGY8RJ2
A1MT1OXZGY8RJ2
A1MT1OXZGY8RJ2","caus_thomas_boxes_v2","3O7L7BFSHEQHVK5NY772A5SWAUXEIO","7","0","0","0","1","1",,"25874","2017-10-04 15:55:21","21250"
"A2C4R0TBPZGWTD","caus_thomas_boxes_v2","3BGYGHDBBXLLPJF5GKR9LOCQOVB220","4","0","0","1","0","1",,"11018","2017-10-04 15:55:29","21251"
"A3LKYZLQ40H8D6","caus_thomas_boxes_v2","36WLNQG78ZB78CRHSXFLOIOJF4DBEC","3","0","0","0","1","0",,"28671","2017-10-04 15:55:31","21252"
"A23H7XNZHF8JQY","caus_thomas_boxes_v2","3NJM2BJS4W7UF88DFBRRTET5BWFCP5","8","0","0","0","1","1",,"15777","2017-10-04 15:55:37","21253"
"A193FEHCOS0E2J","caus_thomas_boxes_v2","3EFE17QCRC6I98ZLTK9MZAVWB8RSHA","4","0","0","1","1","1",,"18486","2017-10-04 15:55:49","21254"
"A13TXQMAQ7GPQR","caus_thomas_boxes_v2","3ITXP059PWKE0EUBHKC7BNBBO0VSJF","3","0","0","1","1","1",,"16522","2017-10-04 15:55:50","21255"
"ARR3UJTM2ZGK4","caus_thomas_boxes_v2","3IRIK4HM3ALM52Q80FSINE2OGRPC6Z","1","0","0","1","0","0",,"35045","2017-10-04 15:56:01","21256"
"A3IR7DFEKLLLO","caus_thomas_boxes_v2","3907X2AHF06HHQGBII2LH1KJZ532PN","4","0","0","1","1","1",,"10221","2017-10-04 15:56:16","21257"
"A2XMO68T3BJFFA","caus_thomas_boxes_v2","3WS1NTTKEYDYU3O3PS22MJD001VF0C","1","0","0","0","0","0",,"9963","2017-10-04 15:56:18","21258"
"A29AX5O8KL48F8","caus_thomas_boxes_v2","3X87C8JFV6CVM1YOCAWG8ONX2VNQS4","8","0","0","0","1","0",,"19063","2017-10-04 15:56:20","21259"
"APM3AUG2T9J19","caus_thomas_boxes_v2","3907X2AHF06HHQGBII2LH1KJZ52P29","5","0","0","1","1","1",,"13757","2017-10-04 15:56:26","21260"
"A18E19QXO73YM4","caus_thomas_boxes_v2","3DH6GAKTYYQ1WFBOYC7IH3N2OJ4ZYL","6","0","0","0","0","0",,"24785","2017-10-04 15:56:37","21261"
"A3D3D3F8X3NQYH","caus_thomas_boxes_v2","35USIKEBNRH5W6NZP51W3PW0FV3N6S","8","0","0","1","0","0",,"31703","2017-10-04 15:56:39","21262"
"A26NGLGGFTATVN","caus_thomas_boxes_v2","37C0GNLMHF4WAUWM0BNT7KK61R16DT","8","0","0","0","1","0",,"16522","2017-10-04 15:56:39","21263"
"A22LLCN5WBKJJI","caus_thomas_boxes_v2","3PH3VY7DJLYX7AGOJBPUW62MDB4ZWM","4","0","0","1","1","0",,"24574","2017-10-04 15:56:48","21264"
"A3ANNQ73J8M158","caus_thomas_boxes_v2","3VD82FOHKQPCU8WC0BEC4EOF1RJCOO","6","0","0","0","0","0",,"8790","2017-10-04 15:56:51","21265"
"A2ILUP6FN8HKKC","caus_thomas_boxes_v2","3LOZAJ85YDEMQZI249C2BE6M14C2XB","6","0","0","1","1","0",,"21973","2017-10-04 15:57:03","21266"
"A39MOCMDRIOSJM","caus_thomas_boxes_v2","3C6FJU71TQUKAGHESP8A0B8NM1PUYR","4","0","0","0","1","0",,"15783","2017-10-04 15:57:10","21267"
"A1RK314J53UKIN","caus_thomas_boxes_v2","3LRKMWOKB5IBVUIH5R0N8ZMX94A2Z8","1","0","0","0","0","1",,"27149","2017-10-04 15:57:17","21268"
"A2VJZZPAHHKAOW","caus_thomas_boxes_v2","3ZGVPD4G6TI5FTCUO6KJ9MVN9HMZTW","4","0","0","0","1","1",,"14273","2017-10-04 15:57:18","21269"
"A38R7SIVV118KT","caus_thomas_boxes_v2","3OLF68YTN92UVGMLHUZVBPPD9N8AFZ","4","0","0","0","0","0",,"3539","2017-10-04 15:57:32","21270"
"AV182SXSO370E","caus_thomas_boxes_v2","3DR23U6WE5F74YLYSJ66OCU5LBDTEK","7","0","0","0","1","0",,"28353","2017-10-04 15:57:33","21271"
"A1Y0Y6U906ABT5","caus_thomas_boxes_v2","3BXQMRHWKZZKGZS09MKZ6GLGDRBUM1","5","0","0","0","1","0",,"32577","2017-10-04 15:57:35","21272"
"A1YBX7P5PY8LL","caus_thomas_boxes_v2","3L70J4KAZGNXXW8PQO45NPMSXASADO","4","0","0","1","1","1",,"27141","2017-10-04 15:57:36","21273"
"APVUZDC7WOBE7","caus_thomas_boxes_v2","3IKZ72A5B4H1FZGAQY40XV9D8U6NFV","3","0","0","0","1","0",,"22597","2017-10-04 15:57:46","21274"
"A24DSECWUBZC0Z","caus_thomas_boxes_v2","3DPNQGW4LLGJAYDT70M04GQ0OE964H","4","0","0","1","1","1",,"18265","2017-10-04 15:57:54","21275"
"A8TQSHYC5OOY4","caus_thomas_boxes_v2","3CFJTT4SXTRWM5QDBZTW4V0FO7U7IW","8","0","0","0","1","1",,"39225","2017-10-04 15:57:54","21276"
"AA3R1CNZAEH2O","caus_thomas_boxes_v2","3K9FOBBF2HKNFRQ6C97YS8EX5QSLNY","5","0","0","0","0","1",,"10195","2017-10-04 15:57:56","21277"
"A1YPKT2UP2UQ464","caus_thomas_boxes_v2","34T446B1C0FRRR4TYQC1EDSX3O40CN","6","0","0","0","1","1",,"29188","2017-10-04 15:57:58","21278"
"A1QG4N21BF61PC","caus_thomas_boxes_v2","33FOTY3KEMMRYGPBU9G1SIB78G9C11","4","0","0","0","0","1",,"168555","2017-10-04 15:58:07","21279"
"AM155T4U3RE1A","caus_thomas_boxes_v2","3137ONMDKG63ZTZS8J7ZPTFGVH6EGX","3","0","0","1","0","0",,"20336","2017-10-04 15:58:18","21280"
"AS6RFMS6SX06X","caus_thomas_boxes_v2","354P56DE9K4LGJT9GBNA8X62X5W7SO","3","0","0","0","0","1",,"49449","2017-10-04 15:58:20","21281"
"ADYMIMV1PE14V","caus_thomas_boxes_v2","326O153BMIZ0N9P16T6RJ8CJIPQDEM","4","0","0","1","1","0",,"16174","2017-10-04 15:58:51","21282"
"A25D66AC4QUW2U","caus_thomas_boxes_v2","37M28K1J0QEA0I8H0KQGQNH52UOJAA","1","0","0","1","1","0",,"35065","2017-10-04 15:59:07","21283"
"AJH2N4RI8WA6U","caus_thomas_boxes_v2","3IAS3U3I0FHFDWF1ZDKKMHFUI1O2B2","3","0","0","1","0","0",,"83261","2017-10-04 15:59:08","21284"
"A3ICC7SGEF40KR
","caus_thomas_boxes_v2","30OG32W0SUC99LGEVNKUFDODWTSEN5","5","0","0","0","1","1",,"14272","2017-10-04 15:59:15","21285"
"A3HTLXAPOBCVVO","caus_thomas_boxes_v2","39N5ACM9HEOSHA1A3RH0ROSX5BC9PL","2","0","0","1","0","1",,"19587","2017-10-04 15:59:26","21286"
"A24PTBOBOPCO6J","caus_thomas_boxes_v2","3KOPY89HM83AGX9WR5B63F3ZWKXJ3F","4","0","0","0","0","0",,"19037","2017-10-04 15:59:39","21287"
"A27HVVLSZZ13XK","caus_thomas_boxes_v2","3WT783CTPBISBE73W69QYUOGUS1CBL","6","0","0","0","0","1",,"30622","2017-10-04 15:59:47","21288"
"A2ONITCOBY4775","caus_thomas_boxes_v2","3M0BCWMB8VX1PCD8DX9RAOVJM8JBWT","0","0","0","0","1","1",,"25651","2017-10-04 16:00:06","21289"
"A2VDGWD0BBMSP2","caus_thomas_boxes_v2","3R2PKQ87NW9F78X0F5VLNDX5JWPIMI","6","0","0","0","1","1",,"28313","2017-10-04 16:00:47","21290"
"A2OL18MGK5LEO7","caus_thomas_boxes_v2","3C6FJU71TQUKAGHESP8A0B8NM1QUYS","8","0","0","0","1","0",,"11392","2017-10-04 16:00:57","21291"
"A3JT9LHWLFHNS8
","caus_thomas_boxes_v2","3YDTZAI2WXHO3CCW1UAJ9KZJG3T14E","4","0","0","0","0","1",,"28324","2017-10-04 16:01:13","21292"
"A3PTFE5MJV5DU1","caus_thomas_boxes_v2","36H9ULYP62V5W9PPB0C84OSWZA1JFN","6","0","0","0","1","0",,"15488","2017-10-04 16:01:17","21293"
"AXHB59WY3NYZ4","caus_thomas_boxes_v2","3A1PQ49WVHIIFO0RG1U2398NL8EH1F","4","0","0","1","0","1",,"23251","2017-10-04 16:01:31","21294"
"A1UCB0D27PY623","caus_thomas_boxes_v2","3OCHAWUVGOLH7FMSTFI6BASGI4XXKR","5","0","0","0","1","1",,"14673","2017-10-04 16:01:49","21295"
"A34SUZWGLXIWM8","caus_thomas_boxes_v2","386PBUZZXFYRW1ZLXBF6Z1XGW6NJLS","4","0","0","1","0","1",,"20181","2017-10-04 16:01:50","21296"
"A1XGMGFAP3RXBX","caus_thomas_boxes_v2","3FPRZHYEPY8J7S9Q8UPP63ETR74V3C","8","0","0","0","1","0",,"21590","2017-10-04 16:02:19","21297"
"A3L2FPKRD46FRW
","caus_thomas_boxes_v2","3M1CVSFP606RM5CUVAAPNOTRGPGQA8","4","0","0","0","0","0",,"23369","2017-10-04 16:02:32","21298"
"AFFRVQ2ZRY1A3","caus_thomas_boxes_v2","3ZR9AIQJUBAOWNRE5B6JVFG9BBO04B","0","0","0","0","0","1",,"37240","2017-10-04 16:02:33","21299"
"A2TTRW1EE029C7","caus_thomas_boxes_v2","3UJ1CZ6IZHQ6TFFQSI8DADS66Z25S8","4","0","0","1","1","0",,"14725","2017-10-04 16:02:39","21300"
"A002160837SWJFPIAI7L7","caus_thomas_boxes_v2","3IO1LGZLK9YKTZ0VJ3CDLS65Q0686R","8","0","0","0","1","0",,"18791","2017-10-04 16:02:43","21301"
"A3VAGJTE25UK3Q","caus_thomas_boxes_v2","3483FV8BEEK97KY63M3CB1T240E62M","2","0","0","1","0","0",,"15036","2017-10-04 16:02:59","21302"
"A1KN3TP3P2NJHC","caus_thomas_boxes_v2","3G0WWMR1UVLY6O6J4EFU9UDRFWGNQQ","0","0","0","1","0","0",,"76790","2017-10-04 16:03:13","21303"
"ASLGHXA4453BQ","caus_thomas_boxes_v2","3PB5A5BD0V7IQEKILBTTJJNZ9U3G7E","4","0","0","1","1","1",,"13050","2017-10-04 16:03:13","21304"
"A1S8DYWNS59XWB","caus_thomas_boxes_v2","37W3JXSD669X2K6JNPNBIZTK7H1WYT","6","0","0","0","1","1",,"29831","2017-10-04 16:03:24","21305"
" A2I32YL4OUGA3G
 A2I32YL4OUGA3G
 A2I32YL4OUGA3G
","caus_thomas_boxes_v2","3V5Q80FXIXSAA1BOKK5E4YHIU9C32D","7","0","0","1","0","0",,"71881","2017-10-04 16:03:35","21306"
"A1PZ1YZAQEXRSQ","caus_thomas_boxes_v2","3TR2532VIPV9DGWEA794AIFJ6B06J9","8","0","0","0","1","0",,"16598","2017-10-04 16:03:38","21307"
"ABMPX2Y2IRBMG","caus_thomas_boxes_v2","3UN61F00HWQUS0FDDT88K3NAKXHR54","5","0","0","0","0","1",,"6138","2017-10-04 16:03:40","21308"
"A2HOJ0B5A8DJVL","caus_thomas_boxes_v2","3NG53N1RLVKS35I0YZBMRSXML5W8PX","1","0","0","1","0","1",,"27711","2017-10-04 16:03:47","21309"
"A433U9E31U7LZ","caus_thomas_boxes_v2","3RXCAC0YIRQMQSP1VGLZXJJUKE9G81","4","0","0","1","1","1",,"17460","2017-10-04 16:03:58","21310"
"A2M68MELQOVZS7
","caus_thomas_boxes_v2","38YMOXR4MU0VJ0WDH6SJZ89R878W6T","5","0","0","1","1","1",,"21263","2017-10-04 16:04:09","21311"
"A2FPCCVXZWHGZF","caus_thomas_boxes_v2","3BF51CHDTVBI8ZF9KIQ2P4PDGGAH0E","8","0","0","1","1","1",,"13751","2017-10-04 16:04:11","21312"
"A2B6PP2KXD19N6","caus_thomas_boxes_v2","3VSOLARPKBALALWN5TKTELPW0FL394","4","0","0","0","1","1",,"8395","2017-10-04 16:05:02","21313"
"A273DS7TQWR9M1","caus_thomas_boxes_v2","36H9ULYP62V5W9PPB0C84OSWZA3JFP","8","0","0","0","1","1",,"21845","2017-10-04 16:05:24","21314"
"A3DDZYMKRVQRT6
","caus_thomas_boxes_v2","3RANCT1ZVFIOX8O3IXUQS0AM1S9UBE","4","0","0","1","1","0",,"17738","2017-10-04 16:05:27","21315"
" A39J5RLVDTM6SM","caus_thomas_boxes_v2","3FE7TXL1LIO2H2HQIVHAH6AT41QQ23","4","0","0","1","0","0",,"12140","2017-10-04 16:05:28","21316"
"A1NTIA4C6JCYTX","caus_thomas_boxes_v2","3K5TEWLKGVCYXVR9TXWCA9GIAP2IV0","7","0","0","0","0","0",,"13399","2017-10-04 16:05:31","21317"
"A26XF8O4XRL8JA","caus_thomas_boxes_v2","3JMSRU9HQIVMHQPNXE6LPUIQIWVEVN","1","0","0","1","0","1",,"34678","2017-10-04 16:06:08","21318"
"A2JZP4AZI1RTG4","caus_thomas_boxes_v2","39N5ACM9HEOSHA1A3RH0ROSX5BCP91","2","0","0","1","0","1",,"14652","2017-10-04 16:06:08","21319"
"ASFJ6WKFULUJT","caus_thomas_boxes_v2","3EQHHY4HQST33A6ZXIEWLZ93IO95GP","8","0","0","1","1","0",,"9372","2017-10-04 16:06:11","21320"
"A2UP31CCCRMM6W","caus_thomas_boxes_v2","3R8YZBNQ9HJ933EWO7Y5DXR1FHCQ7J","2","0","0","1","0","0",,"30012","2017-10-04 16:06:17","21321"
"A2XFO0X6RCS98M","caus_thomas_boxes_v2","3F6HPJW4JD171ZDCU4GG9VSFS282WK","5","0","0","1","1","0",,"4361","2017-10-04 16:06:22","21322"
"AEF94JKX6FG92
","caus_thomas_boxes_v2","30JNVC0OR9L6WSK81GKH4AGVTK8HQC","4","0","0","1","0","0",,"27669","2017-10-04 16:06:24","21323"
"A14WLAP6TCEKO0","caus_thomas_boxes_v2","3F6KKYWMNB24HF2EZS9A9V6SWHSNDM","4","0","0","0","1","1",,"13305","2017-10-04 16:06:41","21324"
"A2HWY6MOLHPI8M","caus_thomas_boxes_v2","3RGU30DZTA9B2JH6XNGLZEC5WBDMJX","7","0","0","1","0","0",,"12248","2017-10-04 16:06:41","21325"
"AC0AQV90ISP5O","caus_thomas_boxes_v2","3JWH6J9I9SEB2I4ULWI4E5ISTWFNBE","5","0","0","1","0","0",,"147933","2017-10-04 16:06:50","21326"
"A2SN9S7CGIDSRI","caus_thomas_boxes_v2","3SBEHTYCWN4F1PMEY8JWH8KCS63IY8","0","0","0","1","0","1",,"18516","2017-10-04 16:07:06","21327"
"A3AW92ZT3WY05A","caus_thomas_boxes_v2","3MAOD8E57QBIFL7VQSAM329KCZ4NXO","5","0","0","1","0","0",,"31847","2017-10-04 16:07:09","21328"
"A3K3VHDPCTI2Q","caus_thomas_boxes_v2","3FUI0JHJPXZZVJ77OKJJN8MA0ND33P","1","0","0","1","0","1",,"14077","2017-10-04 16:07:16","21329"
"A1JKSAQ8UNCE7B","caus_thomas_boxes_v2","31JLPPHS2UVOH80T7I3BBBKLVE8O34","4","0","0","1","1","0",,"17321","2017-10-04 16:07:26","21330"
" AAC7V5WYRYGVJ
","caus_thomas_boxes_v2","38SKSKU7R1YV1QFFFTU6N0IGJR0ILH","5","0","0","1","1","0",,"25350","2017-10-04 16:07:47","21331"
"A2IGYNJ7P2JEW5","caus_thomas_boxes_v2","3M0BCWMB8VX1PCD8DX9RAOVJM8LBWV","2","0","0","1","1","0",,"18804","2017-10-04 16:08:51","21332"
"AP3EZGN902UO2","caus_thomas_boxes_v2","3SKRO2GZ71S9HE1ZMMXZG1OFDPL1K6","3","0","0","1","0","0",,"18758","2017-10-04 16:08:51","21333"
"A3JT0TO0RPAIEE","caus_thomas_boxes_v2","3ZR9AIQJUBAOWNRE5B6JVFG9BBP40G","2","0","0","0","0","0",,"35380","2017-10-04 16:08:53","21334"
"A1USR9JCAMDGM3","caus_thomas_boxes_v2","3M81GAB8A0KW5FHM1OALIZDXY71BQO","0","0","0","1","0","0",,"23498","2017-10-04 16:08:55","21335"
"A3H9XHNUS12SSA","caus_thomas_boxes_v2","3Z2R0DQ0JHFDKZRL94MANPLFLY3E2G","5","0","0","1","1","1",,"28542","2017-10-04 16:09:09","21336"
"A2AVNKU60T23OQ","caus_thomas_boxes_v2","3NKQQ8O39Y6HC5MNWTLWNQYM4DMDU5","2","0","0","1","0","0",,"102261","2017-10-04 16:09:22","21337"
"A3UVZBXY81BNSF","caus_thomas_boxes_v2","3NG53N1RLVKS35I0YZBMRSXML5X8PY","8","0","0","1","1","0",,"42137","2017-10-04 16:09:24","21338"
"A2N4DD7IS7EI2D","caus_thomas_boxes_v2","3VP0C6EFSGXZEO2ZD4MWQA70A5V6MD","8","0","0","1","0","0",,"31779","2017-10-04 16:09:38","21339"
"A2M9EE6KTM8F8I
","caus_thomas_boxes_v2","3AMW0RGHOD3D6C5441059PNHA0TPN0","0","0","0","0","1","1",,"39580","2017-10-04 16:09:51","21340"
"A2KWPS7YQS4HPT","caus_thomas_boxes_v2","31HQ4X3T3SBKV4IBK5OKR2O3SP3LSD","8","0","0","1","1","0",,"11901","2017-10-04 16:09:55","21341"
"A3BKZ14V95ZNR6","caus_thomas_boxes_v2","3DR23U6WE5F74YLYSJ66OCU5LBFTEM","8","0","0","1","1","1",,"30098","2017-10-04 16:10:12","21342"
"A35JZAZK1L9D3Z","caus_thomas_boxes_v2","3MMN5BL1WZ50H5FHU2OYJ7VG0EUM3O","5","0","0","0","0","0",,"18345","2017-10-04 16:10:21","21343"
"A3V2LUYXBLBAPS","caus_thomas_boxes_v2","3A1COHJ8NJW0QOKCFM3HIJVVZEKH8Z","7","0","0","0","1","0",,"21411","2017-10-04 16:10:49","21344"
"A2UKCO1M1MEMZW","caus_thomas_boxes_v2","339ANSOTR53KHKXXUTI58051URWKIH","0","0","0","0","0","0",,"36264","2017-10-04 16:11:24","21345"
"A2XY43VECPAD61","caus_thomas_boxes_v2","3L6L49WXW0YNRUDF2HCVCAC0SJ1543","4","0","0","0","0","0",,"22623","2017-10-04 16:11:43","21346"
"A18ILYDB04VEE9","caus_thomas_boxes_v2","3QECW5O0KH278FS5HID3KIOS8II5TZ","8","0","0","1","0","0",,"7557","2017-10-04 16:11:52","21347"
"A27MJOV91GA8R3","caus_thomas_boxes_v2","3VD82FOHKQPCU8WC0BEC4EOF1RJOC0","1","0","0","1","0","0",,"14145","2017-10-04 16:11:54","21348"
"A1PBRKFHSF1OF8","caus_thomas_boxes_v2","3WMOAN2SRBYQBW20QD94FHCZWOXNVM","6","0","0","0","0","1",,"12819","2017-10-04 16:11:58","21349"
"A3FAURB3U6YND5","caus_thomas_boxes_v2","3TE3O8573092T3WQVA6AMWKY0NR2RF","7","0","0","0","1","1",,"15080","2017-10-04 16:12:16","21350"
"AHF0I035D5WYQ","caus_thomas_boxes_v2","31JLPPHS2UVOH80T7I3BBBKLVE9O35","0","0","0","1","0","1",,"13564","2017-10-04 16:12:17","21351"
"A3X6N2OAY5XY8","caus_thomas_boxes_v2","37TRT2X24QSFJSD96YQCLY1BKCCBJ0","4","0","0","1","1","1",,"35765","2017-10-04 16:12:34","21352"
"ALOX6TS3BTQ7W","caus_thomas_boxes_v2","34X6J5FLPTZ2NYFYPGN2GNWA6CCQJQ","8","0","0","1","0","1",,"19900","2017-10-04 16:13:02","21353"
"A3RGDXZ76VHKZG
","caus_thomas_boxes_v2","3OB0CAO74HQF5UBUSQ1BHWJXSTQYHX","5","0","0","0","1","1",,"6268","2017-10-04 16:13:03","21354"
"A35LW9NWBJMTJL","caus_thomas_boxes_v2","3RXCAC0YIRQMQSP1VGLZXJJUKEB8GV","6","0","0","0","1","0",,"40262","2017-10-04 16:13:12","21355"
"A39XD5I3E00YO3","caus_thomas_boxes_v2","3RXCAC0YIRQMQSP1VGLZXJJUKEBG83","5","0","0","1","0","1",,"25107","2017-10-04 16:13:43","21356"
"AWR2H6FRG5BWK","caus_thomas_boxes_v2","37WLF8U1WPR4O02WSS9GBXFWL026KA","1","0","0","1","0","0",,"36606","2017-10-04 16:13:50","21357"
"A2LH24MZKYTF1G","caus_thomas_boxes_v2","3IAEQB9FMELU49BSRT0X5EJJPTYDW5","7","0","0","0","1","1",,"20871","2017-10-04 16:13:55","21358"
"A3CAK26YRNTXDB
A3CAK26YRNTXDB
A3CAK26YRNTXDB
A3CAK26YRNTXDB","caus_thomas_boxes_v2","3M0BCWMB8VX1PCD8DX9RAOVJM8LWBG","4","0","0","0","0","1",,"24195","2017-10-04 16:14:25","21359"
"AGAZV3V4WLP9E
","caus_thomas_boxes_v2","3FIUS151DV31J7VJEEXNPW0S8XOGGJ","0","0","0","0","0","1",,"19055","2017-10-04 16:14:32","21360"
"A2AGQGMZVSZVUJ","caus_thomas_boxes_v2","3WYP994K17SZ85RDW7A7K5U7JF76Y1","5","0","0","0","1","1",,"8001","2017-10-04 16:14:57","21361"
"ADZO2VRSQC62U","caus_thomas_boxes_v2","3XC1O3LBOSNLA4VQ95TA17KPU8ILT3","4","0","0","0","0","0",,"22169","2017-10-04 16:15:35","21362"
"A105FRIGFBE5N","caus_thomas_boxes_v2","36WLNQG78ZB78CRHSXFLOIOJF4HBEG","6","0","0","0","0","1",,"15624","2017-10-04 16:15:53","21363"
"A1MA9Y6WVISU8H","caus_thomas_boxes_v2","3Z7VU45IPYI4690LMN093GCSHYYZ1Q","6","0","0","0","1","1",,"44141","2017-10-04 16:15:58","21364"
"A3GVIO0THJXK51","caus_thomas_boxes_v2","3NJM2BJS4W7UF88DFBRRTET5BWJCP9","7","0","0","1","0","1",,"17740","2017-10-04 16:16:30","21365"
"A2SOHTPWH4VGP5","caus_thomas_boxes_v2","3NGI5ARFTT6AS5YFZE27CIAE7ZS1P8","6","0","0","1","1","1",,"12887","2017-10-04 16:16:35","21366"
"GFLS23ADX","caus_thomas_boxes_v2","3KOPY89HM83AGX9WR5B63F3ZWKY3J0","8","0","0","1","0","1",,"21733","2017-10-04 16:16:43","21367"
"A1C8FN01981A69","caus_thomas_boxes_v2","33LKR6A5KEL8KXRMGVBRHSBBW2D1TD","6","0","0","1","1","0",,"25215","2017-10-04 16:16:43","21368"
"A2QASAMGT1UYZ3","caus_thomas_boxes_v2","3RANCT1ZVFIOX8O3IXUQS0AM1SBBUX","4","0","0","1","0","1",,"26884","2017-10-04 16:17:25","21369"
"A1Z0YMGUC86KC5","caus_thomas_boxes_v2","3SNLUL3WO4O0AHAF9AJK636RDMPLUU","5","0","0","1","1","0",,"13818","2017-10-04 16:17:29","21370"
