"subject","version","assignmentId","cc1","cc2","experienced","instructions_time","total_time","stamp","id"
"A20U19B2BCX77Y","caus_thomas_boxes_v2","3Z7EFSHGN9FZOHA41218NRF8DVXXCN","No","Yes","No","75467","188809","2017-10-04 17:05:21","1122"
"A1UBNUY60OGSA1","caus_thomas_boxes_v2","30BXRYBRP4YBGPGUDPJNWZYHHLXHWO","No","Yes","No","37000","70394","2017-10-04 17:05:35","1123"
"AXJJYIFR3JVRJ","caus_thomas_boxes_v2","31T4R4OBOSH5924DJPXATS2KB2JC78","No","Yes","No","51819","94688","2017-10-04 17:06:00","1124"
"A5H767UHFV6JC","caus_thomas_boxes_v2","3HHRAGRYX86AWAP9OR4L2ON7V6O9OC","No","Yes","Yes","1227864","1313449","2017-10-04 17:06:12","1125"
"A3V9SIYFMP74QP","caus_thomas_boxes_v2","36TFCYNS44BQ5PLKNUF9YICOQN3HXH","No","Yes","Yes","39936","96737","2017-10-04 17:06:18","1126"
"A2NH6M60H95WIO","caus_thomas_boxes_v2","3OVR4I9USPKCKGWDM90YAL7ROFU4QL","No","Yes","Yes","43954","85348","2017-10-04 17:06:34","1127"
"A1UY2W2FL9CWN","caus_thomas_boxes_v2","31Z0PCVWUKGMVJ6O5BS0I22OZOH7TK","No","Yes","No","135478","160998","2017-10-04 17:06:43","1128"
"A2KV586MYOMSOT
","caus_thomas_boxes_v2","3NPI0JQDAO6B1PAO1XMHIOT9ZIPPTB","No","Yes","Yes","36580","72317","2017-10-04 17:07:23","1129"
"A1BVW234RLOIY0","caus_thomas_boxes_v2","3CN4LGXD5XPLTINZDJHSN7ATNOB4YO","No","No","No","63000","127657","2017-10-04 17:08:23","1130"
"A3H76JZIMF4515
A3H76JZIMF4515","caus_thomas_boxes_v2","3EKVH9QMEY58STDLD9BQH73ULM9D2T","Yes","No","No","43519","85676","2017-10-04 17:08:58","1131"
"A3SKEW89V5S0DI","caus_thomas_boxes_v2","3NPFYT4IZC5C5TQ93OXRDI0NBNQGXH","No","No","Yes","36087","71307","2017-10-04 17:09:18","1132"
"A221BYJVSHSS6C","caus_thomas_boxes_v2","3OF2M9AATGP6CAM7UX6R8V8RQ45KZL","No","Yes","No","70416","151815","2017-10-04 17:10:05","1133"
"A1QVFB9FHEP6LR","caus_thomas_boxes_v2","3FUI0JHJPXZZVJ77OKJJN8MA0NL33X","No","Yes","Yes","33676","70573","2017-10-04 17:10:26","1134"
"A2GLI65GHLT1Y8","caus_thomas_boxes_v2","3WS1NTTKEYDYU3O3PS22MJD00160F8","No","Yes","No","40338","81720","2017-10-04 17:10:37","1135"
"A3E7OFH238490Y","caus_thomas_boxes_v2","337RC3OW0530NWZFE0TP2P8ART4VLZ","No","No","Yes","27054","63424","2017-10-04 17:10:57","1136"
"AI3M000Z13OP9","caus_thomas_boxes_v2","3WRFBPLXRAP6ZN0H633YWMKG54B3NC","No","Yes","No","38880","387660","2017-10-04 17:11:07","1137"
"A1P95QMAVQGHDS","caus_thomas_boxes_v2","39O5D9O87TTN8J3QHDUKGBQ460Y3CV","No","Yes","No","55030","111055","2017-10-04 17:11:22","1138"
"A3180XTQ7IU9EY","caus_thomas_boxes_v2","3M0BCWMB8VX1PCD8DX9RAOVJM8TBW3","Not sure","Not sure","Not sure","37172","55957","2017-10-04 17:14:02","1139"
"A29CCD6DOOQCGB","caus_thomas_boxes_v2","3PPTZCWALQLSNDK272QO4HK0PAXZQS","No","Yes","Yes","54026","100718","2017-10-04 17:15:11","1140"
"A6U5ZHN5Y953Q","caus_thomas_boxes_v2","31LVTDXBL7B8UPIY5GOF1SJ76NOLRT","No","Yes","Yes","42323","69163","2017-10-04 17:16:30","1141"
"A2ZJOFTSMRNV9I","caus_thomas_boxes_v2","39O5D9O87TTN8J3QHDUKGBQ460YC34","No","Yes","Yes","32449","136323","2017-10-04 17:16:47","1142"
"A1VEARF80HWOBQ","caus_thomas_boxes_v2","3CCZ6YKWR7KOO0JRJC8MTINGEBM596","No","Yes","No","83686","174794","2017-10-04 17:17:34","1143"
"A3EN2OOFM0E2CW","caus_thomas_boxes_v2","3EKVH9QMEY58STDLD9BQH73ULMA2DJ","No","Yes","Not sure","53496","110729","2017-10-04 17:17:42","1144"
"A3K7UC7LUKV0ZV","caus_thomas_boxes_v2","3EG49X351UDA8013RBO51RNYH9L6X3","No","Yes","Yes","48276","75004","2017-10-04 17:18:03","1145"
" A39AJDYX8UTZUJ
","caus_thomas_boxes_v2","3TMSXRD2X610CEVGB0G24CIA0W21WA","No","No","No","68110","153126","2017-10-04 17:18:14","1146"
"A3G2874FQJU4YN","caus_thomas_boxes_v2","3RGU30DZTA9B2JH6XNGLZEC5WBOMJ8","No","Yes","Yes","67015","117240","2017-10-04 17:18:16","1147"
"A3MS5EX282C5BH","caus_thomas_boxes_v2","3NS0A6KXC491AOQO46LCA3GYJNPGZF","No","Yes","No","84722","158142","2017-10-04 17:18:31","1148"
"A2WCYILM19VQEW","caus_thomas_boxes_v2","3X73LLYYQ1FLTV7GLOS00GLQO9UHNY","No","Yes","No","63743","119044","2017-10-04 17:18:53","1149"
"A2KD06NTTFYD1Y","caus_thomas_boxes_v2","36U2A8VAG1067KC2YB48UOZPKA2KYV","No","Yes","Yes","34424","75170","2017-10-04 17:19:49","1150"
"A3ML3ZF116HJQ0","caus_thomas_boxes_v2","3LJ7UR74RHERHJJL6H8H6RCMJ48N4I","No","Yes","No","55426","99042","2017-10-04 17:20:52","1151"
"A36L5AJ4CF3WCK","caus_thomas_boxes_v2","38JBBYETQOBNND68DI5YG4ID5C7E4K","No","Yes","Yes","24504","68515","2017-10-04 17:21:22","1152"
"A3LDF5ZH812XV2","caus_thomas_boxes_v2","37Z929RLG998EHQGTEQBDTYKM2XSTV","No","Yes","No","64256","124324","2017-10-04 17:21:40","1153"
" A26GF73MO3C4V","caus_thomas_boxes_v2","33TIN5LC04BMQOTBUEDJ4FL99GQY9F","No","Yes","No","58639","110651","2017-10-04 17:22:17","1154"
"A2HHQU4D5Z8MQ8","caus_thomas_boxes_v2","32VNZTT0A75CWHBDZOPYFBHWK1XR4A","No","Yes","No","33597","107020","2017-10-04 17:22:52","1155"
"A2A9FPR7W6BU3E","caus_thomas_boxes_v2","38BQUHLA9W1P3U83D08Q7ATRV5YOMT","No","No","No","43147","92596","2017-10-04 17:22:53","1156"
"A1POO4OIUNLJAM
","caus_thomas_boxes_v2","3P1L2B7AD1Q5XCQIDO7B7XE2V08OLR","No","No","Yes","58243","121625","2017-10-04 17:23:50","1157"
"A2HC9549CZAKNN","caus_thomas_boxes_v2","3ZGVPD4G6TI5FTCUO6KJ9MVN9HXZT7","No","Yes","No","33294","67147","2017-10-04 17:26:10","1158"
" A1GOFX0UOEG283
 A1GOFX0UOEG283
A1GOFX0UOEG283","caus_thomas_boxes_v2","3A1COHJ8NJW0QOKCFM3HIJVVZEWH8B","No","Yes","No","30599","71663","2017-10-04 17:27:17","1159"
"A2ZA6GLQTIF345","caus_thomas_boxes_v2","3IXEICO792K3RJSJM1N8CO2S4D16TO","No","Not sure","No","67847","136048","2017-10-04 17:27:18","1160"
"A10HEV2856GIQL","caus_thomas_boxes_v2","3Y9N9SS8LYCXDB94H9PV0H8MR0BD36","Not sure","Not sure","No","12272","36521","2017-10-04 17:27:20","1161"
"A3JZHJMXBRW4JM","caus_thomas_boxes_v2","3PMBY0YE2749NLS6YMVU7OTQ6S99CJ","No","Yes","No","87180","144287","2017-10-04 17:27:38","1162"
"A6ORRFI3XOACA","caus_thomas_boxes_v2","32AT8R96GLANEU55TJGLIPKM5G2USM","No","Yes","Yes","132287","253744","2017-10-04 17:28:16","1163"
"A1GFN7WDJ0GX5V","caus_thomas_boxes_v2","3K772S5NP8CHZPU3SPPHATRHAHUEH7","No","Yes","No","133692","174578","2017-10-04 17:28:28","1164"
"A3UE34H8129FA9","caus_thomas_boxes_v2","3TVSS0C0E111LY7PDJ0CAI15SFRWTC","No","No","Yes","64751","123237","2017-10-04 17:29:08","1165"
"A2T22FJ28MIGI","caus_thomas_boxes_v2","3QECW5O0KH278FS5HID3KIOS8IQ5T7","No","Not sure","Yes","28016","62915","2017-10-04 17:29:42","1166"
"AL0SFLBAVTHU3","caus_thomas_boxes_v2","3OB0CAO74HQF5UBUSQ1BHWJXSTZHYP","No","Yes","Yes","45066","126061","2017-10-04 17:29:48","1167"
"A3O2JUIF4DZQJU","caus_thomas_boxes_v2","3CPLWGV3MO0SEPPXNC48NZN25WNN9F","No","Yes","No","59351","127756","2017-10-04 17:30:31","1168"
"A3DJJFIYKJTYD9","caus_thomas_boxes_v2","37ZHEEHM6WNHW28UQWM90PYQ5P8737","No","Yes","No","33932","65361","2017-10-04 17:30:45","1169"
"AJITIN95JSBAR","caus_thomas_boxes_v2","3Y5140Z9DXHLSBUD7LND4HR0O1BPIW","No","Yes","No","109413","202141","2017-10-04 17:30:52","1170"
"A32F070MKM1ICD","caus_thomas_boxes_v2","3UXUOQ9OKEYHGN7FZB1JNXCWBZ07A3","No","Yes","No","100536","175841","2017-10-04 17:31:23","1171"
"A2CJY4787IR70K","caus_thomas_boxes_v2","36ZN444YTRZ37BICSLAYFHMAEWBIO4","No","Yes","No","68635","120707","2017-10-04 17:31:29","1172"
"A1FS8SBR4SDWYG","caus_thomas_boxes_v2","3FFJ6VRIL1PI4UQTQ08NPGQSGT00I1","Not sure","Not sure","No","17472","34229","2017-10-04 17:31:31","1173"
"A38TZK07ON180S","caus_thomas_boxes_v2","33FBRBDW6O099G9WTUPG7SYFMMR8CT","No","No","No","110719","147331","2017-10-04 17:32:15","1174"
"A34WAR0H85FL2K","caus_thomas_boxes_v2","3RRCEFRB7MDPGAUO3R38FWCS2FV4BB","No","No","No","51384","96097","2017-10-04 17:32:19","1175"
"A2MXCQ5D4DGY8C","caus_thomas_boxes_v2","3QAVNHZ3EM5GV8WH352T62UX6J5LAQ","No","Yes","No","45113","134883","2017-10-04 17:32:31","1176"
"AKAFRPBEDWXFI","caus_thomas_boxes_v2","3A4NIXBJ760HX95608SYFTPX00ULMA","No","Yes","Yes","38207","74770","2017-10-04 17:32:56","1177"
"AGNJKSH5LFKXZ","caus_thomas_boxes_v2","388U7OUMF72VXTTCGN2W38RJ3PJ0R5","No","Yes","No","42480","84681","2017-10-04 17:33:07","1178"
" ASBCU0AE1U4XE","caus_thomas_boxes_v2","3QY7M81QH7NNS0G1B2E8HBFSGBU7KI","No","Yes","Not sure","221610","344337","2017-10-04 17:34:04","1179"
"A2JW2UOTSQNUDD","caus_thomas_boxes_v2","3R08VXYT7CWEN0AI0GXB5M9N3I3W73","No","Yes","Yes","65197","119048","2017-10-04 17:35:50","1180"
"A3I98QLYJ40MRZ","caus_thomas_boxes_v2","326O153BMIZ0N9P16T6RJ8CJIP2EDZ","No","Yes","Not sure","52894","107160","2017-10-04 17:36:22","1181"
"A35DZ5AAKNOKQ8","caus_thomas_boxes_v2","3ERET4BTVMAR6J4UQZCSV76YB1J9KX","No","Yes","Not sure","27462","59191","2017-10-04 17:36:52","1182"
"A2SOY42HYS0Y8S","caus_thomas_boxes_v2","3VHHR074H3IYC6YJW2Q9WBS75B07LM","No","Yes","No","30121","68301","2017-10-04 17:37:32","1183"
"AAEZQL4J6CQGM","caus_thomas_boxes_v2","39ASUFLU6X8ELFUIXT73DFFBY7DXEJ","No","Yes","No","58280","103979","2017-10-04 17:37:40","1184"
"A178HLPTQ99LOG","caus_thomas_boxes_v2","30BUDKLTXDW5JWA8RNO8LWOR5845EI","No","Yes","No","33482","63347","2017-10-04 17:38:28","1185"
"AIV842WA1CLZZ","caus_thomas_boxes_v2","336YQZE83VF3VK2L8LCRY4T0EAV5M7","No","Yes","Yes","26199","58507","2017-10-04 17:38:32","1186"
" A3820B9RA4PEX3","caus_thomas_boxes_v2","3IQ1VMJRYTLLU6V8E8Z31T326PPA9J","No","Yes","No","60705","130929","2017-10-04 17:39:37","1187"
"A27M6CGYSYFVGN","caus_thomas_boxes_v2","3E1QT0TDFPA0MJVWL4L2IVWAZRC8IW","No","Yes","No","42724","84085","2017-10-04 17:39:54","1188"
"ANEHAR7JQLRQK","caus_thomas_boxes_v2","3OLF68YTN92UVGMLHUZVBPPD9NKAFB","No","Yes","No","43561","112341","2017-10-04 17:40:00","1189"
"A36HD6ZW4ONZD6","caus_thomas_boxes_v2","3V0Z7YWSIY1UMAD74UBKNT91LTG2VK","Not sure","Yes","No","48088","91193","2017-10-04 17:40:05","1190"
"A2L29GJO43OCLO","caus_thomas_boxes_v2","3FTYUGLFSUM0RQW8VSDOFE665W35DP","No","Yes","No","49235","121708","2017-10-04 17:41:50","1191"
"A3I9743KVD971V","caus_thomas_boxes_v2","3SB5N7Y3O35483KY0C8K44DC1G80G9","No","Yes","No","63136","105704","2017-10-04 17:43:19","1192"
"A39M773CF286T5","caus_thomas_boxes_v2","3YHH42UU5BGKUVYZB350HWIKXXV0LG","No","No","No","68396","138420","2017-10-04 17:43:43","1193"
"AOYEKAEEXR1QY","caus_thomas_boxes_v2","30BXRYBRP4YBGPGUDPJNWZYHHLZHWQ","No","Yes","Yes","53944","96132","2017-10-04 17:44:32","1194"
"A168QBUOKNFWWK","caus_thomas_boxes_v2","3QRYMNZ7FYIBY4YBLI9PEZOEZ3RTNM","No","Not sure","Not sure","75449","159419","2017-10-04 17:45:40","1195"
"A2ZFZ0IITVM1DT","caus_thomas_boxes_v2","39PAAFCODM1O697KN9VGOGIRL6TTV3","No","Yes","Yes","58090","109584","2017-10-04 17:45:50","1196"
"AQPT8MI3NL8GW","caus_thomas_boxes_v2","3QXNC7EIPIWPTTXQM62ACNRPX3E90S","Not sure","Not sure","Yes","38975","87834","2017-10-04 17:45:55","1197"
"A2BN6QV6VI2D6Y","caus_thomas_boxes_v2","3X66WABAJWJ0PVJVJZQ362BJ4ST3G8","No","Yes","Yes","74094","149429","2017-10-04 17:46:12","1198"
"A3REDG6510328U","caus_thomas_boxes_v2","3BV8HQ2ZZW2YCNTAG1WRHJC0GOI6A5","No","Yes","Yes","63873","125749","2017-10-04 17:46:39","1199"
"A2I10BEXAZIR95","caus_thomas_boxes_v2","3R0T90IZ1SDO2VFECS14Z5FDA56CGF","Yes","Yes","No","4968","16801","2017-10-04 17:46:56","1200"
"A25LRF75VMHM1H","caus_thomas_boxes_v2","3G5W44VEU7J6LTR245I2NOSLFEEKGZ","No","Yes","Yes","437990","508167","2017-10-04 17:47:03","1201"
"ACQ0B1X5APCD5","caus_thomas_boxes_v2","3RSDURM96AN3LKKS2PT5WTMK0D9EY8","No","Yes","Not sure","44605","120165","2017-10-04 17:48:06","1202"
"A3A0XE6EEV6TWE","caus_thomas_boxes_v2","34HJIJKLP5X4POSU88U8G86Z57D4VJ","No","Yes","Yes","46694","82712","2017-10-04 17:48:43","1203"
"A3TO5TTEYUKB1K","caus_thomas_boxes_v2","3WSELTNVR334EL4MCE4KST4E0WTATK","No","Yes","No","36873","87199","2017-10-04 17:50:20","1204"
"A3H4YITZVQN4UP","caus_thomas_boxes_v2","3E47SOBEYQX2YML92G17KHSTPIYCI7","No","Yes","Not sure","79331","164002","2017-10-04 17:50:54","1205"
"A3DA81ZFKYYGFC","caus_thomas_boxes_v2","308Q0PEVB8E00OE6QWRGIRRLJXVI9W","No","No","No","57074","105354","2017-10-04 17:51:14","1206"
"A1589I6Q42EF0F","caus_thomas_boxes_v2","3COPXFW7XBDCY6K17O8PHX6DG50KP2","No","Yes","No","61795","123008","2017-10-04 17:51:18","1207"
"ATD9IHXHMQURL
","caus_thomas_boxes_v2","3X31TUMD7XNK1KJH7M90V11U2P1L14","No","Not sure","No","47009","88205","2017-10-04 17:52:01","1208"
"A39EBLPHUIPAFH","caus_thomas_boxes_v2","352YTHGROVEZ7NXA3JD417FQXS1H45","No","Not sure","No","88905","169287","2017-10-04 17:53:04","1209"
"A35F9WNQIRAJ9L","caus_thomas_boxes_v2","3TR2532VIPV9DGWEA794AIFJ6BCJ6Y","Yes","Yes","No","50178","100843","2017-10-04 17:53:31","1210"
"A2SQNS3J389FRJ","caus_thomas_boxes_v2","3JCG6DTRV3RJ9LJBK67BDO8WK7GQQT","No","Yes","No","44951","95186","2017-10-04 17:53:51","1211"
"AJKSSTZYUH3O6","caus_thomas_boxes_v2","3LS2AMNW5FRGO96V5TF7OJDW56YQOL","No","Yes","No","46541","92558","2017-10-04 17:54:07","1212"
"AR9ZC60MDS2Q","caus_thomas_boxes_v2","3OONKJ5DKCKTK346MBIHTUIXJ6XOB7","No","No","Yes","69990","137774","2017-10-04 17:54:21","1213"
"A37R9EMV8GHJGV","caus_thomas_boxes_v2","37W3JXSD669X2K6JNPNBIZTK7HEYW8","No","Yes","Not sure","48057","93961","2017-10-04 17:54:34","1214"
"A1KDUWG2ZTOQWE","caus_thomas_boxes_v2","3I0BTBYZAXM4UU5YUIUQB4KG6CZY06","No","Yes","Yes","85144","202074","2017-10-04 17:54:38","1215"
"A1NDSEXBYNOUOS","caus_thomas_boxes_v2","3DQQ64TANGM3T6EIW2RS58083CBWPC","Yes","Not sure","No","77690","134298","2017-10-04 17:55:57","1216"
"A1FOETNZPX6EE7","caus_thomas_boxes_v2","38SKSKU7R1YV1QFFFTU6N0IGJRBLIV","No","Yes","Not sure","101681","214622","2017-10-04 17:56:31","1217"
"A1W5A8Z3JUZN7S","caus_thomas_boxes_v2","37TD41K0AHARS0O57SVLOJYGYG1CS0","No","Yes","No","54456","100448","2017-10-04 17:56:38","1218"
"A9J48W1C9IZAI
A9J48W1C9IZAI
","caus_thomas_boxes_v2","33C7UALJVLZPMDZYDX0WQWFOIP3816","Yes","Not sure","No","51988","84077","2017-10-04 17:56:55","1219"
"A24U7F6YX1WS3O","caus_thomas_boxes_v2","3QBD8R3Z21K9Z4JX7W8ULGCR9EH4OI","No","Yes","No","56524","100808","2017-10-04 17:57:58","1220"
"A1UMI41YIH6JJS","caus_thomas_boxes_v2","39KFRKBFINWPXBXHW3W115GY4FGYOX","No","No","No","57402","117410","2017-10-04 17:58:22","1221"
"A147I0K984NT1E","caus_thomas_boxes_v2","3GLB5JMZFXWY7NLSCOWFJBXVV5KDGI","No","Yes","No","28680","53930","2017-10-04 17:59:04","1222"
"A2WCGKXM91INOU","caus_thomas_boxes_v2","3C44YUNSI1Q4K0ERF7M2DKBNWW7DPM","No","Yes","Yes","28185","72383","2017-10-04 17:59:34","1223"
"ADE0JZRL5UDHF","caus_thomas_boxes_v2","3Z7ISHFUH0WMH9K6L89OIQZ0V4H8ZW","No","Yes","No","43415","90702","2017-10-04 17:59:43","1224"
"A3D0TQ6SLPG3VQ","caus_thomas_boxes_v2","3VW04L3ZLT7NRFLZSYXV140IEDRXXV","No","Yes","No","43452","96639","2017-10-04 17:59:53","1225"
"A383U9YJIBG4IA","caus_thomas_boxes_v2","32AT8R96GLANEU55TJGLIPKM5G9UST","No","Yes","No","14087","48394","2017-10-04 18:01:46","1226"
"A1HCOJLTLOKAV4","caus_thomas_boxes_v2","33FBRBDW6O099G9WTUPG7SYFMMVC81","Not sure","Yes","No","243631","281870","2017-10-04 18:02:30","1227"
"A3PDHDQZZKCTT5","caus_thomas_boxes_v2","3Q5C1WP23M26ZVGWFZTTEC5XGZ4513","No","Yes","No","46152","95710","2017-10-04 18:03:11","1228"
"A255ELJ8FE59P","caus_thomas_boxes_v2","3G2UL9A02DFGTLVC9YK77SAAFGF76I","No","No","Yes","85488","151849","2017-10-04 18:03:28","1229"
"A2QKWF2AESL89K","caus_thomas_boxes_v2","3QAVNHZ3EM5GV8WH352T62UX6JALAV","No","Yes","No","34524","76435","2017-10-04 18:04:28","1230"
"A510DQA9ROBC6","caus_thomas_boxes_v2","3STRJBFXOWSAQYD8O5H9M77A58OTKJ","No","Not sure","Yes","20286","73777","2017-10-04 18:05:18","1231"
"A1HKS903W2E1DG","caus_thomas_boxes_v2","3SNVL38CI4TT4HBX2JMJXX76HMRCKM","Not sure","Not sure","Not sure","13897","28713","2017-10-04 18:05:58","1232"
"A2620VELR4LMLU","caus_thomas_boxes_v2","3KB8R4ZV1E85SQN8YS59OL9VSK9BGA","No","Yes","Yes","63607","135443","2017-10-04 18:06:26","1233"
"A1XJCPE83VNDVP","caus_thomas_boxes_v2","3018Q3ZVOIRRY6RU8PZPSE3WCBZRAR","No","Yes","Yes","88279","159003","2017-10-04 18:07:13","1234"
"A2ACWPHIEDF8UH","caus_thomas_boxes_v2","3JZQSN0I3QBV57ZO3UR57B0G7I2GFY","No","No","No","15675","55585","2017-10-04 18:07:23","1235"
"A2YMHHRV5ZIRKM","caus_thomas_boxes_v2","3XC1O3LBOSNLA4VQ95TA17KPU8WTLP","No","Not sure","No","44170","119822","2017-10-04 18:09:07","1236"
"A28RR7H7BMA8IW
","caus_thomas_boxes_v2","3L4D84MILZTPA5GV6Q087949FPWJH3","No","Not sure","No","44398","103316","2017-10-04 18:09:11","1237"
"A1L00PO1P8D6E3","caus_thomas_boxes_v2","3SKRO2GZ71S9HE1ZMMXZG1OFDP11KM","No","Yes","No","48223","99019","2017-10-04 18:09:46","1238"
"A2MFJGRA5CHLB3","caus_thomas_boxes_v2","3F1567XTNW6DHM2P34WPRTI7A7H9QV","No","No","Not sure","36018","78942","2017-10-04 18:10:13","1239"
"A39P7QFA8VPMI8","caus_thomas_boxes_v2","3AAJC4I4FGTB1QGPCC6F7G8EBFDJZT","No","Yes","Yes","64828","117924","2017-10-04 18:10:33","1240"
"AXDLEGI6OD6V","caus_thomas_boxes_v2","3IQ1VMJRYTLLU6V8E8Z31T326PVA9P","No","Yes","Yes","30878","64092","2017-10-04 18:10:44","1241"
"A3S3M3QGQ3AK6E","caus_thomas_boxes_v2","3483FV8BEEK97KY63M3CB1T240V26Z","No","Yes","No","45863","91031","2017-10-04 18:10:50","1242"
"A2YHHTA5ZM8BYV","caus_thomas_boxes_v2","3S4AW7T80BJ1TJG0U4S2TZ8XE9G4L5","Not sure","Not sure","Not sure","64305","106707","2017-10-04 18:11:02","1243"
"A3BT4FVWK82LPH","caus_thomas_boxes_v2","3GGAI1SQEVZOU5B0NVZZCAZA6RNCMS","No","Yes","Not sure","45028","80917","2017-10-04 18:11:36","1244"
"AKZ6TAIVHLWI2","caus_thomas_boxes_v2","32UTUBMZ7GXOAND3NN4VOMC5FZYVBK","Not sure","Yes","No","79072","136546","2017-10-04 18:11:38","1245"
"A3VVR8NR3ED04C","caus_thomas_boxes_v2","3IX2EGZR7BK2ZZUY2VC2LD6F2YPJRV","No","Yes","Not sure","41192","68865","2017-10-04 18:11:39","1246"
"A27B32LMSFURBR","caus_thomas_boxes_v2","3WJEQKOXA83351SDAVKAMNLJ8D7A1G","No","Yes","No","63200","142052","2017-10-04 18:11:49","1247"
"A2CF9SF2VIZ7DR","caus_thomas_boxes_v2","3FE2ERCCZX9VOX5G5G0IOENM0AGPOX","No","Yes","Yes","84641","222798","2017-10-04 18:12:51","1248"
"A2IH85BMB8V2UL","caus_thomas_boxes_v2","3S96KQ6I9M52CS7YWOVMIUCKLZVDTU","No","Yes","No","67677","129410","2017-10-04 18:15:18","1249"
"A3KRG5CAFA4KI9","caus_thomas_boxes_v2","3QBD8R3Z21K9Z4JX7W8ULGCR9ELO46","No","Yes","No","43572","94133","2017-10-04 18:15:28","1250"
"A1MOCZ5ZU14735","caus_thomas_boxes_v2","37WLF8U1WPR4O02WSS9GBXFWL0H6KP","No","No","Not sure","63336","122987","2017-10-04 18:15:58","1251"
"A2CZ10JX5FBO09
","caus_thomas_boxes_v2","3ZY8KE4ISJ4BETFS651LJB741ZZVQW","No","No","No","306984","348317","2017-10-04 18:16:13","1252"
"A2KI7W45F6HRVY","caus_thomas_boxes_v2","3A1COHJ8NJW0QOKCFM3HIJVVZEY8H4","No","Yes","No","46585","93789","2017-10-04 18:16:30","1253"
"A23QWTFGXFJHS7","caus_thomas_boxes_v2","31JLPPHS2UVOH80T7I3BBBKLVEPO3L","No","Yes","Not sure","47016","87162","2017-10-04 18:17:12","1254"
"A1EIBL2B06W1D7","caus_thomas_boxes_v2","3TXWC2NHNZRPU2H2V8LUMTX8SV39SL","No","Yes","Yes","26385","52528","2017-10-04 18:18:59","1255"
"A31DI99CWPTJBK","caus_thomas_boxes_v2","3CCZ6YKWR7KOO0JRJC8MTINGEBV59F","No","Yes","Yes","61022","104511","2017-10-04 18:20:39","1256"
"ASSR4XKHOQOQF","caus_thomas_boxes_v2","3DUZQ9U6SMPNR9U5Y9QQEBM5JNLSVJ","No","Yes","Yes","55532","150764","2017-10-04 18:21:45","1257"
"A17VNBLHLGTMD1","caus_thomas_boxes_v2","3E47SOBEYQX2YML92G17KHSTPI4ICJ","No","Yes","Yes","59167","119042","2017-10-04 18:23:11","1258"
"A2WYQSWF17OQ07
","caus_thomas_boxes_v2","3ZWFC4W1UU8MUX82J5LH6FEN9RFFRV","No","No","Not sure","39118","88955","2017-10-04 18:23:13","1259"
"AI9NJ89EXVDY1","caus_thomas_boxes_v2","3EA3QWIZ4IWJK3NKO2WX9RSXD44IT2","No","No","No","41784","81588","2017-10-04 18:23:13","1260"
"A31RHHKCH5RKNW","caus_thomas_boxes_v2","3VNL7UK1XFKZACLUNUQC6UF5XCCFT8","No","Yes","No","60809","110946","2017-10-04 18:23:54","1261"
"A2TO2AK4UCU98J","caus_thomas_boxes_v2","37WLF8U1WPR4O02WSS9GBXFWL0I6KQ","No","Yes","No","42847","93046","2017-10-04 18:24:20","1262"
"A1NYFTOY47Z7F4","caus_thomas_boxes_v2","3IJXV6UZ1XK64OASKDR29CRFPJ7IRP","No","Yes","Yes","51095","109689","2017-10-04 18:24:28","1263"
"A2DP32IQRO1N6K","caus_thomas_boxes_v2","3LWJHTCVCCNMIWT26QWH1P4ID5DFQU","No","Yes","Yes","64179","133178","2017-10-04 18:24:34","1264"
"A1BGZSZUUG4DNE","caus_thomas_boxes_v2","3WMOAN2SRBYQBW20QD94FHCZWOENV3","Yes","Yes","Yes","125627","141633","2017-10-04 18:25:21","1265"
"A1HOEA3Y6W3FPZ","caus_thomas_boxes_v2","3M23Y66PO282CJF4X1II2J662UV6S7","No","No","No","39020","81222","2017-10-04 18:25:26","1266"
"A3L6TO881Q0GZS","caus_thomas_boxes_v2","3AZHRG4CU4L3ER8A5X10LAO3XBA30B","No","Yes","No","231847","299168","2017-10-04 18:26:14","1267"
"A2B1YSMEHN1G2K","caus_thomas_boxes_v2","3HFNH7HEMHFSWWPXHA2ZJA4UEKCQG3","Yes","Yes","Yes","50449","117897","2017-10-04 18:26:22","1268"
"AFWLCJ7CTGFEV","caus_thomas_boxes_v2","39PAAFCODM1O697KN9VGOGIRL60TVA","No","No","No","84294","141372","2017-10-04 18:28:26","1269"
"A3S9V3VDQ3O086","caus_thomas_boxes_v2","3COPXFW7XBDCY6K17O8PHX6DG58PKF","No","Yes","Not sure","47624","106772","2017-10-04 18:29:36","1270"
"A3R0QO6884CV1P","caus_thomas_boxes_v2","3LJ7UR74RHERHJJL6H8H6RCMJ4HN4R","No","Yes","Not sure","30128","109403","2017-10-04 18:29:42","1271"
"AGET1GAI3SLNN","caus_thomas_boxes_v2","3JNQLM5FT4NRQ51DQQ9E0KBZUVM2L9","No","Yes","No","58989","106580","2017-10-04 18:32:19","1272"
"A3T19O1BCEJEAP","caus_thomas_boxes_v2","3WR9XG3T63C2EYRYQARSAUQWJPD741","No","Yes","Yes","50959","114855","2017-10-04 18:32:20","1273"
"A39FOP7Q9GRE2R","caus_thomas_boxes_v2","3ERET4BTVMAR6J4UQZCSV76YB1QK9F","No","Yes","No","74824","187953","2017-10-04 18:32:43","1274"
