"subject","version","assignmentId","rating","question_ind","trial_ind","focal_high","alt_high","rt","stamp","id"
"A35C12CR628WKD","caus_thomas_all_dis_v1","3DHE4R9OCWCB4DNCFZCYNS6RVHBG2V","0","1","1","10","10","8773","2017-09-18 14:08:15","10350"
"AV581SCZZM1YE","caus_thomas_all_dis_v1","3K2755HG5S4STNPX14QX1QXJRT0DF2","5","1","1","10","1","9264","2017-09-18 14:08:19","10351"
"A2R794P3E8X0MK","caus_thomas_all_dis_v1","354P56DE9K4LGJT9GBNA8X62U8R7SM","7","2","2","7","7","17169","2017-09-18 14:08:19","10352"
"A2O19SRDLSQDP6","caus_thomas_all_dis_v1","3DPNQGW4LLGJAYDT70M04GQ0LH464F","6","2","2","2","10","15747","2017-09-18 14:08:21","10353"
"A28HB7240OFGEW","caus_thomas_all_dis_v1","3FTYUGLFSUM0RQW8VSDOFE662ZM5DB","8","0","0","3","2","37746","2017-09-18 14:08:28","10354"
"AROEBUDI2L9G9","caus_thomas_all_dis_v1","3SEPORI8WN000XDLI6T2EH5VIVXAZL","8","0","0","2","3","33020","2017-09-18 14:08:28","10355"
"ALZQCQHWYUTP","caus_thomas_all_dis_v1","3WJEQKOXA83351SDAVKAMNLJ5GK1AN","8","0","0","4","7","36938","2017-09-18 14:08:28","10356"
"A35C12CR628WKD","caus_thomas_all_dis_v1","3DHE4R9OCWCB4DNCFZCYNS6RVHBG2V","4","2","2","7","3","13214","2017-09-18 14:08:29","10357"
"AV581SCZZM1YE","caus_thomas_all_dis_v1","3K2755HG5S4STNPX14QX1QXJRT0DF2","8","2","2","8","9","10507","2017-09-18 14:08:31","10358"
"A3KCT51PDCLUFD","caus_thomas_all_dis_v1","3Z2R0DQ0JHFDKZRL94MANPLFI1W2E0","2","1","1","7","4","19858","2017-09-18 14:08:31","10359"
"A1N4O370NJB9U8","caus_thomas_all_dis_v1","3L2IS5HSFAJQYHD0LNZZJVAGFKGNUS","8","1","1","7","10","20436","2017-09-18 14:08:32","10360"
"A2R794P3E8X0MK","caus_thomas_all_dis_v1","354P56DE9K4LGJT9GBNA8X62U8R7SM","8","3","3","5","6","11960","2017-09-18 14:08:32","10361"
"A35C12CR628WKD","caus_thomas_all_dis_v1","3DHE4R9OCWCB4DNCFZCYNS6RVHBG2V","4","3","3","6","6","3502","2017-09-18 14:08:33","10362"
"A2O19SRDLSQDP6","caus_thomas_all_dis_v1","3DPNQGW4LLGJAYDT70M04GQ0LH464F","8","3","3","8","7","11264","2017-09-18 14:08:34","10363"
"A342YLIMT6THWO
","caus_thomas_all_dis_v1","3ZPBJO59KP2C7JG3WUEX4B9W78DDH0","8","1","1","4","10","30059","2017-09-18 14:08:36","10364"
"A35C12CR628WKD","caus_thomas_all_dis_v1","3DHE4R9OCWCB4DNCFZCYNS6RVHBG2V","6","4","4","9","7","2939","2017-09-18 14:08:37","10365"
"ATY2JKVS3OYUV","caus_thomas_all_dis_v1","3KB8R4ZV1E85SQN8YS59OL9VPNOGBX","3","1","1","7","3","32190","2017-09-18 14:08:41","10366"
"AROEBUDI2L9G9","caus_thomas_all_dis_v1","3SEPORI8WN000XDLI6T2EH5VIVXAZL","8","1","1","8","9","16554","2017-09-18 14:08:46","10367"
"A28HB7240OFGEW","caus_thomas_all_dis_v1","3FTYUGLFSUM0RQW8VSDOFE662ZM5DB","8","1","1","2","8","17521","2017-09-18 14:08:47","10368"
"A1TSVP4XC9NTR4","caus_thomas_all_dis_v1","3OHYZ19UGC6O1TZEGXILYJYRYRUAOJ","8","1","1","2","8","36622","2017-09-18 14:08:47","10369"
"A2O19SRDLSQDP6","caus_thomas_all_dis_v1","3DPNQGW4LLGJAYDT70M04GQ0LH464F","8","4","4","6","8","12027","2017-09-18 14:08:47","10370"
"ALZQCQHWYUTP","caus_thomas_all_dis_v1","3WJEQKOXA83351SDAVKAMNLJ5GK1AN","7","1","1","2","5","17569","2017-09-18 14:08:47","10371"
"A2R794P3E8X0MK","caus_thomas_all_dis_v1","354P56DE9K4LGJT9GBNA8X62U8R7SM","5","4","4","3","2","15155","2017-09-18 14:08:48","10372"
"A342YLIMT6THWO
","caus_thomas_all_dis_v1","3ZPBJO59KP2C7JG3WUEX4B9W78DDH0","8","2","2","2","3","18213","2017-09-18 14:08:55","10373"
"A28HB7240OFGEW","caus_thomas_all_dis_v1","3FTYUGLFSUM0RQW8VSDOFE662ZM5DB","8","2","2","8","1","8121","2017-09-18 14:08:56","10374"
"AROEBUDI2L9G9","caus_thomas_all_dis_v1","3SEPORI8WN000XDLI6T2EH5VIVXAZL","8","2","2","7","1","9095","2017-09-18 14:08:56","10375"
"ATY2JKVS3OYUV","caus_thomas_all_dis_v1","3KB8R4ZV1E85SQN8YS59OL9VPNOGBX","8","2","2","3","8","14489","2017-09-18 14:08:57","10376"
"ALZQCQHWYUTP","caus_thomas_all_dis_v1","3WJEQKOXA83351SDAVKAMNLJ5GK1AN","7","2","2","9","8","11434","2017-09-18 14:09:02","10377"
"AROEBUDI2L9G9","caus_thomas_all_dis_v1","3SEPORI8WN000XDLI6T2EH5VIVXAZL","8","3","3","3","10","7232","2017-09-18 14:09:04","10378"
"A2T9GR0UCUVDXG","caus_thomas_all_dis_v1","3EF8EXOTT1WE6UVH41XNFMO2V3E1J3","4","0","0","3","3","21898","2017-09-18 14:09:04","10379"
"A342YLIMT6THWO
","caus_thomas_all_dis_v1","3ZPBJO59KP2C7JG3WUEX4B9W78DDH0","8","3","3","10","8","8560","2017-09-18 14:09:05","10380"
"AT3NSILK1BP46","caus_thomas_all_dis_v1","3RSDURM96AN3LKKS2PT5WTMKXGQYEC","8","0","0","1","4","28966","2017-09-18 14:09:05","10381"
"A3J8F637SP7XIY","caus_thomas_all_dis_v1","3VW6495TLJ11RP1J2Q5Z3WE0FSVYYR","1","0","0","2","9","21509","2017-09-18 14:09:05","10382"
"A28HB7240OFGEW","caus_thomas_all_dis_v1","3FTYUGLFSUM0RQW8VSDOFE662ZM5DB","8","3","3","6","4","8857","2017-09-18 14:09:06","10383"
"A2YO837C0O1E91","caus_thomas_all_dis_v1","3TOK3KHVJTJ6IR1G9U61OSW1XJO7OP","8","2","2","1","9","86562","2017-09-18 14:09:06","10384"
"A1TSVP4XC9NTR4","caus_thomas_all_dis_v1","3OHYZ19UGC6O1TZEGXILYJYRYRUAOJ","8","2","2","1","1","19037","2017-09-18 14:09:07","10385"
"A1N4O370NJB9U8","caus_thomas_all_dis_v1","3L2IS5HSFAJQYHD0LNZZJVAGFKGNUS","8","2","2","3","8","35348","2017-09-18 14:09:08","10386"
"A3KCT51PDCLUFD","caus_thomas_all_dis_v1","3Z2R0DQ0JHFDKZRL94MANPLFI1W2E0","1","2","2","4","6","37691","2017-09-18 14:09:10","10387"
"A3J8F637SP7XIY","caus_thomas_all_dis_v1","3VW6495TLJ11RP1J2Q5Z3WE0FSVYYR","4","1","1","4","8","5055","2017-09-18 14:09:11","10388"
"ATY2JKVS3OYUV","caus_thomas_all_dis_v1","3KB8R4ZV1E85SQN8YS59OL9VPNOGBX","4","3","3","5","4","14505","2017-09-18 14:09:12","10389"
"A1CH6M8KNYMJ92","caus_thomas_all_dis_v1","38JBBYETQOBNND68DI5YG4ID2FSE48","8","0","0","10","1","23887","2017-09-18 14:09:12","10390"
"A342YLIMT6THWO
","caus_thomas_all_dis_v1","3ZPBJO59KP2C7JG3WUEX4B9W78DDH0","8","4","4","1","6","8057","2017-09-18 14:09:13","10391"
"AROEBUDI2L9G9","caus_thomas_all_dis_v1","3SEPORI8WN000XDLI6T2EH5VIVXAZL","8","4","4","1","5","9179","2017-09-18 14:09:14","10392"
"ALZQCQHWYUTP","caus_thomas_all_dis_v1","3WJEQKOXA83351SDAVKAMNLJ5GK1AN","7","3","3","8","3","13005","2017-09-18 14:09:16","10393"
"A3J8F637SP7XIY","caus_thomas_all_dis_v1","3VW6495TLJ11RP1J2Q5Z3WE0FSVYYR","8","2","2","9","3","3209","2017-09-18 14:09:16","10394"
"A2T9GR0UCUVDXG","caus_thomas_all_dis_v1","3EF8EXOTT1WE6UVH41XNFMO2V3E1J3","0","1","1","10","6","11324","2017-09-18 14:09:17","10395"
"A3KCT51PDCLUFD","caus_thomas_all_dis_v1","3Z2R0DQ0JHFDKZRL94MANPLFI1W2E0","0","3","3","1","5","6148","2017-09-18 14:09:17","10396"
"A28HB7240OFGEW","caus_thomas_all_dis_v1","3FTYUGLFSUM0RQW8VSDOFE662ZM5DB","8","4","4","1","9","11061","2017-09-18 14:09:18","10397"
"A3B9OZQTE4US3T","caus_thomas_all_dis_v1","3B2X28YI3WG3VXY2MFWNCUW6V9LB6Q","8","0","0","5","7","35022","2017-09-18 14:09:18","10398"
"A1N4O370NJB9U8","caus_thomas_all_dis_v1","3L2IS5HSFAJQYHD0LNZZJVAGFKGNUS","8","3","3","10","9","9693","2017-09-18 14:09:19","10399"
"A2YO837C0O1E91","caus_thomas_all_dis_v1","3TOK3KHVJTJ6IR1G9U61OSW1XJO7OP","8","3","3","8","8","12283","2017-09-18 14:09:19","10400"
"A3J8F637SP7XIY","caus_thomas_all_dis_v1","3VW6495TLJ11RP1J2Q5Z3WE0FSVYYR","7","3","3","8","5","3332","2017-09-18 14:09:20","10401"
"A1TSVP4XC9NTR4","caus_thomas_all_dis_v1","3OHYZ19UGC6O1TZEGXILYJYRYRUAOJ","8","3","3","10","5","12437","2017-09-18 14:09:20","10402"
"ATY2JKVS3OYUV","caus_thomas_all_dis_v1","3KB8R4ZV1E85SQN8YS59OL9VPNOGBX","7","4","4","4","6","8835","2017-09-18 14:09:22","10403"
"A110KENBXU7SUJ","caus_thomas_all_dis_v1","3DIP6YHAPCTO6ETAPLVBXGYI41OE8F","4","0","0","7","4","24827","2017-09-18 14:09:22","10404"
"A1CH6M8KNYMJ92","caus_thomas_all_dis_v1","38JBBYETQOBNND68DI5YG4ID2FSE48","8","1","1","9","10","9661","2017-09-18 14:09:23","10405"
"AESEZX8S7Z3IC","caus_thomas_all_dis_v1","3AMYWKA6YBNNERNBQK19IEW52846OP","3","0","0","9","3","32628","2017-09-18 14:09:23","10406"
"A3J8F637SP7XIY","caus_thomas_all_dis_v1","3VW6495TLJ11RP1J2Q5Z3WE0FSVYYR","0","4","4","1","10","2807","2017-09-18 14:09:24","10407"
"A3KCT51PDCLUFD","caus_thomas_all_dis_v1","3Z2R0DQ0JHFDKZRL94MANPLFI1W2E0","2","4","4","5","1","7633","2017-09-18 14:09:26","10408"
"ALZQCQHWYUTP","caus_thomas_all_dis_v1","3WJEQKOXA83351SDAVKAMNLJ5GK1AN","7","4","4","10","4","9495","2017-09-18 14:09:26","10409"
"A29XBKJC7OQ1VQ","caus_thomas_all_dis_v1","35GCEFQ6I5P0GCE09RESR9RPCL4Z3D","8","0","0","7","5","31766","2017-09-18 14:09:26","10410"
"A136SBQYT4RFKX","caus_thomas_all_dis_v1","30BUDKLTXDW5JWA8RNO8LWOR2BNE5D","6","0","0","8","5","32061","2017-09-18 14:09:27","10411"
"A2T9GR0UCUVDXG","caus_thomas_all_dis_v1","3EF8EXOTT1WE6UVH41XNFMO2V3E1J3","2","2","2","9","2","9549","2017-09-18 14:09:27","10412"
"A2YO837C0O1E91","caus_thomas_all_dis_v1","3TOK3KHVJTJ6IR1G9U61OSW1XJO7OP","7","4","4","7","7","7237","2017-09-18 14:09:28","10413"
"A6VQ0UN0ETESM","caus_thomas_all_dis_v1","3EFVCAY5L3AWHUF23M62UWBA99KJ85","8","0","0","3","5","77811","2017-09-18 14:09:28","10414"
"A1N4O370NJB9U8","caus_thomas_all_dis_v1","3L2IS5HSFAJQYHD0LNZZJVAGFKGNUS","8","4","4","5","4","8357","2017-09-18 14:09:28","10415"
"A2T9GR0UCUVDXG","caus_thomas_all_dis_v1","3EF8EXOTT1WE6UVH41XNFMO2V3E1J3","3","3","3","6","4","2604","2017-09-18 14:09:31","10416"
"A2PFTBGIF2Q6LJ","caus_thomas_all_dis_v1","3D3VGR7TA0GRELS9ZAKF56PQ34M3RP","7","0","0","5","5","35984","2017-09-18 14:09:33","10417"
"A1TSVP4XC9NTR4","caus_thomas_all_dis_v1","3OHYZ19UGC6O1TZEGXILYJYRYRUAOJ","8","4","4","6","3","12494","2017-09-18 14:09:34","10418"
"A2T9GR0UCUVDXG","caus_thomas_all_dis_v1","3EF8EXOTT1WE6UVH41XNFMO2V3E1J3","4","4","4","4","5","3630","2017-09-18 14:09:36","10419"
"A1CH6M8KNYMJ92","caus_thomas_all_dis_v1","38JBBYETQOBNND68DI5YG4ID2FSE48","8","2","2","6","2","12037","2017-09-18 14:09:36","10420"
"AESEZX8S7Z3IC","caus_thomas_all_dis_v1","3AMYWKA6YBNNERNBQK19IEW52846OP","4","1","1","5","4","12463","2017-09-18 14:09:37","10421"
"A2RR04JS69Z5LE","caus_thomas_all_dis_v1","3Z3ZLGNNSIVR2KD9MVVF0GFL7IK3QO","2","0","0","6","7","23890","2017-09-18 14:09:37","10422"
"AT3NSILK1BP46","caus_thomas_all_dis_v1","3RSDURM96AN3LKKS2PT5WTMKXGQYEC","8","1","1","5","7","30977","2017-09-18 14:09:37","10423"
"A3MWV912LNFD67","caus_thomas_all_dis_v1","3FIUS151DV31J7VJEEXNPW0S50GGGE","8","0","0","7","2","53599","2017-09-18 14:09:38","10424"
"A2RR04JS69Z5LE","caus_thomas_all_dis_v1","3Z3ZLGNNSIVR2KD9MVVF0GFL7IK3QO","1","1","1","9","8","6290","2017-09-18 14:09:40","10425"
"A1I40IZ12GO0G2","caus_thomas_all_dis_v1","34V1S5K3GS2K74J5OVIRLO1G79I96E","8","0","0","2","5","42939","2017-09-18 14:09:40","10426"
"A29XBKJC7OQ1VQ","caus_thomas_all_dis_v1","35GCEFQ6I5P0GCE09RESR9RPCL4Z3D","8","1","1","5","1","12826","2017-09-18 14:09:40","10427"
"A110KENBXU7SUJ","caus_thomas_all_dis_v1","3DIP6YHAPCTO6ETAPLVBXGYI41OE8F","6","1","1","2","2","17259","2017-09-18 14:09:40","10428"
"A16ACBUG1AF169","caus_thomas_all_dis_v1","3U4J9857OECMZXC75P1FI8W2QK5B7P","8","0","0","9","4","40105","2017-09-18 14:09:41","10429"
"A3B9OZQTE4US3T","caus_thomas_all_dis_v1","3B2X28YI3WG3VXY2MFWNCUW6V9LB6Q","8","1","1","3","3","22067","2017-09-18 14:09:41","10430"
"AESEZX8S7Z3IC","caus_thomas_all_dis_v1","3AMYWKA6YBNNERNBQK19IEW52846OP","6","2","2","2","2","4471","2017-09-18 14:09:42","10431"
"A1CH6M8KNYMJ92","caus_thomas_all_dis_v1","38JBBYETQOBNND68DI5YG4ID2FSE48","8","3","3","4","3","6803","2017-09-18 14:09:44","10432"
