"subject","version","assignmentId","trial_ind","ex_ind","question_ind","response","correct","cond","rt","stamp","id"
"A2UO3QJZNC2VOE","caus_thomas_fire_v4","3AAJC4I4FGTB1QGPCC6F7G8ECRJJZO","3","1","0","No","1","0","962","2017-10-11 15:48:39","57"
"A1B3B409V58ACB","caus_thomas_fire_v4","3OJSZ2ATDSXKAHVY4FA2FMWAKXB75Y","5","8","0","Yes","1","1","3917","2017-10-11 15:48:39","58"
"A2R794P3E8X0MK","caus_thomas_fire_v4","37UEWGM5HT9V4IEUC66WHDAT9T0R1Z","2","1","0","No","1","1","5803","2017-10-11 15:48:40","59"
"A2UO3QJZNC2VOE","caus_thomas_fire_v4","3AAJC4I4FGTB1QGPCC6F7G8ECRJJZO","4","8","0","No","1","0","1389","2017-10-11 15:48:41","60"
"A1LB9JOMFQ1UMG","caus_thomas_fire_v4","3IHR8NYAM72RK4VYMWL9AGHHKVM4PX","3","7","0","No","1","0","3099","2017-10-11 15:48:41","61"
"A1EBVJWBNNPUFU","caus_thomas_fire_v4","3ERMJ6L4DYTIIOG4WEROWO7W6S1M73","3","9","0","Yes","1","1","3593","2017-10-11 15:48:42","62"
"AY52II1OC5RZ1","caus_thomas_fire_v4","31N2WW6R9RRUBVN08FKLOHB74P3F3K","1","3","0","Yes","1","1","4791","2017-10-11 15:48:42","63"
"A1B3B409V58ACB","caus_thomas_fire_v4","3OJSZ2ATDSXKAHVY4FA2FMWAKXB75Y","6","4","0","Yes","1","1","2552","2017-10-11 15:48:43","64"
"A2UO3QJZNC2VOE","caus_thomas_fire_v4","3AAJC4I4FGTB1QGPCC6F7G8ECRJJZO","5","6","0","No","1","0","1200","2017-10-11 15:48:43","65"
"A35DS4T8H1MWYD","caus_thomas_fire_v4","3Z4GS9HPNVBZXL9HS8PZD6A6B3677D","1","1","0","No","1","1","6876","2017-10-11 15:48:44","66"
"A2R794P3E8X0MK","caus_thomas_fire_v4","37UEWGM5HT9V4IEUC66WHDAT9T0R1Z","3","9","0","Yes","1","1","4074","2017-10-11 15:48:45","67"
"A1EBVJWBNNPUFU","caus_thomas_fire_v4","3ERMJ6L4DYTIIOG4WEROWO7W6S1M73","4","0","0","No","1","1","2028","2017-10-11 15:48:45","68"
"A32QBXDPHHSTOD","caus_thomas_fire_v4","33F859I566EJSMIJIYNR9LLW8WTHBB","0","3","0","No","1","0","4282","2017-10-11 15:48:46","69"
"A2UO3QJZNC2VOE","caus_thomas_fire_v4","3AAJC4I4FGTB1QGPCC6F7G8ECRJJZO","6","0","0","Yes","0","0","2242","2017-10-11 15:48:47","70"
"A1B3B409V58ACB","caus_thomas_fire_v4","3OJSZ2ATDSXKAHVY4FA2FMWAKXB75Y","7","6","0","Yes","1","1","3085","2017-10-11 15:48:47","71"
"AY52II1OC5RZ1","caus_thomas_fire_v4","31N2WW6R9RRUBVN08FKLOHB74P3F3K","2","0","0","No","1","1","5460","2017-10-11 15:48:49","72"
"A1LB9JOMFQ1UMG","caus_thomas_fire_v4","3IHR8NYAM72RK4VYMWL9AGHHKVM4PX","4","1","0","No","1","0","7345","2017-10-11 15:48:50","73"
"A35DS4T8H1MWYD","caus_thomas_fire_v4","3Z4GS9HPNVBZXL9HS8PZD6A6B3677D","2","9","0","Yes","1","1","4924","2017-10-11 15:48:50","74"
"A1EBVJWBNNPUFU","caus_thomas_fire_v4","3ERMJ6L4DYTIIOG4WEROWO7W6S1M73","5","6","0","Yes","1","1","3544","2017-10-11 15:48:50","75"
"A2R794P3E8X0MK","caus_thomas_fire_v4","37UEWGM5HT9V4IEUC66WHDAT9T0R1Z","4","8","0","Yes","1","1","4442","2017-10-11 15:48:50","76"
"A2UO3QJZNC2VOE","caus_thomas_fire_v4","3AAJC4I4FGTB1QGPCC6F7G8ECRJJZO","7","9","0","No","1","0","2893","2017-10-11 15:48:51","77"
"A1B3B409V58ACB","caus_thomas_fire_v4","3OJSZ2ATDSXKAHVY4FA2FMWAKXB75Y","8","5","0","Yes","1","1","2920","2017-10-11 15:48:51","78"
"A1LB9JOMFQ1UMG","caus_thomas_fire_v4","3IHR8NYAM72RK4VYMWL9AGHHKVM4PX","5","5","0","No","1","0","2529","2017-10-11 15:48:53","79"
"A273DS7TQWR9M1","caus_thomas_fire_v4","33SA9F9TRXVZWFPSNOBHBW14QHJEW8","0","9","0","No","1","0","5509","2017-10-11 15:48:53","80"
"A1EBVJWBNNPUFU","caus_thomas_fire_v4","3ERMJ6L4DYTIIOG4WEROWO7W6S1M73","6","2","0","Yes","1","1","2526","2017-10-11 15:48:53","81"
"A2UO3QJZNC2VOE","caus_thomas_fire_v4","3AAJC4I4FGTB1QGPCC6F7G8ECRJJZO","8","7","0","No","1","0","2025","2017-10-11 15:48:54","82"
"A32QBXDPHHSTOD","caus_thomas_fire_v4","33F859I566EJSMIJIYNR9LLW8WTHBB","1","6","0","No","1","0","6090","2017-10-11 15:48:54","83"
"A35DS4T8H1MWYD","caus_thomas_fire_v4","3Z4GS9HPNVBZXL9HS8PZD6A6B3677D","3","3","0","Yes","1","1","3850","2017-10-11 15:48:54","84"
"AY52II1OC5RZ1","caus_thomas_fire_v4","31N2WW6R9RRUBVN08FKLOHB74P3F3K","3","5","0","Yes","1","1","4698","2017-10-11 15:48:55","85"
"A1B3B409V58ACB","caus_thomas_fire_v4","3OJSZ2ATDSXKAHVY4FA2FMWAKXB75Y","9","3","0","Yes","1","1","2632","2017-10-11 15:48:55","86"
"A2R794P3E8X0MK","caus_thomas_fire_v4","37UEWGM5HT9V4IEUC66WHDAT9T0R1Z","5","4","0","Yes","1","1","5090","2017-10-11 15:48:56","87"
"A1LB9JOMFQ1UMG","caus_thomas_fire_v4","3IHR8NYAM72RK4VYMWL9AGHHKVM4PX","6","2","0","Yes","1","0","2765","2017-10-11 15:48:57","88"
"A1EBVJWBNNPUFU","caus_thomas_fire_v4","3ERMJ6L4DYTIIOG4WEROWO7W6S1M73","7","3","0","Yes","1","1","2371","2017-10-11 15:48:57","89"
"A2UO3QJZNC2VOE","caus_thomas_fire_v4","3AAJC4I4FGTB1QGPCC6F7G8ECRJJZO","9","4","0","No","1","0","2765","2017-10-11 15:48:57","90"
"A2Z2OV7QGU10QN","caus_thomas_fire_v4","337RC3OW0530NWZFE0TP2P8AS5ILVS","0","4","0","Yes","1","1","5768","2017-10-11 15:48:58","91"
"A35DS4T8H1MWYD","caus_thomas_fire_v4","3Z4GS9HPNVBZXL9HS8PZD6A6B3677D","4","8","0","Yes","1","1","4047","2017-10-11 15:49:00","92"
"AY52II1OC5RZ1","caus_thomas_fire_v4","31N2WW6R9RRUBVN08FKLOHB74P3F3K","4","1","0","No","1","1","4112","2017-10-11 15:49:00","93"
"A273DS7TQWR9M1","caus_thomas_fire_v4","33SA9F9TRXVZWFPSNOBHBW14QHJEW8","1","6","0","No","1","0","5965","2017-10-11 15:49:00","94"
"A159MC0L7J302O","caus_thomas_fire_v4","3VFJCI1K4Z0S8X4XUPRZO0EZBIJRGZ","0","9","0","Yes","1","1","10485","2017-10-11 15:49:00","95"
"A1LB9JOMFQ1UMG","caus_thomas_fire_v4","3IHR8NYAM72RK4VYMWL9AGHHKVM4PX","7","8","0","No","1","0","2597","2017-10-11 15:49:00","96"
"A1EBVJWBNNPUFU","caus_thomas_fire_v4","3ERMJ6L4DYTIIOG4WEROWO7W6S1M73","8","7","0","Yes","1","1","3053","2017-10-11 15:49:01","97"
"A2R794P3E8X0MK","caus_thomas_fire_v4","37UEWGM5HT9V4IEUC66WHDAT9T0R1Z","6","6","0","Yes","1","1","4096","2017-10-11 15:49:01","98"
"AMKEGABQMZYIK","caus_thomas_fire_v4","3NL0RFNU0FOQ9DYI94G1EZVIQLGK4C","0","6","0","No","1","0","7130","2017-10-11 15:49:02","99"
"A32QBXDPHHSTOD","caus_thomas_fire_v4","33F859I566EJSMIJIYNR9LLW8WTHBB","2","5","0","No","1","0","7160","2017-10-11 15:49:02","100"
"A3IADAHNMIS0AM","caus_thomas_fire_v4","39KFRKBFINWPXBXHW3W115GY5RPOYL","0","1","0","No","1","0","6826","2017-10-11 15:49:02","101"
"ARB80JPV0HQ5O","caus_thomas_fire_v4","3A7Y0R2P2OPMWVGABUIUAVS34RLJXR","0","8","0","No","0","1","9156","2017-10-11 15:49:02","102"
"AAJ9TP0YJ9OQ3","caus_thomas_fire_v4","36TFCYNS44BQ5PLKNUF9YICORZHHXK","0","0","0","No","1","0","6039","2017-10-11 15:49:04","103"
"A1EBVJWBNNPUFU","caus_thomas_fire_v4","3ERMJ6L4DYTIIOG4WEROWO7W6S1M73","9","8","0","Yes","1","1","2578","2017-10-11 15:49:05","104"
"AY52II1OC5RZ1","caus_thomas_fire_v4","31N2WW6R9RRUBVN08FKLOHB74P3F3K","5","8","0","Yes","1","1","3892","2017-10-11 15:49:05","105"
"A35DS4T8H1MWYD","caus_thomas_fire_v4","3Z4GS9HPNVBZXL9HS8PZD6A6B3677D","5","7","0","Yes","1","1","4292","2017-10-11 15:49:05","106"
"A2Z2OV7QGU10QN","caus_thomas_fire_v4","337RC3OW0530NWZFE0TP2P8AS5ILVS","1","5","0","Yes","1","1","5801","2017-10-11 15:49:05","107"
"A1LB9JOMFQ1UMG","caus_thomas_fire_v4","3IHR8NYAM72RK4VYMWL9AGHHKVM4PX","8","0","0","No","1","0","3616","2017-10-11 15:49:05","108"
"A32QBXDPHHSTOD","caus_thomas_fire_v4","33F859I566EJSMIJIYNR9LLW8WTHBB","3","4","0","No","1","0","3303","2017-10-11 15:49:06","109"
"A2R794P3E8X0MK","caus_thomas_fire_v4","37UEWGM5HT9V4IEUC66WHDAT9T0R1Z","7","0","0","No","1","1","4130","2017-10-11 15:49:06","110"
"A273DS7TQWR9M1","caus_thomas_fire_v4","33SA9F9TRXVZWFPSNOBHBW14QHJEW8","2","3","0","No","1","0","6029","2017-10-11 15:49:07","111"
"A3IADAHNMIS0AM","caus_thomas_fire_v4","39KFRKBFINWPXBXHW3W115GY5RPOYL","1","8","0","No","1","0","4728","2017-10-11 15:49:08","112"
"A31Q4HFUPE2DXG","caus_thomas_fire_v4","32VNZTT0A75CWHBDZOPYFBHWLDA4RP","0","8","0","Yes","1","1","10241","2017-10-11 15:49:08","113"
"A1LB9JOMFQ1UMG","caus_thomas_fire_v4","3IHR8NYAM72RK4VYMWL9AGHHKVM4PX","9","9","0","No","1","0","2235","2017-10-11 15:49:08","114"
"AAJ9TP0YJ9OQ3","caus_thomas_fire_v4","36TFCYNS44BQ5PLKNUF9YICORZHHXK","1","1","0","No","1","0","3491","2017-10-11 15:49:09","115"
"ARB80JPV0HQ5O","caus_thomas_fire_v4","3A7Y0R2P2OPMWVGABUIUAVS34RLJXR","1","6","0","No","0","1","6224","2017-10-11 15:49:09","116"
"A35DS4T8H1MWYD","caus_thomas_fire_v4","3Z4GS9HPNVBZXL9HS8PZD6A6B3677D","6","6","0","Yes","1","1","3613","2017-10-11 15:49:09","117"
"A2Z2OV7QGU10QN","caus_thomas_fire_v4","337RC3OW0530NWZFE0TP2P8AS5ILVS","2","1","0","No","1","1","3785","2017-10-11 15:49:10","118"
"A159MC0L7J302O","caus_thomas_fire_v4","3VFJCI1K4Z0S8X4XUPRZO0EZBIJRGZ","1","1","0","No","1","1","8780","2017-10-11 15:49:10","119"
"A2R794P3E8X0MK","caus_thomas_fire_v4","37UEWGM5HT9V4IEUC66WHDAT9T0R1Z","8","7","0","Yes","1","1","3425","2017-10-11 15:49:11","120"
"A32QBXDPHHSTOD","caus_thomas_fire_v4","33F859I566EJSMIJIYNR9LLW8WTHBB","4","8","0","No","1","0","4466","2017-10-11 15:49:12","121"
"AY52II1OC5RZ1","caus_thomas_fire_v4","31N2WW6R9RRUBVN08FKLOHB74P3F3K","6","2","0","Yes","1","1","6473","2017-10-11 15:49:12","122"
"AMKEGABQMZYIK","caus_thomas_fire_v4","3NL0RFNU0FOQ9DYI94G1EZVIQLGK4C","1","5","0","No","1","0","9548","2017-10-11 15:49:12","123"
"A273DS7TQWR9M1","caus_thomas_fire_v4","33SA9F9TRXVZWFPSNOBHBW14QHJEW8","3","7","0","No","1","0","3853","2017-10-11 15:49:12","124"
"AAJ9TP0YJ9OQ3","caus_thomas_fire_v4","36TFCYNS44BQ5PLKNUF9YICORZHHXK","2","6","0","No","1","0","3414","2017-10-11 15:49:13","125"
"A3IADAHNMIS0AM","caus_thomas_fire_v4","39KFRKBFINWPXBXHW3W115GY5RPOYL","2","3","0","No","1","0","4868","2017-10-11 15:49:13","126"
"A31Q4HFUPE2DXG","caus_thomas_fire_v4","32VNZTT0A75CWHBDZOPYFBHWLDA4RP","1","0","0","No","1","1","4573","2017-10-11 15:49:14","127"
"A35DS4T8H1MWYD","caus_thomas_fire_v4","3Z4GS9HPNVBZXL9HS8PZD6A6B3677D","7","2","0","Yes","1","1","3622","2017-10-11 15:49:14","128"
"A2Z2OV7QGU10QN","caus_thomas_fire_v4","337RC3OW0530NWZFE0TP2P8AS5ILVS","3","2","0","Yes","1","1","3217","2017-10-11 15:49:14","129"
"ARB80JPV0HQ5O","caus_thomas_fire_v4","3A7Y0R2P2OPMWVGABUIUAVS34RLJXR","2","9","0","No","0","1","4124","2017-10-11 15:49:14","130"
"A2R794P3E8X0MK","caus_thomas_fire_v4","37UEWGM5HT9V4IEUC66WHDAT9T0R1Z","9","3","0","Yes","1","1","3860","2017-10-11 15:49:16","131"
"A273DS7TQWR9M1","caus_thomas_fire_v4","33SA9F9TRXVZWFPSNOBHBW14QHJEW8","4","1","0","No","1","0","2940","2017-10-11 15:49:16","132"
"A31Q4HFUPE2DXG","caus_thomas_fire_v4","32VNZTT0A75CWHBDZOPYFBHWLDA4RP","2","4","0","Yes","1","1","2592","2017-10-11 15:49:17","133"
"AY52II1OC5RZ1","caus_thomas_fire_v4","31N2WW6R9RRUBVN08FKLOHB74P3F3K","7","9","0","Yes","1","1","4655","2017-10-11 15:49:18","134"
"A159MC0L7J302O","caus_thomas_fire_v4","3VFJCI1K4Z0S8X4XUPRZO0EZBIJRGZ","2","7","0","Yes","1","1","6697","2017-10-11 15:49:18","135"
"AAJ9TP0YJ9OQ3","caus_thomas_fire_v4","36TFCYNS44BQ5PLKNUF9YICORZHHXK","3","2","0","Yes","1","0","3642","2017-10-11 15:49:18","136"
"A32QBXDPHHSTOD","caus_thomas_fire_v4","33F859I566EJSMIJIYNR9LLW8WTHBB","5","7","0","No","1","0","5676","2017-10-11 15:49:18","137"
"A299CU7U9QX3E7","caus_thomas_fire_v4","3AAPLD8UCCIJO8C0IKEC9FRIE3THT1","0","6","0","No","1","0","4844","2017-10-11 15:49:19","138"
"A1IP7MXZ9M7KOF","caus_thomas_fire_v4","3WMINLGALB4NS42BQS9U3J4ADM3AC0","0","4","0","Yes","1","1","21499","2017-10-11 15:49:19","139"
"A2Z2OV7QGU10QN","caus_thomas_fire_v4","337RC3OW0530NWZFE0TP2P8AS5ILVS","4","0","0","No","1","1","3995","2017-10-11 15:49:19","140"
"A3IADAHNMIS0AM","caus_thomas_fire_v4","39KFRKBFINWPXBXHW3W115GY5RPOYL","3","2","0","Yes","1","0","4486","2017-10-11 15:49:19","141"
"ARB80JPV0HQ5O","caus_thomas_fire_v4","3A7Y0R2P2OPMWVGABUIUAVS34RLJXR","3","7","0","No","0","1","3561","2017-10-11 15:49:19","142"
"A35DS4T8H1MWYD","caus_thomas_fire_v4","3Z4GS9HPNVBZXL9HS8PZD6A6B3677D","8","5","0","Yes","1","1","4004","2017-10-11 15:49:19","143"
"A31Q4HFUPE2DXG","caus_thomas_fire_v4","32VNZTT0A75CWHBDZOPYFBHWLDA4RP","3","1","0","No","1","1","2893","2017-10-11 15:49:21","144"
"A273DS7TQWR9M1","caus_thomas_fire_v4","33SA9F9TRXVZWFPSNOBHBW14QHJEW8","5","2","0","Yes","1","0","4249","2017-10-11 15:49:21","145"
"AMKEGABQMZYIK","caus_thomas_fire_v4","3NL0RFNU0FOQ9DYI94G1EZVIQLGK4C","2","3","0","No","1","0","8457","2017-10-11 15:49:22","146"
"A159MC0L7J302O","caus_thomas_fire_v4","3VFJCI1K4Z0S8X4XUPRZO0EZBIJRGZ","3","8","0","Yes","1","1","3047","2017-10-11 15:49:22","147"
"A2Z2OV7QGU10QN","caus_thomas_fire_v4","337RC3OW0530NWZFE0TP2P8AS5ILVS","5","3","0","Yes","1","1","3014","2017-10-11 15:49:23","148"
"AAJ9TP0YJ9OQ3","caus_thomas_fire_v4","36TFCYNS44BQ5PLKNUF9YICORZHHXK","4","8","0","No","1","0","4641","2017-10-11 15:49:24","149"
"AY52II1OC5RZ1","caus_thomas_fire_v4","31N2WW6R9RRUBVN08FKLOHB74P3F3K","8","7","0","Yes","1","1","4868","2017-10-11 15:49:24","150"
"A35DS4T8H1MWYD","caus_thomas_fire_v4","3Z4GS9HPNVBZXL9HS8PZD6A6B3677D","9","0","0","No","1","1","4380","2017-10-11 15:49:24","151"
"A32QBXDPHHSTOD","caus_thomas_fire_v4","33F859I566EJSMIJIYNR9LLW8WTHBB","6","9","0","No","1","0","5134","2017-10-11 15:49:24","152"
"A3IADAHNMIS0AM","caus_thomas_fire_v4","39KFRKBFINWPXBXHW3W115GY5RPOYL","4","7","0","No","1","0","4702","2017-10-11 15:49:25","153"
"ARB80JPV0HQ5O","caus_thomas_fire_v4","3A7Y0R2P2OPMWVGABUIUAVS34RLJXR","4","5","0","No","0","1","4710","2017-10-11 15:49:25","154"
"A3UCP8QT39UC3","caus_thomas_fire_v4","3KGTPGBS6XMU9VO7Z41FR77I8YIU2N","0","0","0","Yes","0","1","10923","2017-10-11 15:49:25","155"
"A1UX9EWSK062A9","caus_thomas_fire_v4","339ANSOTR53KHKXXUTI58051V3HKIR","0","6","0","No","0","1","7463","2017-10-11 15:49:26","156"
"A31Q4HFUPE2DXG","caus_thomas_fire_v4","32VNZTT0A75CWHBDZOPYFBHWLDA4RP","4","7","0","Yes","1","1","3449","2017-10-11 15:49:26","157"
"A159MC0L7J302O","caus_thomas_fire_v4","3VFJCI1K4Z0S8X4XUPRZO0EZBIJRGZ","4","2","0","Yes","1","1","3369","2017-10-11 15:49:26","158"
"A273DS7TQWR9M1","caus_thomas_fire_v4","33SA9F9TRXVZWFPSNOBHBW14QHJEW8","6","5","0","No","1","0","4374","2017-10-11 15:49:27","159"
"A2Z2OV7QGU10QN","caus_thomas_fire_v4","337RC3OW0530NWZFE0TP2P8AS5ILVS","6","9","0","Yes","1","1","4292","2017-10-11 15:49:28","160"
"AAJ9TP0YJ9OQ3","caus_thomas_fire_v4","36TFCYNS44BQ5PLKNUF9YICORZHHXK","5","7","0","No","1","0","3891","2017-10-11 15:49:28","161"
"A32QBXDPHHSTOD","caus_thomas_fire_v4","33F859I566EJSMIJIYNR9LLW8WTHBB","7","1","0","No","1","0","3183","2017-10-11 15:49:29","162"
"A3IADAHNMIS0AM","caus_thomas_fire_v4","39KFRKBFINWPXBXHW3W115GY5RPOYL","5","0","0","Yes","0","0","3183","2017-10-11 15:49:29","163"
"ARB80JPV0HQ5O","caus_thomas_fire_v4","3A7Y0R2P2OPMWVGABUIUAVS34RLJXR","5","4","0","No","0","1","3152","2017-10-11 15:49:29","164"
"AY52II1OC5RZ1","caus_thomas_fire_v4","31N2WW6R9RRUBVN08FKLOHB74P3F3K","9","6","0","Yes","1","1","4311","2017-10-11 15:49:29","165"
"A159MC0L7J302O","caus_thomas_fire_v4","3VFJCI1K4Z0S8X4XUPRZO0EZBIJRGZ","5","5","0","Yes","1","1","2854","2017-10-11 15:49:30","166"
"A273DS7TQWR9M1","caus_thomas_fire_v4","33SA9F9TRXVZWFPSNOBHBW14QHJEW8","7","0","0","No","1","0","2570","2017-10-11 15:49:30","167"
"A299CU7U9QX3E7","caus_thomas_fire_v4","3AAPLD8UCCIJO8C0IKEC9FRIE3THT1","1","1","0","No","1","0","11084","2017-10-11 15:49:31","168"
"AMKEGABQMZYIK","caus_thomas_fire_v4","3NL0RFNU0FOQ9DYI94G1EZVIQLGK4C","3","1","0","No","1","0","8167","2017-10-11 15:49:31","169"
"A31Q4HFUPE2DXG","caus_thomas_fire_v4","32VNZTT0A75CWHBDZOPYFBHWLDA4RP","5","9","0","Yes","1","1","4591","2017-10-11 15:49:31","170"
"A3UCP8QT39UC3","caus_thomas_fire_v4","3KGTPGBS6XMU9VO7Z41FR77I8YIU2N","1","7","0","Yes","1","1","5610","2017-10-11 15:49:32","171"
"A1UX9EWSK062A9","caus_thomas_fire_v4","339ANSOTR53KHKXXUTI58051V3HKIR","1","5","0","No","0","1","5324","2017-10-11 15:49:32","172"
"A32QBXDPHHSTOD","caus_thomas_fire_v4","33F859I566EJSMIJIYNR9LLW8WTHBB","8","2","0","Yes","1","0","2760","2017-10-11 15:49:32","173"
"A2Z2OV7QGU10QN","caus_thomas_fire_v4","337RC3OW0530NWZFE0TP2P8AS5ILVS","7","7","0","Yes","1","1","3648","2017-10-11 15:49:33","174"
"ARB80JPV0HQ5O","caus_thomas_fire_v4","3A7Y0R2P2OPMWVGABUIUAVS34RLJXR","6","3","0","No","0","1","3369","2017-10-11 15:49:33","175"
"AAJ9TP0YJ9OQ3","caus_thomas_fire_v4","36TFCYNS44BQ5PLKNUF9YICORZHHXK","6","4","0","No","1","0","3904","2017-10-11 15:49:33","176"
"A3IADAHNMIS0AM","caus_thomas_fire_v4","39KFRKBFINWPXBXHW3W115GY5RPOYL","6","9","0","No","1","0","3534","2017-10-11 15:49:33","177"
"A159MC0L7J302O","caus_thomas_fire_v4","3VFJCI1K4Z0S8X4XUPRZO0EZBIJRGZ","6","0","0","No","1","1","2521","2017-10-11 15:49:34","178"
"A31Q4HFUPE2DXG","caus_thomas_fire_v4","32VNZTT0A75CWHBDZOPYFBHWLDA4RP","6","6","0","Yes","1","1","1897","2017-10-11 15:49:34","179"
"A273DS7TQWR9M1","caus_thomas_fire_v4","33SA9F9TRXVZWFPSNOBHBW14QHJEW8","8","8","0","No","1","0","4116","2017-10-11 15:49:36","180"
"A2Z2OV7QGU10QN","caus_thomas_fire_v4","337RC3OW0530NWZFE0TP2P8AS5ILVS","8","6","0","Yes","1","1","2883","2017-10-11 15:49:37","181"
"A32QBXDPHHSTOD","caus_thomas_fire_v4","33F859I566EJSMIJIYNR9LLW8WTHBB","9","0","0","No","1","0","3275","2017-10-11 15:49:37","182"
"A31Q4HFUPE2DXG","caus_thomas_fire_v4","32VNZTT0A75CWHBDZOPYFBHWLDA4RP","7","3","0","Yes","1","1","1599","2017-10-11 15:49:37","183"
"AMKEGABQMZYIK","caus_thomas_fire_v4","3NL0RFNU0FOQ9DYI94G1EZVIQLGK4C","4","4","0","No","1","0","5003","2017-10-11 15:49:37","184"
"A34B40D60FQY9Y","caus_thomas_fire_v4","3NAPMVF0ZWGSBKCBMW84HFTY0NK72X","0","1","0","Yes","0","0","7268","2017-10-11 15:49:37","185"
"A159MC0L7J302O","caus_thomas_fire_v4","3VFJCI1K4Z0S8X4XUPRZO0EZBIJRGZ","7","3","0","Yes","1","1","2808","2017-10-11 15:49:38","186"
"A1IP7MXZ9M7KOF","caus_thomas_fire_v4","3WMINLGALB4NS42BQS9U3J4ADM3AC0","1","9","0","Yes","1","1","17905","2017-10-11 15:49:38","187"
"A299CU7U9QX3E7","caus_thomas_fire_v4","3AAPLD8UCCIJO8C0IKEC9FRIE3THT1","2","7","0","No","1","0","6652","2017-10-11 15:49:38","188"
"A3IADAHNMIS0AM","caus_thomas_fire_v4","39KFRKBFINWPXBXHW3W115GY5RPOYL","7","4","0","No","1","0","4503","2017-10-11 15:49:39","189"
"AAJ9TP0YJ9OQ3","caus_thomas_fire_v4","36TFCYNS44BQ5PLKNUF9YICORZHHXK","7","9","0","No","1","0","4625","2017-10-11 15:49:39","190"
"A1UX9EWSK062A9","caus_thomas_fire_v4","339ANSOTR53KHKXXUTI58051V3HKIR","2","4","0","Yes","1","1","6235","2017-10-11 15:49:39","191"
"A3UCP8QT39UC3","caus_thomas_fire_v4","3KGTPGBS6XMU9VO7Z41FR77I8YIU2N","2","1","0","No","1","1","6674","2017-10-11 15:49:40","192"
"A31Q4HFUPE2DXG","caus_thomas_fire_v4","32VNZTT0A75CWHBDZOPYFBHWLDA4RP","8","2","0","Yes","1","1","2823","2017-10-11 15:49:41","193"
