"subject","version","assignmentId","experienced","stamp","id"
"A138VVL3487AT3","caus_thomas_fire_v2","3OLQQLKKNSQDQVPTGPS2M67WM46JEE","No","2017-09-28 19:10:37","186"
"A1V0RDWOXP8N7","caus_thomas_fire_v2","3N1FSUEFL51IV7S8HNUEAM0S4VDD4M","No","2017-09-28 19:11:36","187"
"A249CS9N1G9JCM
","caus_thomas_fire_v2","3OCHAWUVGOLH7FMSTFI6BASGHZIXK1","No","2017-09-28 19:15:07","188"
"A328WBNP9A8KBO","caus_thomas_fire_v2","3ZV9H2YQQD8WMH9VY4ULS5X7XBR3W4","No","2017-09-28 19:15:16","189"
"AL2DWB1NI4QQW","caus_thomas_fire_v2","3570Y55XZPK15YGJ8KJTWW7WCOVGYN","No","2017-09-28 19:15:57","190"
"A36J7S3EKMQPPN","caus_thomas_fire_v2","3PMBY0YE2749NLS6YMVU7OTQ5NL9CK","No","2017-09-28 19:18:27","191"
"A2Q3I5XE5N4TER","caus_thomas_fire_v2","3KB8R4ZV1E85SQN8YS59OL9VRFGBG6","No","2017-09-28 19:19:05","192"
"A8TASBST8Y826","caus_thomas_fire_v2","39GXDJN2OTF58PFWKBKLXKM46OJV8G","No","2017-09-28 19:19:32","193"
"A2XSAZ0Y6HPDQA","caus_thomas_fire_v2","3018Q3ZVOIRRY6RU8PZPSE3WB68AR8","Yes","2017-09-28 19:21:03","194"
"A25FZJWHOOWY3","caus_thomas_fire_v2","35L9RVQFCOJYOLRPIP4MEBDKV0UHUM","Not sure","2017-09-28 19:21:55","195"
"A2JUELKWP5O5FB","caus_thomas_fire_v2","3EICBYG644XYTX5FKYM7WI7T1SZCJK","No","2017-09-28 19:22:04","196"
"A3T823TYKTZEVO","caus_thomas_fire_v2","3AMYWKA6YBNNERNBQK19IEW540Z6O6","Yes","2017-09-28 19:22:19","197"
"AMQ2M1VT5EUW4","caus_thomas_fire_v2","3O7L7BFSHEQHVK5NY772A5SW9PNIE7","No","2017-09-28 19:22:33","198"
"A2MSVKXC1F3WIU","caus_thomas_fire_v2","37U1UTWH9VNDFIYFBRFBWNX1LI58RZ","No","2017-09-28 19:23:09","199"
"A3BH9LOU9KV6T0","caus_thomas_fire_v2","3P1L2B7AD1Q5XCQIDO7B7XE2UVILON","Yes","2017-09-28 19:23:43","200"
"A28FW73RBVGYZ9","caus_thomas_fire_v2","33OOO72IVHMS701KWS0BYOU2ZUGTCW","No","2017-09-28 19:24:06","201"
"A221JJK7P6K22W","caus_thomas_fire_v2","33SA9F9TRXVZWFPSNOBHBW14O0IEW7","No","2017-09-28 19:24:20","202"
"ABE5WRCYW73MG","caus_thomas_fire_v2","3MH9DQ757WDKOPWEYJM4TB1JG0RGUW","No","2017-09-28 19:24:37","203"
"A3CPZZNZDLFL6Z","caus_thomas_fire_v2","3MRNMEIQW57ETFZTNFTVW323QHCDLJ","No","2017-09-28 19:25:14","204"
"A3VDFWL4MI3KPA","caus_thomas_fire_v2","3VE8AYVF8MYGCST6KWFHFYJIIUUF8B","No","2017-09-28 19:26:15","205"
"A2S00V7RUU121E","caus_thomas_fire_v2","39PAAFCODM1O697KN9VGOGIRK12VT3","No","2017-09-28 19:27:15","206"
"A1ODGBU73JE8S","caus_thomas_fire_v2","3CTOC39K37RSHGAJTHEWGWFF0HYJ7O","No","2017-09-28 19:27:27","207"
" A35ZVO654GOBP5","caus_thomas_fire_v2","39ZSFO5CA8XUFRMF6P77QOTZ8S0JUV","No","2017-09-28 19:28:04","208"
"A3K2VSBTT3WUTI","caus_thomas_fire_v2","3FE7TXL1LIO2H2HQIVHAH6AT3WI2QW","No","2017-09-28 19:28:22","209"
"A3I3VC7VCQHOT8","caus_thomas_fire_v2","3RRCEFRB7MDPGAUO3R38FWCS1AEB4Q","No","2017-09-28 19:28:40","210"
"A37QFZ8I1TGH2C","caus_thomas_fire_v2","3Z2R0DQ0JHFDKZRL94MANPLFKTV2EL","No","2017-09-28 19:28:45","211"
"AWPBDDOHTUNOF
AWPBDDOHTUNOF
F
","caus_thomas_fire_v2","3MAOD8E57QBIFL7VQSAM329KBUVNX4","No","2017-09-28 19:28:48","212"
"AVJUIF9QHQRY8","caus_thomas_fire_v2","37ZHEEHM6WNHW28UQWM90PYQ4KS73G","No","2017-09-28 19:30:01","213"
"AVU1N78F92K93","caus_thomas_fire_v2","3FDJT1UU74985W2IN9ZBJR1WO04K5A","Yes","2017-09-28 19:34:01","214"
"A1AS9WOK2AKSJ3","caus_thomas_fire_v2","3H0W84IWBK3UOJ86OU1BOXTNWLFRET","Yes","2017-09-28 19:35:28","215"
"A1YUYF6OQFW3N","caus_thomas_fire_v2","3OS46CRSLF0I4BW8RWNND6QD0U5V68","Yes","2017-09-28 19:35:43","216"
"A14QHWM66FV1K6","caus_thomas_fire_v2","3ND9UOO81K3D2LZK4AYLORROXXVLWD","No","2017-09-28 19:36:04","217"
"A369K7I5SXBPNC","caus_thomas_fire_v2","33L7PJKHCGZQVXB7FGK6W2YJ94FT8C","Not sure","2017-09-28 19:36:22","218"
"A7FXUMAFLRJL2","caus_thomas_fire_v2","30BXRYBRP4YBGPGUDPJNWZYHGHNHW5","Not sure","2017-09-28 19:37:19","219"
"A8QJ1G6724G51
","caus_thomas_fire_v2","3XCC1ODXDLCJLMYBXLWBIEI1FP5RQ9","Yes","2017-09-28 19:37:52","220"
"A32GUTF1UY5HQP","caus_thomas_fire_v2","3HRMW88U16R40DGKBF6FH9X9WY9M0J","Yes","2017-09-28 19:37:58","221"
"A1CC8JF57E7OIJ","caus_thomas_fire_v2","308Q0PEVB8E00OE6QWRGIRRLITOI9G","Yes","2017-09-28 19:43:47","222"
"A1HCV6GDGGWNUR","caus_thomas_fire_v2","3PEIJLRY6TU82FG9IT19ZLMB47EWXL","No","2017-09-28 19:44:18","223"
"A2SY2N44N1RWVA","caus_thomas_fire_v2","3JPSL1DZ5S06J8Z2FII8JUYMAAWNAC","No","2017-09-28 19:46:44","224"
"ADZLNI36MSOL","caus_thomas_fire_v2","3TR2532VIPV9DGWEA794AIFJ57AJ6N","No","2017-09-28 19:47:09","225"
"AE646CIHBMUMX","caus_thomas_fire_v2","3IKZ72A5B4H1FZGAQY40XV9D7QGNFW","Yes","2017-09-28 19:47:32","226"
"A1TZ2BG01V4DJY","caus_thomas_fire_v2","3LKC68YZ3A4L862HH2EDG8VIS3EOWD","No","2017-09-28 19:48:13","227"
"A1F3P6N7BO9HBN","caus_thomas_fire_v2","3OVHNO1VE62YY4GX2GK44ID15RBDZV","No","2017-09-28 19:48:25","228"
" A18RE2B07K9M88
 A18RE2B07K9M88
 A18RE2B07K9M88
 A18RE2B07K9M88
 A18RE2B07K9M88
A18RE2B07K9M88","caus_thomas_fire_v2","3VNXK88KKCJ5MUY6P3QZXGHFQVN9V7","No","2017-09-28 19:49:30","229"
"AFNGM40QC84Z1","caus_thomas_fire_v2","35GMH2SV3EIRR6GQW2K7U2OILZCEOQ","No","2017-09-28 19:51:14","230"
"A1Q7XRRWOUR4SQ","caus_thomas_fire_v2","3LWJHTCVCCNMIWT26QWH1P4IC19FQH","No","2017-09-28 19:51:16","231"
"AOPRFGJRGNK00","caus_thomas_fire_v2","378XPAWRUCEE57OBI25GEM25OBFIA4","No","2017-09-28 19:51:31","232"
"A1ZQAXNPFLU0V1","caus_thomas_fire_v2","3RU7GD8VPOUAMPX9CXHR8JXNWVKSPP","No","2017-09-28 19:54:42","233"
"AVEBD8M8KXXKU","caus_thomas_fire_v2","3BQU611VFPL7PNL3M2L35YSIZ3F992","Not sure","2017-09-28 19:55:38","234"
"ANKMMQ74Z77XY","caus_thomas_fire_v2","3M68NM076H8QB4FRICIDC91AFOIR61","No","2017-09-28 20:02:10","235"
"A1QX3W0I7WJK2F","caus_thomas_fire_v2","3Q5ZZ9ZEVOGOAV0HEK28TMS5T1P58T","Not sure","2017-09-28 20:06:11","236"
"A1HXV7Q1SYGJEW","caus_thomas_fire_v2","3EO896NRAWWFFE7Q6KHXLS7XPF0TJN","No","2017-09-28 20:06:44","237"
"A323CXBZIJIG7O","caus_thomas_fire_v2","3TMSXRD2X610CEVGB0G24CIAZSN1WM","Yes","2017-09-28 20:07:03","238"
"A3B96BW9I8IZA2

A3B96BW9I8IZA2
","caus_thomas_fire_v2","3ZPBJO59KP2C7JG3WUEX4B9W92IHDZ","No","2017-09-28 20:12:17","239"
"AK6R0OUY19Q4K","caus_thomas_fire_v2","3IXQG4FA2TZQDG00KMZZW4N8N4YB9W","No","2017-09-28 20:12:19","240"
"A2YMOVE5PJLTH6","caus_thomas_fire_v2","3QAPZX2QN4EET9CR1XNV20JBQUT029","No","2017-09-28 20:14:29","241"
"A3P3J6QFE7K230
","caus_thomas_fire_v2","3TUI152ZZBOVSHZUZRHWCN0OBSEQ1H","No","2017-09-28 20:16:40","242"
"A21HDHQPENLF2X","caus_thomas_fire_v2","3KXIR214I4HVSXUSKYAXE39O76D42X","No","2017-09-28 20:19:19","243"
"A2B21SD1ZIJ8X2","caus_thomas_fire_v2","3TS1AR6UQQFCCEONARNB1YNN7C97F5","No","2017-09-28 20:20:48","244"
"A2HR7ZIX42FEPG","caus_thomas_fire_v2","34S6N1K2ZVKV5V4V9BCLNOH1IBVHLQ","Not sure","2017-09-28 20:24:37","245"
"AB6GD4206T43F","caus_thomas_fire_v2","3Y54SXRO1LMOTUIKIJLBSUG86WJTU6","No","2017-09-28 20:26:41","246"
"A1H6J4S63FQVWF","caus_thomas_fire_v2","3MAOD8E57QBIFL7VQSAM329KBWEXN1","No","2017-09-28 20:26:46","247"
"A3BVTK7EAQ2J1Y","caus_thomas_fire_v2","30LSNF239UWP04T75NC184J7COK2IG","No","2017-09-28 20:27:25","248"
"A11ED29FYJKV2E","caus_thomas_fire_v2","3QFUFYSY9YGFTR648TP4YM3DGAO4FN","No","2017-09-28 20:27:33","249"
"A2BIUQU9NNKGW9","caus_thomas_fire_v2","3X4JMASXCMA8HMCNKQG63TMFK0H0BM","No","2017-09-28 20:30:59","250"
"A39E9936894TJR","caus_thomas_fire_v2","3OLF68YTN92UVGMLHUZVBPPD8K8AFS","No","2017-09-28 20:32:31","251"
"A13W2IW1GYC8YO","caus_thomas_fire_v2","3NQL1CS15R9KNV6EXFIFWXA6Z5DVYP","No","2017-09-28 20:33:22","252"
"A20NK7I5QIZ95V","caus_thomas_fire_v2","3SNVL38CI4TT4HBX2JMJXX76GJPKCL","Not sure","2017-09-28 20:35:19","253"
"AZPXXTHW5SL8Y","caus_thomas_fire_v2","3SUWZRL0MYE120AMW6YDD22R00JE64","No","2017-09-28 20:38:01","254"
"A3IZ33ZKF224P8","caus_thomas_fire_v2","3X66WABAJWJ0PVJVJZQ362BJ3PWG3H","No","2017-09-28 20:38:15","255"
"A23PH5V8F86N3M
","caus_thomas_fire_v2","3G0WWMR1UVLY6O6J4EFU9UDRETWQN2","Yes","2017-09-28 20:38:26","256"
"A3O80DOQTSELGG","caus_thomas_fire_v2","3LS2AMNW5FRGO96V5TF7OJDW431QOH","Not sure","2017-09-28 20:39:05","257"
"ADVCIFLB5A9B","caus_thomas_fire_v2","3634BBTX0OV91Y5JTIR8SNDWLSUIFL","No","2017-09-28 20:40:01","258"
"A1NHTBY5YB9JH7","caus_thomas_fire_v2","3PXX5PX6LXZ4IZA5CSDZSZYSTMYABS","No","2017-09-28 20:41:33","259"
"A18P9IBYJ4FFSX","caus_thomas_fire_v2","3J4Q2Z4UTY4OTIFXWF6H5DQI752QWV","No","2017-09-28 20:43:37","260"
"A3BO5LGNRE1HUW","caus_thomas_fire_v2","3H7Z272LX78NIC2JSOKQWXJS42DPLB","Not sure","2017-09-28 20:44:59","261"
"A11X7IVSPGSPQY","caus_thomas_fire_v2","3XXU1SWE8MW3YC7VECGA8I292I30AY","No","2017-09-28 20:45:56","262"
"AMNFU3CPH5W0L
","caus_thomas_fire_v2","3BWI6RSP7GAK60ORFG35JG2NVB17EU","No","2017-09-28 20:51:22","263"
"A2P76QVLSGJR45","caus_thomas_fire_v2","3UNH76FOCS61X8C5JNHO91RT8EQMYS","No","2017-09-29 12:37:56","264"
"A3NV4F2M1OT5GN","caus_thomas_fire_v2","3STRJBFXOWSAQYD8O5H9M77A47DKTW","No","2017-09-29 12:38:02","265"
"A1BQCRF5Q76YFY","caus_thomas_fire_v2","3QIYRE09Y3IAPKM2JZPF8T5J6JRN1V","No","2017-09-29 12:38:07","266"
"A16G6PPH1INQL8","caus_thomas_fire_v2","39N5ACM9HEOSHA1A3RH0ROSX4AGP92","No","2017-09-29 12:38:16","267"
"A35BY30TC8WCL4","caus_thomas_fire_v2","3WRFBPLXRAP6ZN0H633YWMKG435N3N","No","2017-09-29 12:38:31","268"
"A2E3SM3T01ENIR","caus_thomas_fire_v2","39ZSFO5CA8XUFRMF6P77QOTZ8WKUJY","No","2017-09-29 12:38:35","269"
"A1W6NTSBP1FIL0","caus_thomas_fire_v2","3R9WASFE2ZHVWOUTTMFUSIGMH7IZFP","Yes","2017-09-29 12:38:54","270"
"A1LHSOH23WKNJI","caus_thomas_fire_v2","3RU7GD8VPOUAMPX9CXHR8JXNWY5PSD","No","2017-09-29 12:38:56","271"
"A1DCKRRPA4AWVD","caus_thomas_fire_v2","3MH9DQ757WDKOPWEYJM4TB1JG43UGU","Not sure","2017-09-29 12:39:09","272"
"A3MY3OCYIZX0E6","caus_thomas_fire_v2","3FE2ERCCZX9VOX5G5G0IOENMZ92POG","Yes","2017-09-29 12:39:09","273"
"A1CGGZRO2JUQUG","caus_thomas_fire_v2","35USIKEBNRH5W6NZP51W3PW0EU7N6T","No","2017-09-29 12:39:10","274"
"A2JKYB8LFTCFGI","caus_thomas_fire_v2","32RIADZISS5OXWBQEDP35LMS529S4P","Yes","2017-09-29 12:39:17","275"
"A2IU5TX5S0FA1C","caus_thomas_fire_v2","3CPLWGV3MO0SEPPXNC48NZN24VFN94","No","2017-09-29 12:39:23","276"
"A3SQUS8GXNTCSU","caus_thomas_fire_v2","39DD6S19JPC3QAUXYBVOA0VM563ZE7","No","2017-09-29 12:39:26","277"
"A1ZZ7YO3YASNIP","caus_thomas_fire_v2","3I02618YA07Q12PD12CRNKFBHVQPUT","Not sure","2017-09-29 12:39:51","278"
"A3J0PZ3P3J90DU","caus_thomas_fire_v2","36W0OB37HWFFAKLZOC3UV3SZXMVZHN","No","2017-09-29 12:39:59","279"
"A3SOJWB6AZWZV9
","caus_thomas_fire_v2","3U5NZHP4LR3LWGJT135S45QLNNOPHS","No","2017-09-29 12:40:00","280"
"A1JSOGTAE7BN2M","caus_thomas_fire_v2","3NPI0JQDAO6B1PAO1XMHIOT9YHJPT2","No","2017-09-29 12:40:04","281"
"A2YW35WSBU88O0","caus_thomas_fire_v2","3BGYGHDBBXLLPJF5GKR9LOCQNUF221","No","2017-09-29 12:40:08","282"
"A1QSUIQRZFQ85E","caus_thomas_fire_v2","37QW5D2ZRGNPGXYSQGFGMX2X7O5S8W","Not sure","2017-09-29 12:40:19","283"
"AO5LKNSE0BD2A","caus_thomas_fire_v2","3SNLUL3WO4O0AHAF9AJK636RCLPUL0","Yes","2017-09-29 12:40:23","284"
"A3O81LHBBI8NPK
","caus_thomas_fire_v2","3IHR8NYAM72RK4VYMWL9AGHHII34PM","No","2017-09-29 12:40:24","285"
"A3J2UG22S8BIW4","caus_thomas_fire_v2","3PPTZCWALQLSNDK272QO4HK0O9RZQJ","No","2017-09-29 12:40:27","286"
"AP4FDDWBJW470","caus_thomas_fire_v2","3PWWM24LHSZWBYHUW10AVFPT9U7284","No","2017-09-29 12:40:46","287"
"AVCLG9XDXN0JV","caus_thomas_fire_v2","3B3WTRP3DB3WP3041T6OVBK4T0P29T","No","2017-09-29 12:41:03","288"
"A4ZPIPBDO624H","caus_thomas_fire_v2","31T4R4OBOSH5924DJPXATS2KA1E7CV","Not sure","2017-09-29 12:41:18","289"
"A3UVW94KB9UBAJ","caus_thomas_fire_v2","3LUY3GC63Z1O3RDHOUJGDS1R9KT7P9","No","2017-09-29 12:41:38","290"
"A385F5ZBEV6GWD","caus_thomas_fire_v2","3QEMNNSB2X0FEUARJLSLDYK2V1Q7DV","Yes","2017-09-29 12:41:44","291"
"A12MSYRHI3XWDT","caus_thomas_fire_v2","3XXU1SWE8MW3YC7VECGA8I292KNA0W","No","2017-09-29 12:41:46","292"
"A30NX5HEQGGFPP
","caus_thomas_fire_v2","3TS1AR6UQQFCCEONARNB1YNN7E67F6","No","2017-09-29 12:41:50","293"
"AZFG59B0MFKYQ","caus_thomas_fire_v2","3OVR4I9USPKCKGWDM90YAL7RNEOQ4Y","No","2017-09-29 12:41:59","294"
"AY7118XTQ3FDG","caus_thomas_fire_v2","30X31N5D63R3ZLR7NEZUIO8SXC5SA0","No","2017-09-29 12:42:04","295"
"A13FUEPWBCLBUY
","caus_thomas_fire_v2","3V5Q80FXIXSAA1BOKK5E4YHIT8F23C","Yes","2017-09-29 12:42:09","296"
"ABXDA2YDALKG8","caus_thomas_fire_v2","3C2NJ6JBKAIHE54Y23PTDCFOYP5N2C","No","2017-09-29 12:42:26","297"
"A33M7EZ72P8TWF","caus_thomas_fire_v2","3TGOYF991XN3T7X9IOBLXQ2APCIUUU","No","2017-09-29 12:42:35","298"
"A2EDI66B0KTBEH
","caus_thomas_fire_v2","31HQ4X3T3SBKV4IBK5OKR2O3RO4SLI","Yes","2017-09-29 12:42:49","299"
"AIZ8L7DXJOQAD
","caus_thomas_fire_v2","3ERMJ6L4DYTIIOG4WEROWO7W4FI7MD","No","2017-09-29 12:42:58","300"
"A2L24GZ7YWKGDE","caus_thomas_fire_v2","3XM0HYN6NK09C6SRB2XMJ2T8V7WPEC","No","2017-09-29 12:43:04","301"
"A1Y2WG07T3S64F","caus_thomas_fire_v2","3N4BPTXIO8TPQBSXOA7JR3TCNLKKUN","No","2017-09-29 12:43:05","302"
"A2IGPW784OFV3D","caus_thomas_fire_v2","3XIQGXAUMC9TC0F8ALTX75NUBJ27XX","No","2017-09-29 12:43:09","303"
" A2ZU1P6UYE1UBU ","caus_thomas_fire_v2","3OJSZ2ATDSXKAHVY4FA2FMWAIKS75N","Not sure","2017-09-29 12:43:50","304"
"A142ZRU284W9O","caus_thomas_fire_v2","3E4GGUZ1T8SG6ZJV5QXDLKYK4U12KN","Yes","2017-09-29 12:43:54","305"
"A3Q4T34SDWIHU9","caus_thomas_fire_v2","3F0BG9B9MPOIC55IFHFZQJU3DPW7Y3","Not sure","2017-09-29 12:44:00","306"
"A2E8RJ6KKBGEE","caus_thomas_fire_v2","3NS0A6KXC491AOQO46LCA3GYIMIZGO","No","2017-09-29 12:44:09","307"
"A3CF8ULBSE8MTL","caus_thomas_fire_v2","3WYGZ5XF3WG9BY0TZ5CJC2BO2OZKS7","No","2017-09-29 12:44:16","308"
"A319HGTKM0UY0V","caus_thomas_fire_v2","3NPFYT4IZC5C5TQ93OXRDI0NAMKXGP","No","2017-09-29 12:44:54","309"
"A37LZED187CKU3","caus_thomas_fire_v2","3YDGXNSEOZV6ECWH0FJYOUMRT83846","No","2017-09-29 12:44:56","310"
"A3L2UB07EZJAMD","caus_thomas_fire_v2","38JBBYETQOBNND68DI5YG4ID4B14E1","Yes","2017-09-29 12:45:01","311"
"A11C01B5PXL1QW","caus_thomas_fire_v2","3JNQLM5FT4NRQ51DQQ9E0KBZTU62LQ","No","2017-09-29 12:45:07","312"
"A1CRD463RZUEXE","caus_thomas_fire_v2","3YOH7BII098P3QHXT0HONPVV1STKVC","No","2017-09-29 12:45:07","313"
"A30EI064NHQEQO","caus_thomas_fire_v2","3PQ8K71NHXLZZP5D6ED3XOEMB6ZAAN","No","2017-09-29 12:45:26","314"
"AMNFTKDZS37SI","caus_thomas_fire_v2","3PJUZCGDJ6H7BI2THAFP52X7F0H892","No","2017-09-29 12:45:42","315"
"A3JT22BLG866CK","caus_thomas_fire_v2","3GU1KF0O4I2B53G71BVWIUNNSAJPBC","No","2017-09-29 12:45:49","316"
"AEK67RC8DN148","caus_thomas_fire_v2","3FDJT1UU74985W2IN9ZBJR1WO4S5KR","Not sure","2017-09-29 12:46:45","317"
"A1G187YBG0DVMQ","caus_thomas_fire_v2","3OS46CRSLF0I4BW8RWNND6QD0X9V6I","No","2017-09-29 12:47:03","318"
"ALGT35T85XA2O","caus_thomas_fire_v2","3YOH7BII098P3QHXT0HONPVV1STVKN","No","2017-09-29 12:47:07","319"
"AFECJV2SCEZ82","caus_thomas_fire_v2","37XITHEISWAFRLOSS3VGY9TKBD8CRZ","No","2017-09-29 12:47:12","320"
"A2RR04JS69Z5LE","caus_thomas_fire_v2","3OLF68YTN92UVGMLHUZVBPPD8MCAF0","No","2017-09-29 12:47:14","321"
"A2PDDOU75JXTN7","caus_thomas_fire_v2","3VAR3R6G1P2AI56ZJZY72SSWAZ38OG","No","2017-09-29 12:48:10","322"
"A1QTFE8FVK3HMG","caus_thomas_fire_v2","3IOEN3P9S7K2IZGAKI3Y6IJXBT3615","Yes","2017-09-29 12:48:12","323"
"A1SMJPKHJLZRC9
","caus_thomas_fire_v2","3HPZF4IVNMUOOM0E6YNA65MHE0MYCM","Not sure","2017-09-29 12:48:14","324"
"A1SQBU3MZKB312","caus_thomas_fire_v2","3E47SOBEYQX2YML92G17KHSTOHPIC1","No","2017-09-29 12:48:37","325"
"A39C210BKD7YNN","caus_thomas_fire_v2","3VNL7UK1XFKZACLUNUQC6UF5WBXFTQ","No","2017-09-29 12:48:50","326"
"AXJ1PE87PD0KK","caus_thomas_fire_v2","3MTMREQS4VJW628G7J9VFDBD3P2AWY","Not sure","2017-09-29 12:49:28","327"
"A3Q1EZDNIUK41P","caus_thomas_fire_v2","35H6S234SA116HHTL55A98WEN9865N","Not sure","2017-09-29 12:49:29","328"
"A1T2F28RSW49J","caus_thomas_fire_v2","3TK8OJTYM1MQEHED6SMWJ6HUV2ZPVI","No","2017-09-29 12:49:41","329"
"AE05QWB4IQA44
","caus_thomas_fire_v2","340UGXU9DY236MM9NELQTC4T3JRVUK","No","2017-09-29 12:50:24","330"
"A3FY7A6Z3EVNRX","caus_thomas_fire_v2","3SKEMFQBZ36RSELKL76EVBBNQUT8KW","No","2017-09-29 12:50:26","331"
"AROOCBM042SJD","caus_thomas_fire_v2","392CY0QWG1SZ3I8U91VP1JG5W484IA","No","2017-09-29 12:51:37","332"
"A1H49IS4NJB5I4","caus_thomas_fire_v2","3XIQGXAUMC9TC0F8ALTX75NUBJ1X7M","Not sure","2017-09-29 12:51:54","333"
"A1BWR5RBQDZQ16","caus_thomas_fire_v2","39OWYR0EPKSVRYKOX0DBEB7KBDFFYF","No","2017-09-29 12:52:03","334"
"A3BBK5YDUBRKYW","caus_thomas_fire_v2","36PW28KO4ZX2P2MPMJFPT74DWLXAEI","No","2017-09-29 12:52:03","335"
"AKN67C89B5QW5","caus_thomas_fire_v2","3PZDLQMM0TMYN177DDGFX1LCZLSC2K","No","2017-09-29 12:52:04","336"
"A26RO8GGTQAXGG","caus_thomas_fire_v2","3UOUJI6MTDFVABR4NTM8HX1EJUZXUP","No","2017-09-29 12:53:28","337"
"AOOGCOBAZBWJ2","caus_thomas_fire_v2","39LNWE0K4UXYKG29O7M7ENEZVHVUIM","Not sure","2017-09-29 12:53:53","338"
"A3OXSIR9YH1FT6","caus_thomas_fire_v2","3EG49X351UDA8013RBO51RNYG8HX6N","No","2017-09-29 12:55:10","339"
"AO8V7PH0R20J1","caus_thomas_fire_v2","36V4Q8R5ZK1SO6LJSD0UWFOR95AQMU","Not sure","2017-09-29 12:55:31","340"
"A2AK649KPZ2IZN","caus_thomas_fire_v2","3YJ6NA41JBHHNMEJP38DGI600FTJPS","No","2017-09-29 12:55:49","341"
"AMSD8C1YGP8F2","caus_thomas_fire_v2","3Z4XG4ZF48SXCEKRKQL3L5JPM37X89","No","2017-09-29 12:55:56","342"
"A16J5YXTYHTM8B","caus_thomas_fire_v2","39RP059MEHU5K0JU9V341QTSN59MBE","No","2017-09-29 12:56:18","343"
"A1TLNLB9D87H6","caus_thomas_fire_v2","36H9ULYP62V5W9PPB0C84OSWY96JFP","Yes","2017-09-29 12:56:27","344"
"AUG2YR37BY9BK","caus_thomas_fire_v2","3WETL7AQWT929YUB237C25KUDI653G","No","2017-09-29 12:56:37","345"
"A2FC76I9VL80IC","caus_thomas_fire_v2","3WLEIWSYHOIP49INZ5UG8SISCDXH2Y","No","2017-09-29 12:56:57","346"
"A2KBTDHM44J7X4
","caus_thomas_fire_v2","3KMS4QQVK2R07TV7TLCK53S9DY6KFP","Yes","2017-09-29 12:57:11","347"
"A1NVJB5O4H7ZCJ
A1NVJB5O4H7ZCJ
","caus_thomas_fire_v2","32VNZTT0A75CWHBDZOPYFBHWJ0RR41","Not sure","2017-09-29 12:57:12","348"
"A21H2UDDHN8ZF","caus_thomas_fire_v2","3SB4CE2TJVWBV2D6HO5HHWPKCR7XAD","Yes","2017-09-29 12:57:19","349"
"AYXIDCIGUA037","caus_thomas_fire_v2","3M68NM076H8QB4FRICIDC91AFRX6R1","Not sure","2017-09-29 12:57:31","350"
"A2P9TZ6IKPWHGI","caus_thomas_fire_v2","3I7DHKZYGN1XPAA4MY8E3E9RG8BF5Z","Not sure","2017-09-29 12:57:56","351"
"ABQ1B3GQ8AOTH","caus_thomas_fire_v2","3HVVDCPGTET5A32PSKI0VFML2MNTY1","No","2017-09-29 12:58:13","352"
"A6CSP11YO51MS
A6CSP11YO51MS
A6CSP11YO51MS
A6CSP11YO51MS
A6CSP11Y05","caus_thomas_fire_v2","3ZDAD0O1T1EGAYCFNOWYC1FC0GTTXV","No","2017-09-29 12:58:49","353"
"A26JIHKBORI9X","caus_thomas_fire_v2","3JBT3HLQF837N1JN7PBZ4CUQJD6ZPT","No","2017-09-29 12:59:31","354"
"A2WHC086WNUQNB","caus_thomas_fire_v2","34Q075JO1XE74OUVITNHXH96YQH01Y","No","2017-09-29 13:00:10","355"
"A37X1GHLB2HCX7","caus_thomas_fire_v2","37M28K1J0QEA0I8H0KQGQNH51TTAJ3","No","2017-09-29 13:01:43","356"
"AMA4SXSYNC35I","caus_thomas_fire_v2","3AMW0RGHOD3D6C5441059PNH9ZYPN2","Not sure","2017-09-29 13:02:06","357"
"A2U3723LKNMHAI","caus_thomas_fire_v2","32AT8R96GLANEU55TJGLIPKM4FYUSF","No","2017-09-29 13:02:11","358"
"A2SYRGFCT7Y8KR","caus_thomas_fire_v2","3IHR8NYAM72RK4VYMWL9AGHHII44PN","Not sure","2017-09-29 13:02:34","359"
"A2V9JE42W9BXQ5","caus_thomas_fire_v2","3VBEN272MK049C4A9ER4EAJVV7JGS1","No","2017-09-29 13:03:25","360"
"ASRI4XGCPE999","caus_thomas_fire_v2","3IKZ72A5B4H1FZGAQY40XV9D7TBNFX","No","2017-09-29 13:03:50","361"
"A1UHNDB2EQ8TK0","caus_thomas_fire_v2","3V5Q80FXIXSAA1BOKK5E4YHIT8G32E","No","2017-09-29 13:04:00","362"
"A3ACR8IG31Q7K6","caus_thomas_fire_v2","3U8YCDAGXPHVLSEC38DWYIHE629Q0J","No","2017-09-29 13:04:14","363"
"A2NL38BFEE3BVY
","caus_thomas_fire_v2","3DZQRBDBSLG3F0SMEZKKVGUMR2DS34","No","2017-09-29 13:04:57","364"
" A99I0A6RMSRSN","caus_thomas_fire_v2","3IXQG4FA2TZQDG00KMZZW4N8N63B95","No","2017-09-29 13:05:14","365"
"A2CR0VOEH7P7L4","caus_thomas_fire_v2","3WJ1OXY92AHLG1CY9GTP1X8RLI08AI","No","2017-09-29 13:05:21","366"
"ALUG7K9OMDS7G","caus_thomas_fire_v2","31Z0PCVWUKGMVJ6O5BS0I22OYNET70","No","2017-09-29 13:05:25","367"
