"subject","version","assignmentId","experienced","stamp","id"
"A1OSRB1Q63XXWZ","caus_thomas_fire_v2","3RRCEFRB7MDPGAUO3R38FWCS1AOB40","No","2017-09-28 17:19:33","39"
"A1BAEFJ2OG7NJ0","caus_thomas_fire_v2","31Q0U3WYDPGLMZUF3S8QCWJT60N17R","No","2017-09-28 17:19:36","40"
"AA4O2W236E3FW","caus_thomas_fire_v2","3N4BPTXIO8TPQBSXOA7JR3TCNHKUKP","Not sure","2017-09-28 17:19:36","41"
"A3O3RIY1ELZ6YR","caus_thomas_fire_v2","3UNH76FOCS61X8C5JNHO91RT8APYMV","No","2017-09-28 17:19:48","42"
"AHUKCHMKUJHQQ","caus_thomas_fire_v2","31JLPPHS2UVOH80T7I3BBBKLU9B3OB","Not sure","2017-09-28 17:20:11","43"
"A2WQTNO91C05GC","caus_thomas_fire_v2","3IKZ72A5B4H1FZGAQY40XV9D7PANFO","No","2017-09-28 17:20:28","44"
"A197KLY88OBJ89","caus_thomas_fire_v2","3HYA4D452RK5QDRH4F6G576FWUKF2Q","No","2017-09-28 17:20:35","45"
"A15Y215D57OSO5","caus_thomas_fire_v2","31LM9EDVOLTHK1269OVLCT150WSJNO","No","2017-09-28 17:20:36","46"
"ALL5YYZDJ4FB2","caus_thomas_fire_v2","33NF62TLXJ3GCVH3CB35K1K161MKJJ","No","2017-09-28 17:20:49","47"
"A3OXRDSUN9F10I","caus_thomas_fire_v2","3VD82FOHKQPCU8WC0BEC4EOF0MNCOH","No","2017-09-28 17:21:09","48"
"A18Q2TSYBDWQU1
","caus_thomas_fire_v2","3STRJBFXOWSAQYD8O5H9M77A43EKTP","No","2017-09-28 17:21:27","49"
"A30CKD84V82EH2","caus_thomas_fire_v2","3S0TNUHWKTJJE8FATQKRRYGX6HVD8F","No","2017-09-28 17:21:30","50"
"A3ESZWJBD8M1Z","caus_thomas_fire_v2","38SKSKU7R1YV1QFFFTU6N0IGIM2LIB","No","2017-09-28 17:21:31","51"
"A2MKXI4KCRRI7Y","caus_thomas_fire_v2","3U0SRXB7CD6YIPLJHT4UEKNWADMRNO","No","2017-09-28 17:22:04","52"
"AJACXA5FC5BYZ","caus_thomas_fire_v2","3C2NJ6JBKAIHE54Y23PTDCFOYL72NL","No","2017-09-28 17:22:09","53"
"A2TFMDDIPNF02W","caus_thomas_fire_v2","3IJXV6UZ1XK64OASKDR29CRFOESRI8","No","2017-09-28 17:22:13","54"
"A7KLTVEIASF4J","caus_thomas_fire_v2","38SKSKU7R1YV1QFFFTU6N0IGIM3LIC","No","2017-09-28 17:22:15","55"
"AXPGZD6Q9556W","caus_thomas_fire_v2","3OSWBBLG1EY9T9GI1YWJ7XXQXQ5XD8","No","2017-09-28 17:22:18","56"
"A38ECJNH8AQKV4
A38ECJNH8AQKV4
","caus_thomas_fire_v2","3EWIJTFFVO86OPO7UHIW41S0NVM0EA","No","2017-09-28 17:22:24","57"
"A3IC7ZQ257WUNV","caus_thomas_fire_v2","3YT88D1N08Z5RHFE9QBI4U3CA423KS","No","2017-09-28 17:22:40","58"
"A3215OUK1JCUHJ","caus_thomas_fire_v2","31T4R4OBOSH5924DJPXATS2KAXEC7S","No","2017-09-28 17:22:49","59"
"A35T0SNF90U1W5","caus_thomas_fire_v2","3WS1NTTKEYDYU3O3PS22MJD0ZW10FS","Yes","2017-09-28 17:22:51","60"
"A17H9ST6MW8HND","caus_thomas_fire_v2","3BDCF01OGXVHRQUKJBG99OC4850LYH","No","2017-09-28 17:23:14","61"
"A2H6RIWM50KWA4","caus_thomas_fire_v2","3A1COHJ8NJW0QOKCFM3HIJVVY9Q8HL","No","2017-09-28 17:23:14","62"
"A112LUS6RHBNYB","caus_thomas_fire_v2","37QW5D2ZRGNPGXYSQGFGMX2X7K6S8P","No","2017-09-28 17:23:42","63"
"A3MUB3Y6CYCIJL","caus_thomas_fire_v2","3WQQ9FUS6AVQZBHQFUTLW8SX3WLB88","No","2017-09-28 17:23:58","64"
"A30MP4LXV4MIFD","caus_thomas_fire_v2","3483FV8BEEK97KY63M3CB1T23VI62F","Yes","2017-09-28 17:24:03","65"
"A326O3VWP8TO8N","caus_thomas_fire_v2","3MTMREQS4VJW628G7J9VFDBD3L0WAA","No","2017-09-28 17:24:16","66"
"A36PL5KK0B3XKQ","caus_thomas_fire_v2","3YW4XOSQKQMNKA6BG011MOXDEBM1UV","Yes","2017-09-28 17:24:31","67"
"A1GKEEI844CEKI
","caus_thomas_fire_v2","3PXX5PX6LXZ4IZA5CSDZSZYSTKLABB","No","2017-09-28 17:25:34","68"
"A2JKQNCI1D3JA6","caus_thomas_fire_v2","32VNZTT0A75CWHBDZOPYFBHWJWS4R7","No","2017-09-28 17:25:37","69"
"A1YXQDZYCKILTT","caus_thomas_fire_v2","340UGXU9DY236MM9NELQTC4T3FTUVD","No","2017-09-28 17:26:33","70"
"A18B8EAII8NXJ0","caus_thomas_fire_v2","3PH3VY7DJLYX7AGOJBPUW62MC68WZC","No","2017-09-28 17:26:44","71"
"A3J84UA7THFJGI","caus_thomas_fire_v2","3CP1TO84PT2DOGYSY3T7JVF270752Y","Yes","2017-09-28 17:27:10","72"
"AD368A1RHHRC3","caus_thomas_fire_v2","3IKZ72A5B4H1FZGAQY40XV9D7PCNFQ","Not sure","2017-09-28 17:28:33","73"
" 
Copied
A2HVJ3DDE6JJ8Z","caus_thomas_fire_v2","33FOTY3KEMMRYGPBU9G1SIB77BG1CM","No","2017-09-28 17:29:36","74"
"A2BQ9UA0LIKZQ3","caus_thomas_fire_v2","3GNA64GUZE5UGZ0D0EJ8FDD5N6M5QD","Not sure","2017-09-28 17:29:46","75"
"AI4AO0O0WIJF7","caus_thomas_fire_v2","3UJ1CZ6IZHQ6TFFQSI8DADS65U75S2","No","2017-09-28 17:29:55","76"
"A74FLL2AIG261","caus_thomas_fire_v2","32ZKVD547FO4YEBK3DYP5RKMNAU3B9","No","2017-09-28 17:30:10","77"
"AX7A1BSBGABGA","caus_thomas_fire_v2","3GA6AFUKOOPEPRE6358LR2NKINZ3HP","No","2017-09-28 17:30:25","78"
"A1A3TGZ7DKJWRW","caus_thomas_fire_v2","33FOTY3KEMMRYGPBU9G1SIB77BD1CJ","No","2017-09-28 17:30:39","79"
"A31KV6ETEFLOEM","caus_thomas_fire_v2","33CID57104UGBNXWUQNJJUGRZ483LW","No","2017-09-28 17:31:01","80"
"A1KQWBK5WHCNYQ","caus_thomas_fire_v2","3NG53N1RLVKS35I0YZBMRSXMK0Y8PO","No","2017-09-28 17:31:19","81"
"A1489QNXV5IM6O","caus_thomas_fire_v2","3QECW5O0KH278FS5HID3KIOS7DI5TO","No","2017-09-28 17:31:44","82"
"A3K7ZBT7FEJW33","caus_thomas_fire_v2","3IOEN3P9S7K2IZGAKI3Y6IJXBP561Z","No","2017-09-28 17:31:52","83"
"A3J85WP15JFYW0","caus_thomas_fire_v2","35GCEFQ6I5P0GCE09RESR9RPEDDZ38","No","2017-09-28 17:32:20","84"
"A39UA9CXJ5QU48","caus_thomas_fire_v2","3HQUKB7LNFFTJZL5IQXNVWOU1SHHHA","Not sure","2017-09-28 17:32:28","85"
"A1YTB9G04PC71S","caus_thomas_fire_v2","3YZ8UPK3VTN77DG9WXQL3KG4I8ECUX","No","2017-09-28 17:32:40","86"
"A38KA8KXRLEM7M","caus_thomas_fire_v2","3WT783CTPBISBE73W69QYUOGTN7CBG","Not sure","2017-09-28 17:32:53","87"
"AP43EYS9D1Z9E","caus_thomas_fire_v2","352YTHGROVEZ7NXA3JD417FQWNV4HB","No","2017-09-28 17:32:55","88"
"A1XF0AAS5PYRGN","caus_thomas_fire_v2","32RIADZISS5OXWBQEDP35LMS5YC4SW","No","2017-09-28 17:33:00","89"
"A38AF7RJM28PGX","caus_thomas_fire_v2","3RSDURM96AN3LKKS2PT5WTMKZ81EYP","No","2017-09-28 17:33:02","90"
"A87D3K9YVKTQ7","caus_thomas_fire_v2","37M28K1J0QEA0I8H0KQGQNH51PSAJU","No","2017-09-28 17:33:17","91"
"A3QJJR5Y3XE92N","caus_thomas_fire_v2","3M81GAB8A0KW5FHM1OALIZDXX25QBW","Yes","2017-09-28 17:33:29","92"
"A1AOIXZC3NIZO","caus_thomas_fire_v2","3WR9XG3T63C2EYRYQARSAUQWIKZ74C","No","2017-09-28 17:33:41","93"
"A32KG2UG1KJ6ZB","caus_thomas_fire_v2","30X31N5D63R3ZLR7NEZUIO8SX88SAV","No","2017-09-28 17:34:34","94"
"A22DP0ST9DWG9O","caus_thomas_fire_v2","3VZLGYJEYLBCWALETGLGYPGTL8HZXB","Yes","2017-09-28 17:34:58","95"
"ARFBVL8NAU6Z","caus_thomas_fire_v2","31IBVUNM9S0EN4PJSPQR7C3QTSFFV0","No","2017-09-28 17:35:16","96"
"A207TJIPWDJAQZ
","caus_thomas_fire_v2","3L0KT67Y8EH4V3PA3KDALAQZ0ZBSY5","Yes","2017-09-28 17:35:28","97"
"A2BGRGVU9HG0C6","caus_thomas_fire_v2","39K0FND3AHG01QE23H386F9M5JQAM1","No","2017-09-28 17:35:45","98"
"AB0VIFDL1R6UM","caus_thomas_fire_v2","3X87C8JFV6CVM1YOCAWG8ONX1QUQS0","No","2017-09-28 17:36:32","99"
"A2TDK0LD62WZ8Y","caus_thomas_fire_v2","3Y5140Z9DXHLSBUD7LND4HR0NW4PIE","Not sure","2017-09-28 17:37:19","100"
"AH01R0AMWSBNQ
","caus_thomas_fire_v2","33UKMF9319L9TH3VIEV1NYU6NG7TT6","No","2017-09-28 17:37:46","101"
"A3BJTC39BU7R4V","caus_thomas_fire_v2","34PGFRQONOC77VBK1PM88CEWT8YJWH","No","2017-09-28 17:38:11","102"
"A10GJ2FOR16B2I","caus_thomas_fire_v2","39K0FND3AHG01QE23H386F9M5JRMAE","No","2017-09-28 17:40:25","103"
"ABAXK1YPX1J71","caus_thomas_fire_v2","3K772S5NP8CHZPU3SPPHATRH9CQEHS","Not sure","2017-09-28 17:40:25","104"
"A3MPRLOQP8D3DL","caus_thomas_fire_v2","3A1COHJ8NJW0QOKCFM3HIJVVY9RH8V","No","2017-09-28 17:40:52","105"
"ARHM06ZVMD66V","caus_thomas_fire_v2","3K4J6M3CXEU09GIGSE5DTAPP9XFAGU","No","2017-09-28 17:41:05","106"
"A3UXLYTQ0G27JB","caus_thomas_fire_v2","30LSNF239UWP04T75NC184J7CMF2I7","Yes","2017-09-28 17:41:27","107"
"AFMH601P0QVUK","caus_thomas_fire_v2","3IGI0VL647LVLCT3P1NQKPIRZQ4ONE","No","2017-09-28 17:42:26","108"
"A1ANSFI5L7SUU","caus_thomas_fire_v2","3GS6S824SQY3QL25GNE01JVD2S4NWQ","No","2017-09-28 17:42:59","109"
"AKTL2XA991RT7","caus_thomas_fire_v2","3FTOP5WARFPEZ5AZ8ITN1H5SS3L0JY","No","2017-09-28 17:43:39","110"
"A171S8E9IFSHH2","caus_thomas_fire_v2","3LQ8PUHQFLTTFUWPO8F8V8P915XHI4","Not sure","2017-09-28 17:44:16","111"
"A1G746AO9F06KW","caus_thomas_fire_v2","3XC1O3LBOSNLA4VQ95TA17KPT3MLTW","No","2017-09-28 17:46:13","112"
"ASNAVTTAW3MY","caus_thomas_fire_v2","3OLQQLKKNSQDQVPTGPS2M67WM4VJE3","No","2017-09-28 17:47:05","113"
"A2STS26LVIO2H3","caus_thomas_fire_v2","3WR9XG3T63C2EYRYQARSAUQWIK174E","No","2017-09-28 17:47:42","114"
"A27CEJDHPPL9WF
","caus_thomas_fire_v2","3WAKVUDHUWH1VWLD5GIANYOQHXOU7N","No","2017-09-28 17:47:58","115"
"A3pqugiqqbpr98","caus_thomas_fire_v2","3LOZAJ85YDEMQZI249C2BE6M0ZJX22","No","2017-09-28 17:48:52","116"
"A2ZBKJCZPT4Z0V","caus_thomas_fire_v2","34Z02EIMISE8D864KC7R3NS1Q5D0T4","No","2017-09-28 17:51:40","117"
"A2KQLLEA8WMRBL","caus_thomas_fire_v2","3WI0P0II61TPWDU6SZQRIFB2W9ORDA","No","2017-09-28 17:52:48","118"
"AK3H5QRAROFGP","caus_thomas_fire_v2","3R2PKQ87NW9F78X0F5VLNDX5IRVIMD","No","2017-09-28 17:53:19","119"
"ACJTRTT2SO4E0","caus_thomas_fire_v2","3JW0YLFXRTHTDFBJ8O5NX284V44WWM","No","2017-09-28 17:53:22","120"
"A3DFMWYTKJ57L","caus_thomas_fire_v2","33LKR6A5KEL8KXRMGVBRHSBBVXJ1T8","No","2017-09-28 17:53:33","121"
"ADUZ6RO42OM0T","caus_thomas_fire_v2","3TVSS0C0E111LY7PDJ0CAI15RARTWY","Not sure","2017-09-28 17:53:46","122"
"A36N7DIMV383CS","caus_thomas_fire_v2","3SITXWYCNVAGECIYN25DC79QU5YBXK","No","2017-09-28 17:54:30","123"
"A239EUWY6SNDEZ","caus_thomas_fire_v2","33CID57104UGBNXWUQNJJUGRZ453LT","Yes","2017-09-28 17:54:56","124"
"A2WYQJ4NPRM45U","caus_thomas_fire_v2","3QXNC7EIPIWPTTXQM62ACNRPWY9093","No","2017-09-28 17:55:17","125"
"ARAW2BY7JQ2JH","caus_thomas_fire_v2","3O6CYIULED2GLBMEDOQMFEN7AOWWUQ","No","2017-09-28 17:55:23","126"
"A2MG1LLIKMGAMX","caus_thomas_fire_v2","3TOK3KHVJTJ6IR1G9U61OSW1ZBZO73","No","2017-09-28 17:56:20","127"
"A3MRGTMHCJL67Q","caus_thomas_fire_v2","3BEFOD78W6ULZ1YLUGTHTCNMD9X4MN","No","2017-09-28 17:56:29","128"
"A1P7XAQO90H27U","caus_thomas_fire_v2","3R08VXYT7CWEN0AI0GXB5M9N2D17W1","Not sure","2017-09-28 17:57:10","129"
"AJ1VMW9NT7287","caus_thomas_fire_v2","36W0OB37HWFFAKLZOC3UV3SZXI1HZ3","No","2017-09-28 17:57:33","130"
"AMNRYECHXZY34","caus_thomas_fire_v2","3H8DHMCCW9C399HB2FHUH3PO1HTDK2","Yes","2017-09-28 17:58:02","131"
"A3NQ8Y8MGI2DQ9

","caus_thomas_fire_v2","35USIKEBNRH5W6NZP51W3PW0EQDN6R","No","2017-09-28 17:59:14","132"
"A3UV55HC87DO9C","caus_thomas_fire_v2","3U84XHCDICELY8X495JB1EJVSDAZ4U","No","2017-09-28 18:00:04","133"
"AJPLNQSDWH2UN","caus_thomas_fire_v2","3KV0LJBBH2MS070J5SPU15YW5NHMRO","No","2017-09-28 18:00:18","134"
"AYM6LP0WWGMB9","caus_thomas_fire_v2","30ZX6P7VF8WLVFDDN5X1K5Y7P152JK","No","2017-09-28 18:03:14","135"
"A1C7FH4P7EKUBE","caus_thomas_fire_v2","3LRLIPTPEQA5B2EZI5QSR2HIGEZAK0","No","2017-09-28 18:04:45","136"
"A3RUKNCDJBNV6Y","caus_thomas_fire_v2","3H7XDTSHKCSXGTLJTJ15BZMG1GLGWE","Not sure","2017-09-28 18:04:54","137"
"AXPOBOA6RMCV0","caus_thomas_fire_v2","3I7DHKZYGN1XPAA4MY8E3E9RG4GF5W","No","2017-09-28 18:05:16","138"
"A2CK0OXMPOR9LE","caus_thomas_fire_v2","36NEMU28XFEX83H54MZ0O46DX2RWMW","No","2017-09-28 18:05:25","139"
"AX8RDFKYAO9BX","caus_thomas_fire_v2","3HUTX6F6VUOZWQ4A3IP6S1FTOVHO2R","No","2017-09-28 18:08:13","140"
"A1E800LCLMGXF3","caus_thomas_fire_v2","38BQUHLA9W1P3U83D08Q7ATRU0YOMI","Yes","2017-09-28 18:09:17","141"
"A20O44S26VN11P","caus_thomas_fire_v2","3R8YZBNQ9HJ933EWO7Y5DXR1ECK7QX","Yes","2017-09-28 18:09:25","142"
"A18J8M1SGIW7XL","caus_thomas_fire_v2","3ND9UOO81K3D2LZK4AYLORROXX7LWP","No","2017-09-28 18:10:47","143"
"A39A7S4KY5TLW7","caus_thomas_fire_v2","3KYQYYSHYV8MZ02Q079NOK6XLM6OD0","Yes","2017-09-28 18:10:50","144"
"A25R2OI9L2Q1OW","caus_thomas_fire_v2","3NQL1CS15R9KNV6EXFIFWXA6Z32YVD","No","2017-09-28 18:10:59","145"
"A23CK30QETDTLL","caus_thomas_fire_v2","3HPZF4IVNMUOOM0E6YNA65MHEWTCYZ","Not sure","2017-09-28 18:15:36","146"
"A2IJ7FMI47IJB7","caus_thomas_fire_v2","3EA3QWIZ4IWJK3NKO2WX9RSXCZWITJ","No","2017-09-28 18:15:40","147"
"A1ZC7QQU827F1M","caus_thomas_fire_v2","33LK57MYLT640TZFZ6FTZHZ16TKSZ1","Yes","2017-09-28 18:16:20","148"
"A2FOOQ0376XKCO","caus_thomas_fire_v2","3WYP994K17SZ85RDW7A7K5U7IAK6Y3","No","2017-09-28 18:18:55","149"
"A1LDF2TSP9ORSB","caus_thomas_fire_v2","39U1BHVTDLS4U0513ZPA5LQ8TH0T3V","Yes","2017-09-28 18:23:42","150"
"A19KJKSZZAIDO","caus_thomas_fire_v2","3ND9UOO81K3D2LZK4AYLORROXX9LWR","Not sure","2017-09-28 18:24:31","151"
"A3OHSBXTX7UMG0","caus_thomas_fire_v2","3GFK2QRXX9IZ0WWZCNIE72VRB7A5WO","No","2017-09-28 18:27:50","152"
"AZV8213BMVMOT","caus_thomas_fire_v2","3LKC68YZ3A4L862HH2EDG8VIS2EWOJ","Yes","2017-09-28 18:29:26","153"
"A384FUI8JZVGZM","caus_thomas_fire_v2","34X6J5FLPTZ2NYFYPGN2GNWA57OJQK","No","2017-09-28 18:30:20","154"
"A2VOADROWMC2ZM","caus_thomas_fire_v2","3ZDAD0O1T1EGAYCFNOWYC1FC0C2XT0","No","2017-09-28 18:30:38","155"
"A3BBAD8UB2C9HO","caus_thomas_fire_v2","3TMFV4NEP8FINEF1ALPHJM5IDXBW8H","No","2017-09-28 18:31:26","156"
"A3GAQNTZ1V1VO","caus_thomas_fire_v2","32VNZTT0A75CWHBDZOPYFBHWJW24RH","Not sure","2017-09-28 18:36:16","157"
"A2A0DKZ4Y9I6OV","caus_thomas_fire_v2","3SUWZRL0MYE120AMW6YDD22R0YFE6W","No","2017-09-28 18:36:35","158"
"A1QCXSZJ3ZLCNY","caus_thomas_fire_v2","3NKQQ8O39Y6HC5MNWTLWNQYM38YUDN","No","2017-09-28 18:37:21","159"
"A154A1OVHFBDER","caus_thomas_fire_v2","3WJEQKOXA83351SDAVKAMNLJ784A12","No","2017-09-28 18:40:56","160"
"A563JDEQMNQTI","caus_thomas_fire_v2","3IAS3U3I0FHFDWF1ZDKKMHFUHW22B5","Yes","2017-09-28 18:43:04","161"
"A1APVA18JOY1LT","caus_thomas_fire_v2","3X3OR7WPZZ12CK3267IFABO2FQ9L8F","Not sure","2017-09-28 18:44:18","162"
"A3DA9VCFVY24TR","caus_thomas_fire_v2","3M81GAB8A0KW5FHM1OALIZDXX2HBQT","Yes","2017-09-28 18:44:18","163"
"A35P8YSNTQ7OTP","caus_thomas_fire_v2","31Z0PCVWUKGMVJ6O5BS0I22OYJPT73","Yes","2017-09-28 18:45:06","164"
"A1IK4EIAV14BQK
A1IK4EIAV14BQK","caus_thomas_fire_v2","3JMSRU9HQIVMHQPNXE6LPUIQHR9VE7","No","2017-09-28 18:45:44","165"
"A23932BPI1NFXV","caus_thomas_fire_v2","3018Q3ZVOIRRY6RU8PZPSE3WB6YRAF","No","2017-09-28 18:48:03","166"
"AM6BSJ7FPFWCR","caus_thomas_fire_v2","3SNLUL3WO4O0AHAF9AJK636RCH1UL4","No","2017-09-28 18:48:51","167"
"A31L5H1AOWJLV1","caus_thomas_fire_v2","36W0OB37HWFFAKLZOC3UV3SZXI8HZA","No","2017-09-28 18:51:37","168"
"AVV5TUEEBVDDW","caus_thomas_fire_v2","3J88R45B2GZII6J867NE7REFB9KPXQ","No","2017-09-28 18:53:31","169"
"A39ZMNLNF8M7H6","caus_thomas_fire_v2","3QECW5O0KH278FS5HID3KIOS7DVT5P","No","2017-09-28 18:54:27","170"
"A3NDGIP7TT9B0Q","caus_thomas_fire_v2","33OOO72IVHMS701KWS0BYOU2ZUHTCX","Not sure","2017-09-28 18:56:32","171"
"AZ223PTWQ4AYF","caus_thomas_fire_v2","337RC3OW0530NWZFE0TP2P8AQOALVK","No","2017-09-28 18:57:17","172"
"AQXAQCJFY2ZA7","caus_thomas_fire_v2","3SITXWYCNVAGECIYN25DC79QU55XBD","No","2017-09-28 19:02:12","173"
"A1M1TSMJB12177","caus_thomas_fire_v2","3HYA4D452RK5QDRH4F6G576FWUW2FP","Yes","2017-09-28 19:02:31","174"
"A3105BXK85QUS7","caus_thomas_fire_v2","3BV8HQ2ZZW2YCNTAG1WRHJC0FJM6AY","No","2017-09-28 19:02:54","175"
"A1F4YJSYSEN0D","caus_thomas_fire_v2","36PW28KO4ZX2P2MPMJFPT74DWHAAEN","No","2017-09-28 19:03:40","176"
"A1LTV9MGGQCIT3","caus_thomas_fire_v2","3RRCEFRB7MDPGAUO3R38FWCS1A1B4D","No","2017-09-28 19:04:07","177"
"A39V6GZEHSLZLF","caus_thomas_fire_v2","32Z9ZLUT1LL3BG7SM3SDF5LVDE5OHF","No","2017-09-28 19:04:07","178"
"AV7UX8QQXABSK","caus_thomas_fire_v2","39JEC7537U27KS591N0QZ6INWFYCVX","Not sure","2017-09-28 19:04:27","179"
"A3H0427J0TSPWK","caus_thomas_fire_v2","34J10VATJFZ6SNVS7Y224MHASS4QIK","Not sure","2017-09-28 19:07:14","180"
"A2CEUCPDECS6U3","caus_thomas_fire_v2","3W8CV64QJ2004T3MKE9VIFQ6IFI9HL","No","2017-09-28 19:07:37","181"
"AS7ZK30LXDC46","caus_thomas_fire_v2","3L0KT67Y8EH4V3PA3KDALAQZ0ZNSYH","No","2017-09-28 19:07:39","182"
"A134MJZL7H493A","caus_thomas_fire_v2","3SNLUL3WO4O0AHAF9AJK636RCH1LUV","No","2017-09-28 19:08:01","183"
"A3K1ZHQQOD2RSD","caus_thomas_fire_v2","39GHHAVOMFSVYTS0RJGPDKV59FC4JT","No","2017-09-28 19:09:39","184"
"A1BLAWP38JPWDD","caus_thomas_fire_v2","3X3OR7WPZZ12CK3267IFABO2FQD8L6","No","2017-09-28 19:10:15","185"
