"subject","version","assignmentId","trial_ind","ex_ind","question_ind","response","correct","cond","rt","stamp","id"
"A21KXWKFWGBCZ3","caus_thomas_fire_v5","3M23Y66PO282CJF4X1II2J66443S6N","0","7","0","Yes","1","0","5226","2017-10-16 16:07:28","4183"
"A21KXWKFWGBCZ3","caus_thomas_fire_v5","3M23Y66PO282CJF4X1II2J66443S6N","1","8","0","Yes","1","0","6102","2017-10-16 16:07:35","4184"
"A21KXWKFWGBCZ3","caus_thomas_fire_v5","3M23Y66PO282CJF4X1II2J66443S6N","2","2","0","No","1","0","4443","2017-10-16 16:07:40","4185"
"A21KXWKFWGBCZ3","caus_thomas_fire_v5","3M23Y66PO282CJF4X1II2J66443S6N","3","9","0","Yes","1","0","3256","2017-10-16 16:07:45","4186"
"A21KXWKFWGBCZ3","caus_thomas_fire_v5","3M23Y66PO282CJF4X1II2J66443S6N","4","3","0","Yes","1","0","4345","2017-10-16 16:07:50","4187"
"A1ZDR2UN7M92LI
","caus_thomas_fire_v5","39GAF6DQWR1NXPVBLQB6IAZWVXHV1X","0","2","0","No","1","1","4763","2017-10-16 16:07:52","4188"
"A21KXWKFWGBCZ3","caus_thomas_fire_v5","3M23Y66PO282CJF4X1II2J66443S6N","5","0","0","Yes","1","0","2047","2017-10-16 16:07:53","4189"
"A1ZDR2UN7M92LI
","caus_thomas_fire_v5","39GAF6DQWR1NXPVBLQB6IAZWVXHV1X","1","5","0","No","1","1","2471","2017-10-16 16:07:55","4190"
"A21KXWKFWGBCZ3","caus_thomas_fire_v5","3M23Y66PO282CJF4X1II2J66443S6N","6","4","0","Yes","1","0","1730","2017-10-16 16:07:56","4191"
"A1ZDR2UN7M92LI
","caus_thomas_fire_v5","39GAF6DQWR1NXPVBLQB6IAZWVXHV1X","2","7","0","No","1","1","1615","2017-10-16 16:07:58","4192"
"A21KXWKFWGBCZ3","caus_thomas_fire_v5","3M23Y66PO282CJF4X1II2J66443S6N","7","6","0","Yes","1","0","1811","2017-10-16 16:07:59","4193"
"A1ZDR2UN7M92LI
","caus_thomas_fire_v5","39GAF6DQWR1NXPVBLQB6IAZWVXHV1X","3","9","0","No","1","1","1611","2017-10-16 16:08:00","4194"
"A21KXWKFWGBCZ3","caus_thomas_fire_v5","3M23Y66PO282CJF4X1II2J66443S6N","8","5","0","Yes","1","0","1800","2017-10-16 16:08:01","4195"
"A38ECJNH8AQKV4
","caus_thomas_fire_v5","3PQMUDRV7R7TBP79UQXTVKQO4XWIIF","0","5","0","No","1","0","8180","2017-10-16 16:08:02","4196"
"A1ZDR2UN7M92LI
","caus_thomas_fire_v5","39GAF6DQWR1NXPVBLQB6IAZWVXHV1X","4","8","0","No","1","1","1776","2017-10-16 16:08:03","4197"
"A21KXWKFWGBCZ3","caus_thomas_fire_v5","3M23Y66PO282CJF4X1II2J66443S6N","9","1","0","Yes","1","0","1979","2017-10-16 16:08:04","4198"
"A1P458P1C6JOXP","caus_thomas_fire_v5","3PB5A5BD0V7IQEKILBTTJJNZB4TG7Q","0","0","0","Yes","1","1","7563","2017-10-16 16:08:05","4199"
"A1ZDR2UN7M92LI
","caus_thomas_fire_v5","39GAF6DQWR1NXPVBLQB6IAZWVXHV1X","5","4","0","No","1","1","1312","2017-10-16 16:08:05","4200"
"A3K43RI91Y567E","caus_thomas_fire_v5","3FE7TXL1LIO2H2HQIVHAH6AT6BGQ2F","0","8","0","Yes","1","1","4880","2017-10-16 16:08:07","4201"
"A1ZDR2UN7M92LI
","caus_thomas_fire_v5","39GAF6DQWR1NXPVBLQB6IAZWVXHV1X","6","6","0","No","1","1","1361","2017-10-16 16:08:08","4202"
"A17J1CE7N49Z9D","caus_thomas_fire_v5","3K9FOBBF2HKNFRQ6C97YS8EX70KNLE","0","8","0","No","1","1","6736","2017-10-16 16:08:08","4203"
"A38ECJNH8AQKV4
","caus_thomas_fire_v5","3PQMUDRV7R7TBP79UQXTVKQO4XWIIF","1","9","0","No","1","0","5646","2017-10-16 16:08:09","4204"
"A1BEBN58T1E0TH","caus_thomas_fire_v5","3ZDAD0O1T1EGAYCFNOWYC1FC3RGXTB","0","4","0","No","1","1","4437","2017-10-16 16:08:12","4205"
"A1P458P1C6JOXP","caus_thomas_fire_v5","3PB5A5BD0V7IQEKILBTTJJNZB4TG7Q","1","8","0","Yes","1","1","6627","2017-10-16 16:08:12","4206"
"A17J1CE7N49Z9D","caus_thomas_fire_v5","3K9FOBBF2HKNFRQ6C97YS8EX70KNLE","1","4","0","Yes","0","1","3026","2017-10-16 16:08:12","4207"
"A3K43RI91Y567E","caus_thomas_fire_v5","3FE7TXL1LIO2H2HQIVHAH6AT6BGQ2F","1","7","0","Yes","1","1","4485","2017-10-16 16:08:13","4208"
"A1ZDR2UN7M92LI
","caus_thomas_fire_v5","39GAF6DQWR1NXPVBLQB6IAZWVXHV1X","7","1","0","No","0","1","4004","2017-10-16 16:08:13","4209"
"A38ECJNH8AQKV4
","caus_thomas_fire_v5","3PQMUDRV7R7TBP79UQXTVKQO4XWIIF","2","4","0","No","1","0","5337","2017-10-16 16:08:15","4210"
"A1BQCRF5Q76YFY
","caus_thomas_fire_v5","3PM8NZGV8YH3IIKN6K237W4PJKHXQX","0","5","0","Yes","1","0","5130","2017-10-16 16:08:15","4211"
"A1BEBN58T1E0TH","caus_thomas_fire_v5","3ZDAD0O1T1EGAYCFNOWYC1FC3RGXTB","1","9","0","No","1","1","2757","2017-10-16 16:08:15","4212"
"ADAGUJNWMEPT6","caus_thomas_fire_v5","339ANSOTR53KHKXXUTI58051W1LIKQ","0","7","0","Yes","1","1","7010","2017-10-16 16:08:15","4213"
"A1ZDR2UN7M92LI
","caus_thomas_fire_v5","39GAF6DQWR1NXPVBLQB6IAZWVXHV1X","8","3","0","Yes","1","1","3412","2017-10-16 16:08:17","4214"
"A3K43RI91Y567E","caus_thomas_fire_v5","3FE7TXL1LIO2H2HQIVHAH6AT6BGQ2F","2","3","0","Yes","1","1","3800","2017-10-16 16:08:18","4215"
"A1P458P1C6JOXP","caus_thomas_fire_v5","3PB5A5BD0V7IQEKILBTTJJNZB4TG7Q","2","1","0","Yes","1","1","4644","2017-10-16 16:08:18","4216"
"A1BQCRF5Q76YFY
","caus_thomas_fire_v5","3PM8NZGV8YH3IIKN6K237W4PJKHXQX","1","0","0","Yes","1","0","2494","2017-10-16 16:08:19","4217"
"A17J1CE7N49Z9D","caus_thomas_fire_v5","3K9FOBBF2HKNFRQ6C97YS8EX70KNLE","2","3","0","Yes","1","1","6319","2017-10-16 16:08:20","4218"
"A1ZDR2UN7M92LI
","caus_thomas_fire_v5","39GAF6DQWR1NXPVBLQB6IAZWVXHV1X","9","0","0","Yes","1","1","1543","2017-10-16 16:08:20","4219"
"A38ECJNH8AQKV4
","caus_thomas_fire_v5","3PQMUDRV7R7TBP79UQXTVKQO4XWIIF","3","3","0","Yes","1","0","4472","2017-10-16 16:08:20","4220"
"A1BEBN58T1E0TH","caus_thomas_fire_v5","3ZDAD0O1T1EGAYCFNOWYC1FC3RGXTB","2","1","0","Yes","1","1","4010","2017-10-16 16:08:21","4221"
"A191F96P1GIVKX","caus_thomas_fire_v5","34T446B1C0FRRR4TYQC1EDSX5YW0C1","0","4","0","No","1","0","8981","2017-10-16 16:08:21","4222"
"ADAGUJNWMEPT6","caus_thomas_fire_v5","339ANSOTR53KHKXXUTI58051W1LIKQ","1","3","0","Yes","1","1","4467","2017-10-16 16:08:21","4223"
"A23JA6ICO4BPQ5","caus_thomas_fire_v5","3483FV8BEEK97KY63M3CB1T26A562Z","0","0","0","Yes","1","0","3550","2017-10-16 16:08:21","4224"
"A1P458P1C6JOXP","caus_thomas_fire_v5","3PB5A5BD0V7IQEKILBTTJJNZB4TG7Q","3","7","0","Yes","1","1","2609","2017-10-16 16:08:22","4225"
"A3K43RI91Y567E","caus_thomas_fire_v5","3FE7TXL1LIO2H2HQIVHAH6AT6BGQ2F","3","2","0","No","1","1","3555","2017-10-16 16:08:22","4226"
"A1BQCRF5Q76YFY
","caus_thomas_fire_v5","3PM8NZGV8YH3IIKN6K237W4PJKHXQX","2","4","0","Yes","1","0","2038","2017-10-16 16:08:22","4227"
"A17J1CE7N49Z9D","caus_thomas_fire_v5","3K9FOBBF2HKNFRQ6C97YS8EX70KNLE","3","7","0","No","1","1","3147","2017-10-16 16:08:24","4228"
"A3GHK21QETWLZJ","caus_thomas_fire_v5","3LOZAJ85YDEMQZI249C2BE6M3E42XP","0","7","0","No","1","0","9260","2017-10-16 16:08:24","4229"
"AB5976B6VKZYC","caus_thomas_fire_v5","32UTUBMZ7GXOAND3NN4VOMC5H98VBG","0","3","0","Yes","1","0","8205","2017-10-16 16:08:24","4230"
"A1BEBN58T1E0TH","caus_thomas_fire_v5","3ZDAD0O1T1EGAYCFNOWYC1FC3RGXTB","3","2","0","No","1","1","2749","2017-10-16 16:08:24","4231"
"A23JA6ICO4BPQ5","caus_thomas_fire_v5","3483FV8BEEK97KY63M3CB1T26A562Z","1","5","0","No","1","0","2407","2017-10-16 16:08:25","4232"
"A1RXG8RE0SJ4LC","caus_thomas_fire_v5","3A0EX8ZRN8P5EH88SYRFVLGZZQAYBS","0","0","0","Yes","1","1","4239","2017-10-16 16:08:25","4233"
"A1BQCRF5Q76YFY
","caus_thomas_fire_v5","3PM8NZGV8YH3IIKN6K237W4PJKHXQX","3","3","0","Yes","1","0","2729","2017-10-16 16:08:25","4234"
"ADAGUJNWMEPT6","caus_thomas_fire_v5","339ANSOTR53KHKXXUTI58051W1LIKQ","2","1","0","Yes","1","1","3561","2017-10-16 16:08:26","4235"
"A191F96P1GIVKX","caus_thomas_fire_v5","34T446B1C0FRRR4TYQC1EDSX5YW0C1","1","3","0","Yes","1","0","4862","2017-10-16 16:08:27","4236"
"A1P458P1C6JOXP","caus_thomas_fire_v5","3PB5A5BD0V7IQEKILBTTJJNZB4TG7Q","4","2","0","No","1","1","4347","2017-10-16 16:08:27","4237"
"A3K43RI91Y567E","caus_thomas_fire_v5","3FE7TXL1LIO2H2HQIVHAH6AT6BGQ2F","4","4","0","Yes","1","1","3828","2017-10-16 16:08:27","4238"
"A38ECJNH8AQKV4
","caus_thomas_fire_v5","3PQMUDRV7R7TBP79UQXTVKQO4XWIIF","4","6","0","No","1","0","5807","2017-10-16 16:08:27","4239"
"A1BEBN58T1E0TH","caus_thomas_fire_v5","3ZDAD0O1T1EGAYCFNOWYC1FC3RGXTB","4","6","0","No","1","1","2427","2017-10-16 16:08:28","4240"
"A23JA6ICO4BPQ5","caus_thomas_fire_v5","3483FV8BEEK97KY63M3CB1T26A562Z","2","4","0","No","1","0","2723","2017-10-16 16:08:28","4241"
"A1CM612SSQU5L","caus_thomas_fire_v5","33NF62TLXJ3GCVH3CB35K1K19GAKJ4","0","1","0","Yes","1","0","7940","2017-10-16 16:08:29","4242"
"A1BQCRF5Q76YFY
","caus_thomas_fire_v5","3PM8NZGV8YH3IIKN6K237W4PJKHXQX","4","2","0","No","1","0","2418","2017-10-16 16:08:29","4243"
"A17J1CE7N49Z9D","caus_thomas_fire_v5","3K9FOBBF2HKNFRQ6C97YS8EX70KNLE","4","9","0","No","1","1","4213","2017-10-16 16:08:29","4244"
"A3GHK21QETWLZJ","caus_thomas_fire_v5","3LOZAJ85YDEMQZI249C2BE6M3E42XP","1","2","0","No","1","0","4019","2017-10-16 16:08:29","4245"
"A2R0Y8A3SSZ30S","caus_thomas_fire_v5","3R08VXYT7CWEN0AI0GXB5M9N5SJW75","0","5","0","No","1","1","3618","2017-10-16 16:08:30","4246"
"ADAGUJNWMEPT6","caus_thomas_fire_v5","339ANSOTR53KHKXXUTI58051W1LIKQ","3","0","0","Yes","1","1","3359","2017-10-16 16:08:30","4247"
"A1P458P1C6JOXP","caus_thomas_fire_v5","3PB5A5BD0V7IQEKILBTTJJNZB4TG7Q","5","9","0","Yes","1","1","2985","2017-10-16 16:08:31","4248"
"AB5976B6VKZYC","caus_thomas_fire_v5","32UTUBMZ7GXOAND3NN4VOMC5H98VBG","1","1","0","Yes","1","0","5769","2017-10-16 16:08:31","4249"
"AKPXWXJFLHM08","caus_thomas_fire_v5","39L1G8WVWQS3LGTS1G50ZF7D4DP137","0","3","0","No","0","0","12959","2017-10-16 16:08:31","4250"
"A1RXG8RE0SJ4LC","caus_thomas_fire_v5","3A0EX8ZRN8P5EH88SYRFVLGZZQAYBS","1","3","0","Yes","1","1","5055","2017-10-16 16:08:32","4251"
"A1BEBN58T1E0TH","caus_thomas_fire_v5","3ZDAD0O1T1EGAYCFNOWYC1FC3RGXTB","5","3","0","Yes","1","1","3081","2017-10-16 16:08:32","4252"
"A3K43RI91Y567E","caus_thomas_fire_v5","3FE7TXL1LIO2H2HQIVHAH6AT6BGQ2F","5","1","0","Yes","1","1","3890","2017-10-16 16:08:32","4253"
"A23JA6ICO4BPQ5","caus_thomas_fire_v5","3483FV8BEEK97KY63M3CB1T26A562Z","3","9","0","No","1","0","2561","2017-10-16 16:08:32","4254"
"A6B8DOH3KV5SL","caus_thomas_fire_v5","3QBD8R3Z21K9Z4JX7W8ULGCRBOUO41","0","0","0","Yes","1","1","8493","2017-10-16 16:08:32","4255"
"A1BQCRF5Q76YFY
","caus_thomas_fire_v5","3PM8NZGV8YH3IIKN6K237W4PJKHXQX","5","9","0","Yes","1","0","2002","2017-10-16 16:08:32","4256"
"A191F96P1GIVKX","caus_thomas_fire_v5","34T446B1C0FRRR4TYQC1EDSX5YW0C1","2","6","0","No","1","0","4719","2017-10-16 16:08:32","4257"
"A239EUWY6SNDEZ","caus_thomas_fire_v5","3HUTX6F6VUOZWQ4A3IP6S1FTRAZ2OK","0","4","0","No","1","1","5072","2017-10-16 16:08:34","4258"
"A1CM612SSQU5L","caus_thomas_fire_v5","33NF62TLXJ3GCVH3CB35K1K19GAKJ4","1","8","0","No","1","0","4435","2017-10-16 16:08:34","4259"
"AKPXWXJFLHM08","caus_thomas_fire_v5","39L1G8WVWQS3LGTS1G50ZF7D4DP137","1","7","0","No","0","0","2281","2017-10-16 16:08:34","4260"
"A3GHK21QETWLZJ","caus_thomas_fire_v5","3LOZAJ85YDEMQZI249C2BE6M3E42XP","2","4","0","No","1","0","4147","2017-10-16 16:08:34","4261"
"A1BQCRF5Q76YFY
","caus_thomas_fire_v5","3PM8NZGV8YH3IIKN6K237W4PJKHXQX","6","7","0","Yes","1","0","1562","2017-10-16 16:08:34","4262"
"A1P458P1C6JOXP","caus_thomas_fire_v5","3PB5A5BD0V7IQEKILBTTJJNZB4TG7Q","6","6","0","Yes","1","1","2588","2017-10-16 16:08:35","4263"
"A17J1CE7N49Z9D","caus_thomas_fire_v5","3K9FOBBF2HKNFRQ6C97YS8EX70KNLE","5","0","0","No","0","1","4666","2017-10-16 16:08:35","4264"
"AH31QLJ57XC8W","caus_thomas_fire_v5","39PAAFCODM1O697KN9VGOGIRNG8VT6","0","9","0","Yes","1","0","2332","2017-10-16 16:08:35","4265"
"A1RXG8RE0SJ4LC","caus_thomas_fire_v5","3A0EX8ZRN8P5EH88SYRFVLGZZQAYBS","2","4","0","Yes","1","1","2467","2017-10-16 16:08:35","4266"
"ADAGUJNWMEPT6","caus_thomas_fire_v5","339ANSOTR53KHKXXUTI58051W1LIKQ","4","5","0","Yes","1","1","4085","2017-10-16 16:08:35","4267"
"A38ECJNH8AQKV4
","caus_thomas_fire_v5","3PQMUDRV7R7TBP79UQXTVKQO4XWIIF","5","0","0","Yes","1","0","6947","2017-10-16 16:08:35","4268"
"A23JA6ICO4BPQ5","caus_thomas_fire_v5","3483FV8BEEK97KY63M3CB1T26A562Z","4","1","0","Yes","1","0","2643","2017-10-16 16:08:36","4269"
"A2R0Y8A3SSZ30S","caus_thomas_fire_v5","3R08VXYT7CWEN0AI0GXB5M9N5SJW75","1","4","0","No","1","1","5227","2017-10-16 16:08:36","4270"
"A1BEBN58T1E0TH","caus_thomas_fire_v5","3ZDAD0O1T1EGAYCFNOWYC1FC3RGXTB","6","0","0","Yes","1","1","3672","2017-10-16 16:08:36","4271"
"AB5976B6VKZYC","caus_thomas_fire_v5","32UTUBMZ7GXOAND3NN4VOMC5H98VBG","2","2","0","No","1","0","5112","2017-10-16 16:08:37","4272"
"A3K43RI91Y567E","caus_thomas_fire_v5","3FE7TXL1LIO2H2HQIVHAH6AT6BGQ2F","6","0","0","Yes","1","1","4454","2017-10-16 16:08:37","4273"
"A1BQCRF5Q76YFY
","caus_thomas_fire_v5","3PM8NZGV8YH3IIKN6K237W4PJKHXQX","7","6","0","Yes","1","0","2092","2017-10-16 16:08:38","4274"
"A6B8DOH3KV5SL","caus_thomas_fire_v5","3QBD8R3Z21K9Z4JX7W8ULGCRBOUO41","1","6","0","No","1","1","4856","2017-10-16 16:08:38","4275"
"AS3YLN1NMQ3T9","caus_thomas_fire_v5","3VNXK88KKCJ5MUY6P3QZXGHFT95V96","0","4","0","No","1","0","5289","2017-10-16 16:08:38","4276"
"ADAGUJNWMEPT6","caus_thomas_fire_v5","339ANSOTR53KHKXXUTI58051W1LIKQ","5","9","0","Yes","1","1","2306","2017-10-16 16:08:38","4277"
"A1RXG8RE0SJ4LC","caus_thomas_fire_v5","3A0EX8ZRN8P5EH88SYRFVLGZZQAYBS","3","5","0","Yes","1","1","2352","2017-10-16 16:08:38","4278"
"A23JA6ICO4BPQ5","caus_thomas_fire_v5","3483FV8BEEK97KY63M3CB1T26A562Z","5","7","0","No","1","0","2065","2017-10-16 16:08:39","4279"
"A3GHK21QETWLZJ","caus_thomas_fire_v5","3LOZAJ85YDEMQZI249C2BE6M3E42XP","3","3","0","Yes","1","0","3259","2017-10-16 16:08:39","4280"
"A17J1CE7N49Z9D","caus_thomas_fire_v5","3K9FOBBF2HKNFRQ6C97YS8EX70KNLE","6","6","0","No","1","1","3177","2017-10-16 16:08:39","4281"
"AKPXWXJFLHM08","caus_thomas_fire_v5","39L1G8WVWQS3LGTS1G50ZF7D4DP137","2","8","0","Yes","1","0","3991","2017-10-16 16:08:39","4282"
"A1BEBN58T1E0TH","caus_thomas_fire_v5","3ZDAD0O1T1EGAYCFNOWYC1FC3RGXTB","7","5","0","No","1","1","1973","2017-10-16 16:08:39","4283"
"A239EUWY6SNDEZ","caus_thomas_fire_v5","3HUTX6F6VUOZWQ4A3IP6S1FTRAZ2OK","1","2","0","No","1","1","4454","2017-10-16 16:08:39","4284"
"A191F96P1GIVKX","caus_thomas_fire_v5","34T446B1C0FRRR4TYQC1EDSX5YW0C1","3","1","0","Yes","1","0","6363","2017-10-16 16:08:40","4285"
"A1CM612SSQU5L","caus_thomas_fire_v5","33NF62TLXJ3GCVH3CB35K1K19GAKJ4","2","7","0","No","1","0","4918","2017-10-16 16:08:40","4286"
"A241PV6A122I5X","caus_thomas_fire_v5","3VBEN272MK049C4A9ER4EAJVYI6SGP","0","9","0","No","1","1","4520","2017-10-16 16:08:40","4287"
"A1BQCRF5Q76YFY
","caus_thomas_fire_v5","3PM8NZGV8YH3IIKN6K237W4PJKHXQX","8","8","0","Yes","1","0","1929","2017-10-16 16:08:40","4288"
"A3K43RI91Y567E","caus_thomas_fire_v5","3FE7TXL1LIO2H2HQIVHAH6AT6BGQ2F","7","5","0","Yes","1","1","2264","2017-10-16 16:08:41","4289"
"A2R0Y8A3SSZ30S","caus_thomas_fire_v5","3R08VXYT7CWEN0AI0GXB5M9N5SJW75","2","9","0","No","1","1","4197","2017-10-16 16:08:41","4290"
"A1P458P1C6JOXP","caus_thomas_fire_v5","3PB5A5BD0V7IQEKILBTTJJNZB4TG7Q","7","3","0","Yes","1","1","5649","2017-10-16 16:08:41","4291"
"AH31QLJ57XC8W","caus_thomas_fire_v5","39PAAFCODM1O697KN9VGOGIRNG8VT6","1","8","0","Yes","1","0","5491","2017-10-16 16:08:41","4292"
"A3IR7DFEKLLLO","caus_thomas_fire_v5","386PBUZZXFYRW1ZLXBF6Z1XGYGFLJ8","0","9","0","Yes","1","0","4642","2017-10-16 16:08:41","4293"
"A1RXG8RE0SJ4LC","caus_thomas_fire_v5","3A0EX8ZRN8P5EH88SYRFVLGZZQAYBS","4","2","0","No","1","1","2210","2017-10-16 16:08:42","4294"
"A3TK7HVFEKB00R","caus_thomas_fire_v5","33C7UALJVLZPMDZYDX0WQWFOKZH816","0","3","0","Yes","1","1","5476","2017-10-16 16:08:42","4295"
"AB5976B6VKZYC","caus_thomas_fire_v5","32UTUBMZ7GXOAND3NN4VOMC5H98VBG","3","6","0","Yes","1","0","3900","2017-10-16 16:08:42","4296"
"AGON2ML5JT2OI","caus_thomas_fire_v5","3Y5140Z9DXHLSBUD7LND4HR0QBRIPR","0","2","0","No","1","0","5249","2017-10-16 16:08:42","4297"
"ADAGUJNWMEPT6","caus_thomas_fire_v5","339ANSOTR53KHKXXUTI58051W1LIKQ","6","6","0","Yes","1","1","3318","2017-10-16 16:08:43","4298"
"A1BEBN58T1E0TH","caus_thomas_fire_v5","3ZDAD0O1T1EGAYCFNOWYC1FC3RGXTB","8","8","0","No","1","1","2352","2017-10-16 16:08:43","4299"
"AKPXWXJFLHM08","caus_thomas_fire_v5","39L1G8WVWQS3LGTS1G50ZF7D4DP137","3","5","0","Yes","1","0","2258","2017-10-16 16:08:43","4300"
"A23JA6ICO4BPQ5","caus_thomas_fire_v5","3483FV8BEEK97KY63M3CB1T26A562Z","6","6","0","No","1","0","3490","2017-10-16 16:08:43","4301"
"A1BQCRF5Q76YFY
","caus_thomas_fire_v5","3PM8NZGV8YH3IIKN6K237W4PJKHXQX","9","1","0","Yes","1","0","1597","2017-10-16 16:08:43","4302"
"A6B8DOH3KV5SL","caus_thomas_fire_v5","3QBD8R3Z21K9Z4JX7W8ULGCRBOUO41","2","4","0","No","1","1","4480","2017-10-16 16:08:43","4303"
"A38ECJNH8AQKV4
","caus_thomas_fire_v5","3PQMUDRV7R7TBP79UQXTVKQO4XWIIF","6","8","0","No","1","0","7293","2017-10-16 16:08:43","4304"
"A3K43RI91Y567E","caus_thomas_fire_v5","3FE7TXL1LIO2H2HQIVHAH6AT6BGQ2F","8","6","0","Yes","1","1","2235","2017-10-16 16:08:44","4305"
"A3JGW4RGO86NPX","caus_thomas_fire_v5","32AT8R96GLANEU55TJGLIPKM7QLSUP","0","7","0","No","1","1","5755","2017-10-16 16:08:44","4306"
"A1RXG8RE0SJ4LC","caus_thomas_fire_v5","3A0EX8ZRN8P5EH88SYRFVLGZZQAYBS","5","9","0","Yes","1","1","1938","2017-10-16 16:08:44","4307"
"A191F96P1GIVKX","caus_thomas_fire_v5","34T446B1C0FRRR4TYQC1EDSX5YW0C1","4","5","0","No","1","0","3690","2017-10-16 16:08:45","4308"
"A241PV6A122I5X","caus_thomas_fire_v5","3VBEN272MK049C4A9ER4EAJVYI6SGP","1","1","0","Yes","1","1","3682","2017-10-16 16:08:45","4309"
"A239EUWY6SNDEZ","caus_thomas_fire_v5","3HUTX6F6VUOZWQ4A3IP6S1FTRAZ2OK","2","0","0","Yes","1","1","4512","2017-10-16 16:08:45","4310"
"AS3YLN1NMQ3T9","caus_thomas_fire_v5","3VNXK88KKCJ5MUY6P3QZXGHFT95V96","1","7","0","No","1","0","5657","2017-10-16 16:08:45","4311"
"A1P458P1C6JOXP","caus_thomas_fire_v5","3PB5A5BD0V7IQEKILBTTJJNZB4TG7Q","8","5","0","Yes","1","1","2889","2017-10-16 16:08:45","4312"
"A3IR7DFEKLLLO","caus_thomas_fire_v5","386PBUZZXFYRW1ZLXBF6Z1XGYGFLJ8","1","7","0","Yes","1","0","2997","2017-10-16 16:08:45","4313"
"A1WPXQWFALCA65","caus_thomas_fire_v5","3MAOD8E57QBIFL7VQSAM329KE9UNX0","0","5","0","No","1","0","7668","2017-10-16 16:08:46","4314"
"A1BEBN58T1E0TH","caus_thomas_fire_v5","3ZDAD0O1T1EGAYCFNOWYC1FC3RGXTB","9","7","0","No","1","1","1975","2017-10-16 16:08:46","4315"
"AKPXWXJFLHM08","caus_thomas_fire_v5","39L1G8WVWQS3LGTS1G50ZF7D4DP137","4","4","0","No","0","0","2505","2017-10-16 16:08:46","4316"
"A17J1CE7N49Z9D","caus_thomas_fire_v5","3K9FOBBF2HKNFRQ6C97YS8EX70KNLE","7","5","0","No","1","1","6502","2017-10-16 16:08:46","4317"
"A23JA6ICO4BPQ5","caus_thomas_fire_v5","3483FV8BEEK97KY63M3CB1T26A562Z","7","2","0","No","1","0","2242","2017-10-16 16:08:46","4318"
"AB5976B6VKZYC","caus_thomas_fire_v5","32UTUBMZ7GXOAND3NN4VOMC5H98VBG","4","9","0","Yes","1","0","3391","2017-10-16 16:08:46","4319"
"A3TK7HVFEKB00R","caus_thomas_fire_v5","33C7UALJVLZPMDZYDX0WQWFOKZH816","1","6","0","No","0","1","3787","2017-10-16 16:08:46","4320"
"A1CM612SSQU5L","caus_thomas_fire_v5","33NF62TLXJ3GCVH3CB35K1K19GAKJ4","3","9","0","No","1","0","5357","2017-10-16 16:08:47","4321"
"A3GHK21QETWLZJ","caus_thomas_fire_v5","3LOZAJ85YDEMQZI249C2BE6M3E42XP","4","6","0","No","1","0","6921","2017-10-16 16:08:47","4322"
"A1RXG8RE0SJ4LC","caus_thomas_fire_v5","3A0EX8ZRN8P5EH88SYRFVLGZZQAYBS","6","7","0","Yes","1","1","1250","2017-10-16 16:08:47","4323"
"ADAGUJNWMEPT6","caus_thomas_fire_v5","339ANSOTR53KHKXXUTI58051W1LIKQ","7","8","0","Yes","1","1","3391","2017-10-16 16:08:47","4324"
"A3K43RI91Y567E","caus_thomas_fire_v5","3FE7TXL1LIO2H2HQIVHAH6AT6BGQ2F","9","9","0","Yes","1","1","2381","2017-10-16 16:08:47","4325"
"A6B8DOH3KV5SL","caus_thomas_fire_v5","3QBD8R3Z21K9Z4JX7W8ULGCRBOUO41","3","3","0","Yes","1","1","3697","2017-10-16 16:08:48","4326"
"AGON2ML5JT2OI","caus_thomas_fire_v5","3Y5140Z9DXHLSBUD7LND4HR0QBRIPR","1","0","0","Yes","1","0","4976","2017-10-16 16:08:48","4327"
"AH31QLJ57XC8W","caus_thomas_fire_v5","39PAAFCODM1O697KN9VGOGIRNG8VT6","2","5","0","No","0","0","5977","2017-10-16 16:08:48","4328"
"A191F96P1GIVKX","caus_thomas_fire_v5","34T446B1C0FRRR4TYQC1EDSX5YW0C1","5","9","0","No","1","0","2858","2017-10-16 16:08:48","4329"
"A1P458P1C6JOXP","caus_thomas_fire_v5","3PB5A5BD0V7IQEKILBTTJJNZB4TG7Q","9","4","0","Yes","1","1","2327","2017-10-16 16:08:49","4330"
"A241PV6A122I5X","caus_thomas_fire_v5","3VBEN272MK049C4A9ER4EAJVYI6SGP","2","6","0","No","1","1","2709","2017-10-16 16:08:49","4331"
"AKPXWXJFLHM08","caus_thomas_fire_v5","39L1G8WVWQS3LGTS1G50ZF7D4DP137","5","9","0","No","0","0","1767","2017-10-16 16:08:49","4332"
"A1RXG8RE0SJ4LC","caus_thomas_fire_v5","3A0EX8ZRN8P5EH88SYRFVLGZZQAYBS","7","8","0","Yes","1","1","1330","2017-10-16 16:08:49","4333"
"A2R0Y8A3SSZ30S","caus_thomas_fire_v5","3R08VXYT7CWEN0AI0GXB5M9N5SJW75","3","6","0","No","1","1","7248","2017-10-16 16:08:49","4334"
"A23JA6ICO4BPQ5","caus_thomas_fire_v5","3483FV8BEEK97KY63M3CB1T26A562Z","8","8","0","No","1","0","2154","2017-10-16 16:08:50","4335"
"A239EUWY6SNDEZ","caus_thomas_fire_v5","3HUTX6F6VUOZWQ4A3IP6S1FTRAZ2OK","3","7","0","No","1","1","3904","2017-10-16 16:08:50","4336"
