"subject","version","assignmentId","guess1","guess2","guess3","cc1","cc2","cc3","experienced","instructions_time","total_time","stamp","id"
"A3GHK21QETWLZJ","caus_thomas_fire_v5","3LOZAJ85YDEMQZI249C2BE6M3E42XP","0","0","0","No","Yes","No","No","42517","135012","2017-10-16 16:09:46","2760"
"ADLF8HVS3C7IL","caus_thomas_fire_v5","3QXNC7EIPIWPTTXQM62ACNRPZDT90T","0","0","0","Not sure","No","Yes","No","24246","88324","2017-10-16 16:09:51","2761"
"A191F96P1GIVKX","caus_thomas_fire_v5","34T446B1C0FRRR4TYQC1EDSX5YW0C1","0","0","0","No","Yes","No","No","49356","157388","2017-10-16 16:09:59","2762"
"A6B8DOH3KV5SL","caus_thomas_fire_v5","3QBD8R3Z21K9Z4JX7W8ULGCRBOUO41","0","0","0","No","No","Yes","No","46250","144064","2017-10-16 16:10:00","2763"
"A3EPDU2O2JMR50","caus_thomas_fire_v5","3SBEHTYCWN4F1PMEY8JWH8KCUGUIYL","0","0","0","Yes","Yes","No","No","77696","152206","2017-10-16 16:10:03","2764"
"AGON2ML5JT2OI","caus_thomas_fire_v5","3Y5140Z9DXHLSBUD7LND4HR0QBRIPR","0","0","0","Yes","Yes","Yes","No","62476","161394","2017-10-16 16:10:15","2765"
"A26EZ702FBTS56","caus_thomas_fire_v5","3ZY8KE4ISJ4BETFS651LJB74399QVN","0","0","0","Yes","Yes","No","No","29276","101547","2017-10-16 16:10:15","2766"
"AS3YLN1NMQ3T9","caus_thomas_fire_v5","3VNXK88KKCJ5MUY6P3QZXGHFT95V96","0","0","0","No","Yes","No","Yes","68863","175653","2017-10-16 16:10:19","2767"
"A26SF9CTNKKBYB","caus_thomas_fire_v5","3S96KQ6I9M52CS7YWOVMIUCKN95DTQ","0","0","0","No","Yes","No","No","42657","123549","2017-10-16 16:10:22","2768"
"A2UVD05SNXJBTF","caus_thomas_fire_v5","39GAF6DQWR1NXPVBLQB6IAZWVXI1V4","0","0","0","Yes","Yes","No","No","38858","117358","2017-10-16 16:10:25","2769"
"A24ZAX5O63WVNI","caus_thomas_fire_v5","34Z02EIMISE8D864KC7R3NS1TKVT0C","0","0","0","Yes","Yes","No","No","56679","145646","2017-10-16 16:10:25","2770"
"AKY00Z7IB63UV","caus_thomas_fire_v5","3YGXWBAF70I8QFMUHRZ3QGIAMAC4CL","0","0","0","No","No","Yes","No","48476","124037","2017-10-16 16:10:25","2771"
"A389LTO1Q8DAKN","caus_thomas_fire_v5","3WMOAN2SRBYQBW20QD94FHCZYYMNVX","0","0","0","No","Yes","No","No","58063","148650","2017-10-16 16:10:27","2772"
"A3JGW4RGO86NPX","caus_thomas_fire_v5","32AT8R96GLANEU55TJGLIPKM7QLSUP","0","0","0","No","No","Yes","No","68115","179736","2017-10-16 16:10:29","2773"
"A39ROW50DWRRKT","caus_thomas_fire_v5","3ON104KXQKXH4DSZYIZ42APDEQTW4L","0","0","0","Yes","No","Yes","Yes","40627","116898","2017-10-16 16:10:31","2774"
"A1L2N1X8U8Z3W7","caus_thomas_fire_v5","35LDD5557A56D3NOF8GX0TCIDA6MKB","0","0","0","Yes","No","Yes","Yes","28921","91533","2017-10-16 16:10:33","2775"
"A1WPXQWFALCA65","caus_thomas_fire_v5","3MAOD8E57QBIFL7VQSAM329KE9UNX0","0","0","0","Not sure","Not sure","Not sure","No","60752","178465","2017-10-16 16:10:35","2776"
"A2B6PP2KXD19N6","caus_thomas_fire_v5","3R5F3LQFV2LP217MSPYKFCP0CJXZOO","0","0","0","No","No","Yes","Yes","38069","120133","2017-10-16 16:10:36","2777"
" AOTUGFGVVZMSQ","caus_thomas_fire_v5","38JBBYETQOBNND68DI5YG4ID7MP4EE","0","0","0","Yes","No","Yes","Yes","47244","139980","2017-10-16 16:10:43","2778"
"AWDU600NXZ26L","caus_thomas_fire_v5","32EYX73OY0ABDF5SEUGGSFFQLO2UR3","0","0","0","Yes","No","Yes","Not sure","56436","163197","2017-10-16 16:10:45","2779"
"A2FOOQ0376XKCO","caus_thomas_fire_v5","3X3OR7WPZZ12CK3267IFABO2I5M8LC","0","0","0","Yes","No","Yes","No","49898","151678","2017-10-16 16:10:47","2780"
"A0657006AJFWB5ZA91B2","caus_thomas_fire_v5","354GIDR5ZB77XZ9DMAJHJCQWW9Z008","0","0","0","Yes","No","Yes","No","70766","174049","2017-10-16 16:10:48","2781"
"A36W1S4Z2LSNTC","caus_thomas_fire_v5","3LO69W1SU3EH5Z9KP5U32O506OZGL0","0","0","0","Yes","Yes","No","No","41852","127166","2017-10-16 16:10:50","2782"
"A2CY1G4VJV3G85","caus_thomas_fire_v5","3G2UL9A02DFGTLVC9YK77SAAHQR67F","0","0","0","Yes","No","Yes","No","35868","161926","2017-10-16 16:10:51","2783"
"A2EBNMFLUR2SQF","caus_thomas_fire_v5","3LWJHTCVCCNMIWT26QWH1P4IFFLQFZ","0","0","0","Not sure","Yes","No","No","89741","167224","2017-10-16 16:10:54","2784"
"A1EJS3MIGVI4M6","caus_thomas_fire_v5","3QAPZX2QN4EET9CR1XNV20JBT7J02S","0","0","0","No","Yes","No","No","81253","213154","2017-10-16 16:10:54","2785"
"A2P5IL629E7EC8","caus_thomas_fire_v5","326O153BMIZ0N9P16T6RJ8CJKZIED1","0","0","0","No","No","Yes","No","49125","129570","2017-10-16 16:10:54","2786"
"A3QN9B9ZS1CWWM","caus_thomas_fire_v5","3U4J9857OECMZXC75P1FI8W2VR2B75","0","0","0","No","Yes","No","No","61543","150772","2017-10-16 16:10:54","2787"
"A2HIPDBIQTFGAX","caus_thomas_fire_v5","374TNBHA8BWSINAXBGO5QABYLQBYQ4","0","0","0","No","No","Yes","Yes","58029","135361","2017-10-16 16:11:03","2788"
"AK9XE112RZO6Q","caus_thomas_fire_v5","3NQL1CS15R9KNV6EXFIFWXA62IQYVY","0","0","0","No","No","No","No","49745","117651","2017-10-16 16:11:08","2789"
"A24DSECWUBZC0Z","caus_thomas_fire_v5","3BEFOD78W6ULZ1YLUGTHTCNMGOG4M3","0","0","0","No","Yes","No","Not sure","51054","139643","2017-10-16 16:11:08","2790"
"A3PV8HAHROZ3RY","caus_thomas_fire_v5","32KTQ2V7RDGMW74XBBP8AKY22GU9M4","0","0","0","No","Yes","No","No","43989","132040","2017-10-16 16:11:12","2791"
"A30R3WV69IZX6I","caus_thomas_fire_v5","30LB5CDZNCB4ZKF3Q4W9PBTIEGI0Z0","0","0","0","No","Yes","No","No","74585","192333","2017-10-16 16:11:18","2792"
"A2UKVP21FXQ5BA
","caus_thomas_fire_v5","33LKR6A5KEL8KXRMGVBRHSBBYC21TO","0","0","0","No","Yes","No","No","44246","162208","2017-10-16 16:11:21","2793"
"A1CM612SSQU5L","caus_thomas_fire_v5","33NF62TLXJ3GCVH3CB35K1K19GAKJ4","0","0","0","No","Yes","No","No","51600","233017","2017-10-16 16:11:21","2794"
"A1SHLCA57M79E6","caus_thomas_fire_v5","3ZGVPD4G6TI5FTCUO6KJ9MVNBRETZ4","0","0","0","Yes","Yes","Yes","Yes","58818","173686","2017-10-16 16:11:24","2795"
"A1153ONO49N24LO","caus_thomas_fire_v5","3ITXP059PWKE0EUBHKC7BNBBQANSJT","0","0","0","Yes","No","Yes","No","108497","255123","2017-10-16 16:11:32","2796"
"A1BAEFJ2OG7NJ0","caus_thomas_fire_v5","3TMFV4NEP8FINEF1ALPHJM5IGCPW8S","0","0","0","Yes","No","Yes","No","81486","199124","2017-10-16 16:11:33","2797"
"A1R37XA9QPSIAN","caus_thomas_fire_v5","30BUDKLTXDW5JWA8RNO8LWOR7IKE5T","0","0","0","No","No","Yes","No","59463","171705","2017-10-16 16:11:33","2798"
"A25NRZFFVPNH1B","caus_thomas_fire_v5","3R2PKQ87NW9F78X0F5VLNDX5L6HMI0","0","0","0","No","Yes","No","No","53804","160844","2017-10-16 16:11:41","2799"
"A2PDDOU75JXTN7","caus_thomas_fire_v5","3R6BYFZZP7D6RTUES4R9VX0BCI9FXM","0","0","0","Yes","Yes","No","Yes","40156","122744","2017-10-16 16:11:42","2800"
"A2K7AVZWEC9B14","caus_thomas_fire_v5","3LO69W1SU3EH5Z9KP5U32O506OYLG4","0","0","0","Yes","Yes","No","No","89514","217968","2017-10-16 16:11:43","2801"
"A3O3RIY1ELZ6YR","caus_thomas_fire_v5","3Z2R0DQ0JHFDKZRL94MANPLFN8TE2S","0","0","0","Yes","No","Yes","No","92261","187195","2017-10-16 16:11:49","2802"
"A2E2UARVOVDR9Y","caus_thomas_fire_v5","3FTOP5WARFPEZ5AZ8ITN1H5SVI4J0X","0","0","0","Not sure","No","Yes","No","97189","265907","2017-10-16 16:11:50","2803"
"A6VQ0UN0ETESM","caus_thomas_fire_v5","3Z9WI9EOZZPKLPMDOB0K8O4MWO6KHZ","0","0","0","Yes","Yes","No","No","72618","256689","2017-10-16 16:11:52","2804"
"A1CC1ESUM2JWJ2
","caus_thomas_fire_v5","3E4GGUZ1T8SG6ZJV5QXDLKYK75PK2I","0","0","0","No","Yes","No","No","64025","128476","2017-10-16 16:11:52","2805"
"A2UGM73EHLK6XI","caus_thomas_fire_v5","324G5B4FB39LFA9X794QYR0J4N570F","0","0","0","Yes","Yes","No","No","57372","187171","2017-10-16 16:11:55","2806"
"AG1G5IA3P606T","caus_thomas_fire_v5","3FE7TXL1LIO2H2HQIVHAH6AT6BHQ2G","0","0","0","No","No","Yes","No","46288","135243","2017-10-16 16:11:58","2807"
"A1PKCBFB4QY19G","caus_thomas_fire_v5","3CPLWGV3MO0SEPPXNC48NZN2764N9I","0","0","0","Yes","No","Yes","Yes","44867","123605","2017-10-16 16:12:00","2808"
"A18RC3AV8098WD","caus_thomas_fire_v5","3OS4RQUCR9GZEQRDN8ZR609JTFLBF9","0","0","0","No","Yes","No","No","54250","162559","2017-10-16 16:12:01","2809"
"A2EP2TI8HE8EGK","caus_thomas_fire_v5","3KB8R4ZV1E85SQN8YS59OL9VUULGBD","0","0","0","Yes","Yes","No","Yes","40879","115175","2017-10-16 16:12:02","2810"
"A3445FTO62DGIX","caus_thomas_fire_v5","3TE22NPXPBD5VB9FOCTL7I6MUXV448","0","0","0","No","Yes","No","No","71199","207478","2017-10-16 16:12:02","2811"
"A1A8VMLJFFGCB6","caus_thomas_fire_v5","34MAJL3QP4OKDFQBOYO2XDEGGXZ34M","0","0","0","No","No","Yes","No","75283","176649","2017-10-16 16:12:03","2812"
"A3RBT1V8BGYB2K","caus_thomas_fire_v5","3EFVCAY5L3AWHUF23M62UWBAEGH8JA","0","0","0","No","Yes","No","No","44012","115607","2017-10-16 16:12:06","2813"
"A1QUBLZCONL4QD","caus_thomas_fire_v5","3S0TNUHWKTJJE8FATQKRRYGX9WK8DW","0","0","0","Yes","No","No","No","52018","206093","2017-10-16 16:12:09","2814"
"A2MQGU4NZZ8V0H
","caus_thomas_fire_v5","31IBVUNM9S0EN4PJSPQR7C3QW71FVJ","0","0","0","Yes","No","Yes","Yes","63843","157538","2017-10-16 16:12:09","2815"
"ADA0ASXIKB9C2","caus_thomas_fire_v5","39L1G8WVWQS3LGTS1G50ZF7D4DP319","0","0","0","No","Yes","No","No","72372","214909","2017-10-16 16:12:13","2816"
"A23JA6ICO4BPQ5","caus_thomas_fire_v5","3483FV8BEEK97KY63M3CB1T26A562Z","0","0","0","No","Yes","No","No","24265","260698","2017-10-16 16:12:13","2817"
"ALW83OCVEWDHC","caus_thomas_fire_v5","3LS2AMNW5FRGO96V5TF7OJDW7GDQOM","0","0","0","Yes","Yes","Yes","No","41349","120933","2017-10-16 16:12:13","2818"
"ANPTDUX6LOGYY","caus_thomas_fire_v5","35GMH2SV3EIRR6GQW2K7U2OIODOOE7","0","0","0","No","Yes","No","No","101571","199320","2017-10-16 16:12:14","2819"
"A3I840ZRUE0ATX","caus_thomas_fire_v5","3K2755HG5S4STNPX14QX1QXJW0XFDK","0","0","0","Yes","No","Yes","Not sure","56609","174549","2017-10-16 16:12:14","2820"
"A26XF8O4XRL8JA
","caus_thomas_fire_v5","3SB4CE2TJVWBV2D6HO5HHWPKF2WAX4","0","0","0","Yes","Yes","No","Yes","94276","226204","2017-10-16 16:12:15","2821"
"ASXN1TE7TSOMU","caus_thomas_fire_v5","34PGFRQONOC77VBK1PM88CEWWNJWJC","0","0","0","No","No","Yes","Not sure","108125","247398","2017-10-16 16:12:19","2822"
"A2FPCCVXZWHGZF","caus_thomas_fire_v5","3TVRFO09GKGSRL4AEFU7QA5V9EVXL9","0","0","0","No","No","Yes","No","37281","127510","2017-10-16 16:12:23","2823"
" A3QYQSFE594CV6
","caus_thomas_fire_v5","3L0KT67Y8EH4V3PA3KDALAQZ3EWYST","0","0","0","Yes","Yes","No","No","80440","236953","2017-10-16 16:12:23","2824"
"A397157QX8JVSQ","caus_thomas_fire_v5","3Z4XG4ZF48SXCEKRKQL3L5JPPEW8XY","0","0","0","No","Yes","No","Yes","104168","224476","2017-10-16 16:12:23","2825"
"A3DFMWYTKJ57L","caus_thomas_fire_v5","3X65QVEQI0O4ONTFNJYKCXKL8W7CLM","0","0","0","Yes","Yes","No","Yes","55909","163472","2017-10-16 16:12:24","2826"
"ASLGHXA4453BQ","caus_thomas_fire_v5","34BBWHLWHACBCKREJ718WBZWJ8VWI1","0","0","0","Yes","Yes","No","No","38202","103243","2017-10-16 16:12:27","2827"
"A3ANNQ73J8M158","caus_thomas_fire_v5","3SPJ0334214BW06KGQ4WT9ZC7VJYJD","0","0","0","Yes","Yes","No","No","32375","90667","2017-10-16 16:12:29","2828"
"A1ESYH06VN3H8U","caus_thomas_fire_v5","3TR2532VIPV9DGWEA794AIFJ8LR6JM","0","0","0","Yes","No","Yes","No","86806","235312","2017-10-16 16:12:31","2829"
"AV0NB9Q2CBS88","caus_thomas_fire_v5","3OF2M9AATGP6CAM7UX6R8V8RSENZK4","0","0","0","No","No","Yes","No","76501","215887","2017-10-16 16:12:34","2830"
"A1S624VSVI32QZ","caus_thomas_fire_v5","3WYP994K17SZ85RDW7A7K5U7LP0Y68","0","0","0","Yes","No","Yes","No","45046","115055","2017-10-16 16:12:36","2831"
"A3V8C77FN4FLUA","caus_thomas_fire_v5","3UNH76FOCS61X8C5JNHO91RTBPFMY6","0","0","0","Yes","Yes","No","No","45192","136519","2017-10-16 16:12:37","2832"
"A11WCFPJSR5VZP","caus_thomas_fire_v5","3RGU30DZTA9B2JH6XNGLZEC5YL6MJC","0","0","0","Yes","No","Yes","No","63954","174324","2017-10-16 16:12:48","2833"
"A1DBCHREMYNOVT
","caus_thomas_fire_v5","3UOUJI6MTDFVABR4NTM8HX1EM5OUX0","0","0","0","No","Yes","No","Yes","59299","161202","2017-10-16 16:12:50","2834"
"A26ZENZ5G8AEGM","caus_thomas_fire_v5","3B4YI393V9X7ZHD14ELL3O2YMT1SSA","0","0","0","Yes","No","Yes","No","64054","157653","2017-10-16 16:12:51","2835"
"AT2C9OU6PE4T7","caus_thomas_fire_v5","3QL2OFSM96JUCNW0ZWEZPPOADR7NCZ","0","0","0","No","Yes","No","Yes","32368","84034","2017-10-16 16:13:00","2836"
"A3JK4DZ95IXN5P","caus_thomas_fire_v5","323Q6SJS8IH953UZN09NSBCHOSQFHT","0","0","0","Yes","No","Yes","No","89795","223150","2017-10-16 16:13:01","2837"
"A18VPS125O9ZE4","caus_thomas_fire_v5","3X0H8UUIT1P06YUAOJVM0D5JS6WSWO","0","0","0","No","No","Yes","No","67747","293582","2017-10-16 16:13:03","2838"
"A3NBJ86JRU3JQV


","caus_thomas_fire_v5","3DOCMVPBTNFD3RTROMND50IMCVLNNH","0","0","0","No","Yes","No","Not sure","46459","156920","2017-10-16 16:13:04","2839"
"A3UDXVVGJ88LS2","caus_thomas_fire_v5","3TXMY6UCAEPFFK9SFO6GTJJFI2UQCP","0","0","0","Yes","No","Yes","Not sure","61718","187045","2017-10-16 16:13:04","2840"
"A3PIAHR6PGXZNT","caus_thomas_fire_v5","3U5NZHP4LR3LWGJT135S45QLQYDPH6","0","0","0","Yes","Yes","No","Not sure","31318","133129","2017-10-16 16:13:08","2841"
"AD368A1RHHRC3","caus_thomas_fire_v5","3ZQIG0FLQEHGYQBEIE0RB0PQRARVWX","0","0","0","No","No","Yes","No","52159","142322","2017-10-16 16:13:09","2842"
"A1GBIPUXXESXWX","caus_thomas_fire_v5","3IFS6Q0HJIKI53A5Z2R7ZMWBDVZSII","0","0","0","Yes","Yes","Not sure","Yes","55828","138269","2017-10-16 16:13:10","2843"
"A1EIVUU0RIGPFT","caus_thomas_fire_v5","3CFVK00FWLMF86KEDSLHQXSBCAVL62","0","0","0","Yes","Yes","No","No","35392","142889","2017-10-16 16:13:10","2844"
"A3P2CJ0JSJP26L","caus_thomas_fire_v5","3DEL4X4EL6MCRKB9XUJXKI7RITZYX2","0","0","0","No","No","Yes","No","29158","101585","2017-10-16 16:13:11","2845"
"A3FCZNB9E8K3CX","caus_thomas_fire_v5","3YT88D1N08Z5RHFE9QBI4U3CDJP3KC","0","0","0","No","Yes","No","No","39453","115619","2017-10-16 16:13:12","2846"
"A2XTKDNUT24SE1","caus_thomas_fire_v5","3FPRZHYEPY8J7S9Q8UPP63ETTHX3VZ","0","0","0","Yes","Yes","No","No","43131","113891","2017-10-16 16:13:13","2847"
"A193FEHCOS0E2J","caus_thomas_fire_v5","3IAEQB9FMELU49BSRT0X5EJJR3NDWG","0","0","0","No","Yes","No","Yes","52678","131414","2017-10-16 16:13:15","2848"
"A1MA9Y6WVISU8H","caus_thomas_fire_v5","3ZOTGHDK5ICS1PL8XX4CJJSXP4YSOD","0","0","0","Yes","Yes","No","No","80052","196929","2017-10-16 16:13:16","2849"
"A1L00PO1P8D6E3","caus_thomas_fire_v5","3NXNZ5RS1AY3B4XA75NJR21C7RZ79R","0","0","0","No","No","Yes","No","72433","257857","2017-10-16 16:13:16","2850"
"A2LFT9N17HS9FX","caus_thomas_fire_v5","3JWH6J9I9SEB2I4ULWI4E5ISV66NBR","0","0","0","Not sure","Not sure","Not sure","No","6959","69550","2017-10-16 16:13:17","2851"
"AUOYNTK0GOFOM","caus_thomas_fire_v5","32XVDSJFPZYBWNJYQ2AT0XQOWAL2M6","0","0","0","Yes","No","Yes","No","49593","145722","2017-10-16 16:13:17","2852"
"A26L7403RHRQP8","caus_thomas_fire_v5","3TK8OJTYM1MQEHED6SMWJ6HUYDOVP2","0","0","0","Yes","No","Yes","No","50952","123860","2017-10-16 16:13:20","2853"
"A2WAOPT014BLZS","caus_thomas_fire_v5","3X4JMASXCMA8HMCNKQG63TMFNDX0BV","0","0","0","No","No","Yes","No","40698","127417","2017-10-16 16:13:22","2854"
"AZV195E9JW7ZH","caus_thomas_fire_v5","37ZHEEHM6WNHW28UQWM90PYQ7ZP73A","0","0","0","Yes","Yes","No","No","26548","100763","2017-10-16 16:13:22","2855"
"AF6HPN1HUYG32","caus_thomas_fire_v5","34X6J5FLPTZ2NYFYPGN2GNWA8M3QJ3","0","0","0","Yes","No","Yes","No","73532","167440","2017-10-16 16:13:24","2856"
"A2M9D02CIVECE3","caus_thomas_fire_v5","3VFJCI1K4Z0S8X4XUPRZO0EZCGPGRR","0","0","0","No","No","Yes","Yes","36928","120239","2017-10-16 16:13:32","2857"
"A3VGVIXUXNBUMS","caus_thomas_fire_v5","3KOPY89HM83AGX9WR5B63F3ZYUQ3JE","0","0","0","Yes","Yes","No","No","56472","165644","2017-10-16 16:13:34","2858"
"A151IWEMV5XRTA","caus_thomas_fire_v5","3IJXV6UZ1XK64OASKDR29CRFRTGRIT","0","0","0","No","No","Yes","Not sure","100986","275899","2017-10-16 16:13:34","2859"
"A21H2UDDHN8ZF","caus_thomas_fire_v5","3TU5ZICBRD2D3HJFYCQBRXNWSB8Q8I","0","0","0","Yes","Yes","No","Yes","43314","118638","2017-10-16 16:13:34","2860"
"AFQGHXGL08E04
","caus_thomas_fire_v5","36H9ULYP62V5W9PPB0C84OSW1KVJF3","0","0","0","No","Yes","No","No","36753","126170","2017-10-16 16:13:38","2861"
"AO5WJXJED5LQO","caus_thomas_fire_v5","3ZR9AIQJUBAOWNRE5B6JVFG9DLG40T","0","0","0","Yes","No","Yes","No","48633","140291","2017-10-16 16:13:43","2862"
"A19A5BP9FN5KJM","caus_thomas_fire_v5","34V1S5K3GS2K74J5OVIRLO1GCGG69S","0","0","0","Yes","Yes","No","No","50413","123541","2017-10-16 16:13:46","2863"
"A1X5IZPCRLL0Z7","caus_thomas_fire_v5","33FBRBDW6O099G9WTUPG7SYFOW9C81","0","0","0","Yes","Yes","No","No","34054","100665","2017-10-16 16:13:48","2864"
"AZOAPJD96KI4R","caus_thomas_fire_v5","3ATTHHXXWAPQ1KW4TCXUYUD3SA1XIV","0","0","0","Yes","No","Yes","Not sure","63487","226723","2017-10-16 16:13:49","2865"
" A3L2FPKRD46FRW
","caus_thomas_fire_v5","3GGAI1SQEVZOU5B0NVZZCAZA81XCMO","0","0","0","No","No","Yes","Yes","81436","188972","2017-10-16 16:13:52","2866"
"A1JXDMJK819P7G","caus_thomas_fire_v5","3IXEICO792K3RJSJM1N8CO2S6NHT6D","0","0","0","Yes","Yes","No","No","74422","219311","2017-10-16 16:13:58","2867"
"A3DAJROQC1BLNI","caus_thomas_fire_v5","32KTQ2V7RDGMW74XBBP8AKY22GVM9I","0","0","0","No","No","Yes","No","36393","105300","2017-10-16 16:14:00","2868"
"A2BV3R7IE3F5O8","caus_thomas_fire_v5","337RC3OW0530NWZFE0TP2P8AT3NLVU","0","0","0","No","No","Yes","Yes","60738","194027","2017-10-16 16:14:01","2869"
"A1FSPD1LIOXCN1","caus_thomas_fire_v5","31EUONYN2V48TH2CRS9HU6C4O8RVOK","0","0","0","No","No","Yes","No","63082","150056","2017-10-16 16:14:02","2870"
"A2QMHQXR8K4VJ2","caus_thomas_fire_v5","3ZR9AIQJUBAOWNRE5B6JVFG9DLF04O","0","0","0","Yes","Yes","No","No","6867","44009","2017-10-16 16:14:08","2871"
"A2S0MB5JFG8DF","caus_thomas_fire_v5","3Y4W8Q93LZLHPKBN1JV1JC05KUMDV7","0","0","0","Yes","Yes","No","No","55740","157939","2017-10-16 16:14:10","2872"
"A2BR4ASLXH925X","caus_thomas_fire_v5","3VBEN272MK049C4A9ER4EAJVYI8GSF","0","0","0","Yes","Yes","Yes","Yes","59610","155020","2017-10-16 16:14:13","2873"
"A18V3RFUE8SU7R","caus_thomas_fire_v5","3NQL1CS15R9KNV6EXFIFWXA62IRYVZ","0","0","0","No","Yes","No","Yes","63811","177834","2017-10-16 16:14:14","2874"
"A3RT82GOZ3OGJO
","caus_thomas_fire_v5","3XC1O3LBOSNLA4VQ95TA17KPWI7TLM","0","0","0","No","No","Yes","No","80142","209282","2017-10-16 16:14:14","2875"
"A32XAI3J6BNODD","caus_thomas_fire_v5","3ZV9H2YQQD8WMH9VY4ULS5X70QZ3W9","0","0","0","Yes","No","Yes","No","67164","164852","2017-10-16 16:14:15","2876"
"ARJXQ2HPZKBHP","caus_thomas_fire_v5","35GCEFQ6I5P0GCE09RESR9RPHS33ZZ","0","0","0","No","No","Yes","No","61222","165231","2017-10-16 16:14:15","2877"
"A63QNYB26OEZN","caus_thomas_fire_v5","33CID57104UGBNXWUQNJJUGR2JV3LG","0","0","0","No","Yes","No","No","74355","199843","2017-10-16 16:14:16","2878"
"A1KH1O9AZ7S642","caus_thomas_fire_v5","3907X2AHF06HHQGBII2LH1KJ1FV2P1","0","0","0","No","Yes","No","No","49981","142343","2017-10-16 16:14:18","2879"
"A1CH6M8KNYMJ92","caus_thomas_fire_v5","3JW0YLFXRTHTDFBJ8O5NX284YJSWW7","0","0","0","No","No","Yes","No","27407","100474","2017-10-16 16:14:18","2880"
"A1AN07YXYNLRV1
","caus_thomas_fire_v5","35H6S234SA116HHTL55A98WEQKW650","0","0","0","No","No","Yes","No","41129","117578","2017-10-16 16:14:20","2881"
"AVH8K76ZE71HD","caus_thomas_fire_v5","3570Y55XZPK15YGJ8KJTWW7WF33YGA","0","0","0","No","No","Yes","No","99936","215586","2017-10-16 16:14:24","2882"
