subject,rating,trial_ind,green_prob,blue_prob,rt,stamp,,,,,,
762,5,0,7,9,29226,9/15/17 14:59,,,,,,
762,5,1,4,3,13612,9/15/17 14:59,,,,,,
762,4,2,1,1,17798,9/15/17 14:59,,,,,,
762,3,3,9,8,15215,9/15/17 15:00,,,,,,
762,5,4,3,6,17079,9/15/17 15:00,,,,,,
763,5,0,7,10,29818,9/15/17 14:35,,,,,,
763,8,1,9,1,10271,9/15/17 14:36,,,,,,
763,2,2,4,6,8151,9/15/17 14:36,,,,,,
763,8,3,10,8,6236,9/15/17 14:36,,,,,,
763,2,4,3,2,6782,9/15/17 14:36,,,,,,
764,1,0,5,1,78541,9/15/17 17:14,,,,,,
764,4,1,8,9,43734,9/15/17 17:15,,,,,,
764,0,2,10,2,13195,9/15/17 17:15,,,,,,
764,6,3,2,7,10652,9/15/17 17:15,,,,,,
764,1,4,9,5,12433,9/15/17 17:16,,,,,,
765,7,0,1,2,135664,9/15/17 13:37,,,,,,
765,7,1,6,5,9916,9/15/17 13:37,,,,,,
765,7,2,3,8,8971,9/15/17 13:37,,,,,,
765,0,3,10,3,5691,9/15/17 13:38,,,,,,
765,8,4,2,10,6144,9/15/17 13:38,,,,,,
766,3,0,5,8,27425,9/15/17 17:09,,,,,,
766,8,1,7,2,16792,9/15/17 17:10,,,,,,
766,5,2,8,6,11843,9/15/17 17:10,,,,,,
766,0,3,3,5,9121,9/15/17 17:10,,,,,,
766,8,4,9,7,11434,9/15/17 17:10,,,,,,
767,5,0,7,2,193381,9/15/17 16:32,,,,,,
767,6,1,5,1,78614,9/15/17 16:33,,,,,,
767,6,2,10,5,29292,9/15/17 16:34,,,,,,
767,7,3,6,7,3818,9/15/17 16:34,,,,,,
767,5,4,9,4,10265,9/15/17 16:34,,,,,,
768,0,0,10,2,14936,9/15/17 16:58,,,,,,
768,3,1,4,5,62917,9/15/17 16:59,,,,,,
768,4,2,1,1,8980,9/15/17 16:59,,,,,,
768,8,3,5,10,4980,9/15/17 16:59,,,,,,
768,4,4,3,3,7409,9/15/17 16:59,,,,,,
769,5,0,8,5,6025,9/15/17 16:41,,,,,,
769,5,1,2,1,6290,9/15/17 16:41,,,,,,
769,6,2,5,6,2973,9/15/17 16:41,,,,,,
769,6,3,3,10,4923,9/15/17 16:41,,,,,,
769,7,4,9,2,4637,9/15/17 16:42,,,,,,
770,0,0,5,4,32989,9/15/17 13:38,,,,,,
770,8,1,9,10,17310,9/15/17 13:38,,,,,,
770,1,2,4,8,19923,9/15/17 13:39,,,,,,
770,0,3,10,3,12808,9/15/17 13:39,,,,,,
770,7,4,1,9,10570,9/15/17 13:39,,,,,,
771,0,0,10,6,29504,9/15/17 15:49,,,,,,
771,7,1,1,8,15646,9/15/17 15:49,,,,,,
771,5,2,6,7,34744,9/15/17 15:50,,,,,,
771,4,3,4,3,17649,9/15/17 15:50,,,,,,
771,2,4,5,1,9086,9/15/17 15:50,,,,,,
772,4,0,8,3,4374,9/15/17 16:58,,,,,,
772,5,1,6,4,2788,9/15/17 16:58,,,,,,
772,5,2,9,5,11306,9/15/17 16:58,,,,,,
772,4,3,3,6,5187,9/15/17 16:58,,,,,,
772,5,4,5,10,2929,9/15/17 16:58,,,,,,
773,4,0,9,4,47716,9/15/17 16:29,,,,,,
773,0,1,10,1,23032,9/15/17 16:29,,,,,,
773,8,2,5,8,25245,9/15/17 16:30,,,,,,
773,4,3,8,6,20469,9/15/17 16:30,,,,,,
773,-1,4,7,2,19793,9/15/17 16:30,,,,,,
774,4,0,10,6,26455,9/15/17 15:44,,,,,,
774,2,1,5,2,23421,9/15/17 15:44,,,,,,
774,4,2,2,4,6892,9/15/17 15:44,,,,,,
774,4,3,9,7,4685,9/15/17 15:44,,,,,,
774,1,4,4,1,6884,9/15/17 15:44,,,,,,
775,4,0,4,1,27750,9/15/17 17:19,,,,,,
775,4,1,7,3,12667,9/15/17 17:19,,,,,,
775,4,2,6,5,5771,9/15/17 17:19,,,,,,
775,3,3,8,10,7625,9/15/17 17:19,,,,,,
775,0,4,10,8,7947,9/15/17 17:19,,,,,,
776,4,0,7,10,77697,9/15/17 14:54,,,,,,
776,3,1,4,5,51705,9/15/17 14:55,,,,,,
776,0,2,10,1,42162,9/15/17 14:55,,,,,,
776,4,3,3,7,37655,9/15/17 14:56,,,,,,
776,5,4,2,2,29423,9/15/17 14:56,,,,,,
777,0,0,2,3,32571,9/15/17 16:01,,,,,,
777,7,1,8,10,11668,9/15/17 16:01,,,,,,
777,0,2,6,1,13940,9/15/17 16:01,,,,,,
777,0,3,5,4,7766,9/15/17 16:01,,,,,,
777,0,4,4,9,4472,9/15/17 16:01,,,,,,
778,4,0,5,3,34132,9/15/17 16:09,,,,,,
778,4,1,7,7,12992,9/15/17 16:09,,,,,,
778,4,2,3,1,16824,9/15/17 16:10,,,,,,
778,4,3,1,6,6875,9/15/17 16:10,,,,,,
778,4,4,10,2,8205,9/15/17 16:10,,,,,,
779,0,0,10,2,44448,9/15/17 14:11,,,,,,
779,3,1,7,4,27118,9/15/17 14:11,,,,,,
779,8,2,5,10,13017,9/15/17 14:11,,,,,,
779,3,3,8,5,17737,9/15/17 14:12,,,,,,
779,4,4,3,3,19831,9/15/17 14:12,,,,,,
780,3,0,1,5,12603,9/15/17 13:34,,,,,,
780,6,1,3,3,8556,9/15/17 13:34,,,,,,
780,5,2,8,10,7455,9/15/17 13:34,,,,,,
780,3,3,2,1,8704,9/15/17 13:34,,,,,,
780,4,4,5,6,8438,9/15/17 13:35,,,,,,
781,2,0,10,9,25719,9/15/17 15:15,,,,,,
781,6,1,6,2,15226,9/15/17 15:15,,,,,,
781,6,2,2,4,9009,9/15/17 15:15,,,,,,
781,8,3,3,10,6742,9/15/17 15:16,,,,,,
781,5,4,5,6,10225,9/15/17 15:16,,,,,,
782,2,0,10,5,104584,9/15/17 16:24,,,,,,
782,4,1,3,6,11439,9/15/17 16:25,,,,,,
782,4,2,4,10,4203,9/15/17 16:25,,,,,,
782,4,3,8,8,8811,9/15/17 16:25,,,,,,
782,4,4,9,7,8156,9/15/17 16:25,,,,,,
783,6,0,2,7,28059,9/15/17 14:45,,,,,,
783,2,1,5,1,23848,9/15/17 14:45,,,,,,
783,0,2,10,5,11013,9/15/17 14:46,,,,,,
783,5,3,4,3,8723,9/15/17 14:46,,,,,,
783,0,4,7,4,4231,9/15/17 14:46,,,,,,
784,5,0,5,2,16875,9/15/17 15:35,,,,,,
784,5,1,3,8,9400,9/15/17 15:35,,,,,,
784,5,2,4,5,5826,9/15/17 15:35,,,,,,
784,5,3,7,4,4606,9/15/17 15:35,,,,,,
784,5,4,9,3,6773,9/15/17 15:35,,,,,,
785,4,0,3,3,32590,9/15/17 16:06,,,,,,
785,8,1,5,10,17143,9/15/17 16:06,,,,,,
785,0,2,10,1,10156,9/15/17 16:06,,,,,,
785,2,3,8,7,18594,9/15/17 16:07,,,,,,
785,5,4,4,6,11499,9/15/17 16:07,,,,,,
786,0,0,1,2,20266,9/15/17 14:09,,,,,,
786,0,1,2,8,6886,9/15/17 14:09,,,,,,
786,0,2,3,1,8954,9/15/17 14:09,,,,,,
786,0,3,5,7,6449,9/15/17 14:10,,,,,,
786,0,4,8,3,4635,9/15/17 14:10,,,,,,
787,4,0,2,4,38194,9/15/17 16:33,,,,,,
787,0,1,10,5,23352,9/15/17 16:33,,,,,,
787,4,2,7,8,14386,9/15/17 16:34,,,,,,
787,4,3,1,9,16642,9/15/17 16:34,,,,,,
787,4,4,3,7,11499,9/15/17 16:34,,,,,,
788,6,0,7,2,5030,9/15/17 16:23,,,,,,
788,8,1,5,8,5493,9/15/17 16:23,,,,,,
788,5,2,1,9,5149,9/15/17 16:23,,,,,,
788,4,3,9,5,5953,9/15/17 16:23,,,,,,
788,2,4,8,6,3661,9/15/17 16:23,,,,,,
789,8,0,1,5,43790,9/15/17 14:53,,,,,,
789,0,1,7,2,21620,9/15/17 14:54,,,,,,
789,5,2,6,8,16068,9/15/17 14:54,,,,,,
789,2,3,8,4,12151,9/15/17 14:54,,,,,,
789,3,4,5,3,9153,9/15/17 14:54,,,,,,
790,1,0,7,9,67057,9/15/17 15:05,,,,,,
790,2,1,2,2,19482,9/15/17 15:05,,,,,,
790,8,2,10,5,16294,9/15/17 15:06,,,,,,
790,2,3,6,4,9027,9/15/17 15:06,,,,,,
790,6,4,9,10,4920,9/15/17 15:06,,,,,,
791,7,0,1,9,39182,9/15/17 15:29,,,,,,
791,5,1,2,4,27398,9/15/17 15:29,,,,,,
791,4,2,8,5,9280,9/15/17 15:29,,,,,,
791,4,3,5,6,9815,9/15/17 15:30,,,,,,
791,1,4,10,2,7530,9/15/17 15:30,,,,,,
792,7,0,8,3,37752,9/15/17 16:58,,,,,,
792,8,1,9,1,19178,9/15/17 16:58,,,,,,
792,8,2,7,9,13407,9/15/17 16:59,,,,,,
792,6,3,6,8,16456,9/15/17 16:59,,,,,,
792,4,4,3,4,7524,9/15/17 16:59,,,,,,
793,8,0,5,8,41673,9/15/17 15:33,,,,,,
793,8,1,2,4,28645,9/15/17 15:34,,,,,,
793,8,2,10,3,14127,9/15/17 15:34,,,,,,
793,8,3,4,5,14646,9/15/17 15:34,,,,,,
793,8,4,1,7,11535,9/15/17 15:34,,,,,,
794,4,0,6,7,32499,9/15/17 14:19,,,,,,
794,4,1,3,3,14241,9/15/17 14:19,,,,,,
794,8,2,5,10,13953,9/15/17 14:19,,,,,,
794,4,3,2,5,14133,9/15/17 14:20,,,,,,
794,4,4,4,4,8299,9/15/17 14:20,,,,,,
795,0,0,10,3,24604,9/15/17 15:04,,,,,,
795,7,1,2,9,19210,9/15/17 15:05,,,,,,
795,4,2,5,6,6426,9/15/17 15:05,,,,,,
795,8,3,1,7,7770,9/15/17 15:05,,,,,,
795,1,4,9,1,11478,9/15/17 15:05,,,,,,
796,5,0,2,3,47960,9/15/17 17:28,,,,,,
796,4,1,7,8,28900,9/15/17 17:28,,,,,,
796,6,2,5,6,16535,9/15/17 17:29,,,,,,
796,5,3,8,9,18990,9/15/17 17:29,,,,,,
796,0,4,10,10,13908,9/15/17 17:29,,,,,,
797,4,0,9,6,66426,9/15/17 13:55,,,,,,
797,3,1,4,2,38047,9/15/17 13:56,,,,,,
797,6,2,2,8,23857,9/15/17 13:56,,,,,,
797,4,3,6,7,11917,9/15/17 13:56,,,,,,
797,0,4,10,1,21783,9/15/17 13:57,,,,,,
798,5,0,5,9,19868,9/15/17 13:55,,,,,,
798,6,1,1,1,10517,9/15/17 13:55,,,,,,
798,2,2,8,3,7754,9/15/17 13:55,,,,,,
798,7,3,10,6,12609,9/15/17 13:55,,,,,,
798,6,4,2,4,16747,9/15/17 13:56,,,,,,
799,8,0,1,3,56870,9/15/17 15:44,,,,,,
799,8,1,4,5,55567,9/15/17 15:45,,,,,,
799,8,2,2,7,32454,9/15/17 15:46,,,,,,
799,8,3,9,4,24572,9/15/17 15:46,,,,,,
799,8,4,7,1,47007,9/15/17 15:47,,,,,,
800,4,0,8,4,24114,9/15/17 15:27,,,,,,
800,2,1,10,7,7364,9/15/17 15:27,,,,,,
800,5,2,4,3,5908,9/15/17 15:27,,,,,,
800,6,3,2,6,6036,9/15/17 15:27,,,,,,
800,1,4,9,1,6228,9/15/17 15:28,,,,,,
801,8,0,2,10,47166,9/15/17 14:05,,,,,,
801,6,1,4,7,30613,9/15/17 14:05,,,,,,
801,4,2,9,9,21711,9/15/17 14:06,,,,,,
801,3,3,5,4,10494,9/15/17 14:06,,,,,,
801,2,4,7,3,15742,9/15/17 14:06,,,,,,
802,7,0,4,7,207072,9/15/17 13:59,,,,,,
802,4,1,3,9,20866,9/15/17 13:59,,,,,,
802,8,2,6,10,13744,9/15/17 13:59,,,,,,
802,3,3,9,1,13192,9/15/17 14:00,,,,,,
802,6,4,5,4,8399,9/15/17 14:00,,,,,,
803,6,0,1,3,24901,9/15/17 13:43,,,,,,
803,6,1,9,10,17276,9/15/17 13:43,,,,,,
803,4,2,8,1,7960,9/15/17 13:43,,,,,,
803,5,3,4,5,12322,9/15/17 13:43,,,,,,
803,5,4,7,6,7539,9/15/17 13:44,,,,,,
804,1,0,3,1,33145,9/15/17 16:03,,,,,,
804,1,1,5,9,23843,9/15/17 16:03,,,,,,
804,6,2,2,6,16043,9/15/17 16:04,,,,,,
804,7,3,1,2,15461,9/15/17 16:04,,,,,,
804,2,4,4,4,14143,9/15/17 16:04,,,,,,
805,8,0,3,10,58539,9/15/17 15:54,,,,,,
805,0,1,1,1,46910,9/15/17 15:54,,,,,,
805,7,2,7,9,32189,9/15/17 15:55,,,,,,
805,8,3,10,2,21608,9/15/17 15:55,,,,,,
805,0,4,9,5,25745,9/15/17 15:56,,,,,,
806,3,0,2,8,40023,9/15/17 16:39,,,,,,
806,6,1,1,4,6889,9/15/17 16:39,,,,,,
806,1,2,8,1,73014,9/15/17 16:41,,,,,,
806,8,3,7,10,10646,9/15/17 16:41,,,,,,
806,6,4,3,2,6307,9/15/17 16:41,,,,,,
807,2,0,3,1,24425,9/15/17 16:16,,,,,,
807,5,1,6,9,31693,9/15/17 16:17,,,,,,
807,2,2,1,4,15010,9/15/17 16:17,,,,,,
807,3,3,8,8,15344,9/15/17 16:17,,,,,,
807,0,4,9,2,25554,9/15/17 16:18,,,,,,
808,0,0,1,1,123583,9/15/17 15:07,,,,,,
808,1,1,5,7,27716,9/15/17 15:08,,,,,,
808,1,2,6,3,13239,9/15/17 15:08,,,,,,
808,1,3,4,6,14641,9/15/17 15:08,,,,,,
808,1,4,8,8,16583,9/15/17 15:09,,,,,,
809,0,0,10,5,33890,9/15/17 15:17,,,,,,
809,0,1,3,6,20635,9/15/17 15:17,,,,,,
809,0,2,2,2,12728,9/15/17 15:18,,,,,,
809,0,3,7,4,14209,9/15/17 15:18,,,,,,
809,0,4,5,10,12246,9/15/17 15:18,,,,,,
810,6,0,8,3,46029,9/15/17 15:43,,,,,,
810,7,1,3,9,14008,9/15/17 15:43,,,,,,
810,6,2,6,4,10275,9/15/17 15:43,,,,,,
810,8,3,5,10,14962,9/15/17 15:44,,,,,,
810,6,4,4,2,9553,9/15/17 15:44,,,,,,
811,6,0,10,8,36022,9/15/17 15:43,,,,,,
811,5,1,8,1,17905,9/15/17 15:43,,,,,,
811,5,2,7,3,13343,9/15/17 15:43,,,,,,
811,5,3,3,4,7292,9/15/17 15:43,,,,,,
811,2,4,2,6,6644,9/15/17 15:43,,,,,,
812,4,0,9,5,55294,9/15/17 15:45,,,,,,
812,4,1,10,7,19551,9/15/17 15:46,,,,,,
812,4,2,2,4,17413,9/15/17 15:46,,,,,,
812,4,3,6,10,9617,9/15/17 15:46,,,,,,
812,4,4,4,3,6995,9/15/17 15:46,,,,,,
813,6,0,2,7,30059,9/15/17 13:59,,,,,,
813,5,1,5,1,22774,9/15/17 13:59,,,,,,
813,0,2,10,8,10717,9/15/17 13:59,,,,,,
813,5,3,3,5,443613,9/15/17 14:07,,,,,,
813,1,4,7,2,11751,9/15/17 14:07,,,,,,
814,5,0,7,9,31535,9/15/17 17:00,,,,,,
814,8,1,8,2,13259,9/15/17 17:00,,,,,,
814,8,2,5,1,18330,9/15/17 17:00,,,,,,
814,8,3,1,3,11839,9/15/17 17:00,,,,,,
814,8,4,9,5,8487,9/15/17 17:01,,,,,,
815,4,0,2,3,44281,9/15/17 13:45,,,,,,
815,6,1,5,6,98341,9/15/17 13:47,,,,,,
815,5,2,1,1,16009,9/15/17 13:47,,,,,,
815,5,3,6,9,4186,9/15/17 13:47,,,,,,
815,3,4,10,4,18447,9/15/17 13:48,,,,,,
816,0,0,10,7,37854,9/15/17 15:57,,,,,,
816,6,1,3,8,17064,9/15/17 15:57,,,,,,
816,4,2,6,2,11822,9/15/17 15:58,,,,,,
816,7,3,4,9,15061,9/15/17 15:58,,,,,,
816,8,4,1,4,7320,9/15/17 15:58,,,,,,
817,0,0,6,6,33746,9/15/17 14:09,,,,,,
817,0,1,5,5,20110,9/15/17 14:09,,,,,,
817,0,2,9,2,11312,9/15/17 14:09,,,,,,
817,0,3,2,3,9258,9/15/17 14:09,,,,,,
817,0,4,10,9,8212,9/15/17 14:10,,,,,,
818,6,0,2,1,25215,9/15/17 15:16,,,,,,
818,5,1,1,6,13450,9/15/17 15:16,,,,,,
818,6,2,3,9,4911,9/15/17 15:16,,,,,,
818,7,3,7,8,2900,9/15/17 15:16,,,,,,
818,7,4,6,2,6543,9/15/17 15:16,,,,,,
819,0,0,4,5,47575,9/15/17 16:45,,,,,,
819,0,1,6,7,27208,9/15/17 16:46,,,,,,
819,0,2,9,10,18372,9/15/17 16:46,,,,,,
819,0,3,5,8,17362,9/15/17 16:46,,,,,,
819,0,4,8,2,17424,9/15/17 16:46,,,,,,
820,0,0,2,4,40349,9/15/17 13:42,,,,,,
820,0,1,10,2,21360,9/15/17 13:42,,,,,,
820,0,2,6,7,9782,9/15/17 13:42,,,,,,
820,8,3,1,10,15449,9/15/17 13:43,,,,,,
820,0,4,9,6,10683,9/15/17 13:43,,,,,,
821,0,0,10,4,46451,9/15/17 14:40,,,,,,
821,8,1,4,10,34378,9/15/17 14:41,,,,,,
821,0,2,2,1,20453,9/15/17 14:41,,,,,,
821,0,3,3,5,26717,9/15/17 14:42,,,,,,
821,0,4,1,3,13703,9/15/17 14:42,,,,,,
822,0,0,6,1,29803,9/15/17 17:22,,,,,,
822,0,1,10,3,13327,9/15/17 17:22,,,,,,
822,0,2,5,6,14620,9/15/17 17:22,,,,,,
822,0,3,3,7,9343,9/15/17 17:22,,,,,,
822,0,4,8,9,13359,9/15/17 17:23,,,,,,
823,8,0,10,6,73124,9/15/17 13:45,,,,,,
823,7,1,5,9,48106,9/15/17 13:46,,,,,,
823,8,2,6,10,47775,9/15/17 13:47,,,,,,
823,5,3,7,4,46482,9/15/17 13:48,,,,,,
823,5,4,8,7,39878,9/15/17 13:49,,,,,,
824,6,0,10,8,77132,9/15/17 14:44,,,,,,
824,5,1,8,9,56313,9/15/17 14:44,,,,,,
824,1,2,1,5,19622,9/15/17 14:45,,,,,,
824,7,3,9,1,13991,9/15/17 14:45,,,,,,
824,1,4,2,6,15383,9/15/17 14:45,,,,,,
825,0,0,10,1,12922,9/15/17 16:14,,,,,,
825,0,1,3,3,9865,9/15/17 16:14,,,,,,
825,8,2,2,10,13975,9/15/17 16:15,,,,,,
825,1,3,5,7,3361,9/15/17 16:15,,,,,,
825,4,4,4,2,4444,9/15/17 16:15,,,,,,
826,4,0,4,5,31869,9/15/17 13:39,,,,,,
826,6,1,1,7,7189,9/15/17 13:39,,,,,,
826,5,2,7,3,3928,9/15/17 13:39,,,,,,
826,1,3,9,2,3136,9/15/17 13:39,,,,,,
826,2,4,2,1,2766,9/15/17 13:39,,,,,,
827,3,0,8,6,65260,9/15/17 16:25,,,,,,
827,2,1,6,1,45154,9/15/17 16:26,,,,,,
827,2,2,9,2,26932,9/15/17 16:26,,,,,,
827,4,3,5,8,31883,9/15/17 16:27,,,,,,
827,8,4,1,10,13101,9/15/17 16:27,,,,,,
828,6,0,2,9,13218,9/15/17 13:40,,,,,,
828,0,1,10,4,6517,9/15/17 13:40,,,,,,
828,6,2,8,8,5848,9/15/17 13:40,,,,,,
828,6,3,1,2,2530,9/15/17 13:41,,,,,,
828,8,4,7,10,3818,9/15/17 13:41,,,,,,
829,3,0,4,7,6762,9/15/17 14:49,,,,,,
829,2,1,3,3,2672,9/15/17 14:49,,,,,,
829,3,2,5,6,3566,9/15/17 14:49,,,,,,
829,3,3,1,1,4666,9/15/17 14:49,,,,,,
829,2,4,10,8,1840,9/15/17 14:49,,,,,,
830,7,0,4,6,25354,9/15/17 17:09,,,,,,
830,7,1,3,4,12569,9/15/17 17:09,,,,,,
830,7,2,6,7,10320,9/15/17 17:09,,,,,,
830,7,3,1,3,9725,9/15/17 17:09,,,,,,
830,7,4,2,9,8680,9/15/17 17:10,,,,,,
831,6,0,5,3,32945,9/15/17 13:53,,,,,,
831,3,1,6,5,22050,9/15/17 13:53,,,,,,
831,8,2,1,2,17367,9/15/17 13:53,,,,,,
831,0,3,10,6,10918,9/15/17 13:53,,,,,,
831,7,4,4,9,24259,9/15/17 13:54,,,,,,
832,0,0,8,9,39286,9/15/17 16:28,,,,,,
832,3,1,1,7,19677,9/15/17 16:29,,,,,,
832,1,2,7,6,11925,9/15/17 16:29,,,,,,
832,1,3,5,3,14445,9/15/17 16:29,,,,,,
832,0,4,9,8,4493,9/15/17 16:29,,,,,,
833,4,0,1,5,36680,9/15/17 17:28,,,,,,
833,4,1,10,2,14352,9/15/17 17:28,,,,,,
833,3,2,8,4,18596,9/15/17 17:28,,,,,,
833,4,3,7,8,8593,9/15/17 17:28,,,,,,
833,4,4,9,6,4458,9/15/17 17:28,,,,,,
834,8,0,2,4,22024,9/15/17 14:29,,,,,,
834,8,1,6,10,18100,9/15/17 14:30,,,,,,
834,8,2,10,3,9950,9/15/17 14:30,,,,,,
834,8,3,7,5,6115,9/15/17 14:30,,,,,,
834,8,4,5,1,5421,9/15/17 14:30,,,,,,
835,4,0,6,2,73666,9/15/17 17:14,,,,,,
835,6,1,7,1,19398,9/15/17 17:15,,,,,,
835,7,2,10,9,15561,9/15/17 17:15,,,,,,
835,6,3,5,7,12122,9/15/17 17:15,,,,,,
835,5,4,4,6,8773,9/15/17 17:15,,,,,,
836,4,0,5,2,3505,9/15/17 16:37,,,,,,
836,5,1,1,7,14251,9/15/17 16:37,,,,,,
836,5,2,9,8,2356,9/15/17 16:37,,,,,,
836,4,3,2,9,2279,9/15/17 16:37,,,,,,
836,5,4,4,3,2718,9/15/17 16:37,,,,,,
837,3,0,10,4,47392,9/15/17 13:38,,,,,,
837,5,1,7,6,18497,9/15/17 13:38,,,,,,
837,3,2,9,2,4436,9/15/17 13:38,,,,,,
837,2,3,5,1,3294,9/15/17 13:38,,,,,,
837,7,4,2,5,4831,9/15/17 13:38,,,,,,
838,6,0,3,7,13692,9/15/17 16:57,,,,,,
838,4,1,8,3,6353,9/15/17 16:57,,,,,,
838,4,2,6,8,4395,9/15/17 16:57,,,,,,
838,2,3,7,4,3930,9/15/17 16:57,,,,,,
838,1,4,10,1,5608,9/15/17 16:57,,,,,,
839,1,0,4,2,16367,9/15/17 17:22,,,,,,
839,1,1,9,3,8756,9/15/17 17:22,,,,,,
839,1,2,2,1,5205,9/15/17 17:22,,,,,,
839,1,3,8,7,6003,9/15/17 17:23,,,,,,
839,1,4,7,4,6120,9/15/17 17:23,,,,,,
840,3,0,5,1,24810,9/15/17 15:51,,,,,,
840,4,1,3,9,9503,9/15/17 15:51,,,,,,
840,3,2,2,4,9398,9/15/17 15:52,,,,,,
840,3,3,4,8,5546,9/15/17 15:52,,,,,,
840,3,4,9,2,2055,9/15/17 15:52,,,,,,
841,0,0,6,1,80140,9/15/17 15:40,,,,,,
841,1,1,8,3,20251,9/15/17 15:40,,,,,,
841,6,2,4,9,11452,9/15/17 15:40,,,,,,
841,5,3,7,6,13524,9/15/17 15:41,,,,,,
841,4,4,5,4,12420,9/15/17 15:41,,,,,,
842,0,0,10,1,24265,9/15/17 14:22,,,,,,
842,1,1,2,8,18743,9/15/17 14:22,,,,,,
842,1,2,5,5,12634,9/15/17 14:22,,,,,,
842,1,3,9,2,9882,9/15/17 14:22,,,,,,
842,1,4,8,7,8210,9/15/17 14:22,,,,,,
843,3,0,6,4,37806,9/15/17 16:45,,,,,,
843,0,1,10,6,14363,9/15/17 16:45,,,,,,
843,2,2,3,10,11723,9/15/17 16:46,,,,,,
843,4,3,1,5,8461,9/15/17 16:46,,,,,,
843,1,4,5,2,7859,9/15/17 16:46,,,,,,
844,2,0,1,10,20757,9/15/17 15:33,,,,,,
844,5,1,8,3,14878,9/15/17 15:33,,,,,,
844,4,2,7,4,6163,9/15/17 15:33,,,,,,
844,0,3,10,2,12237,9/15/17 15:34,,,,,,
844,1,4,9,5,6072,9/15/17 15:34,,,,,,
845,6,0,4,8,52808,9/15/17 15:41,,,,,,
845,5,1,9,4,44157,9/15/17 15:42,,,,,,
845,5,2,6,10,22336,9/15/17 15:42,,,,,,
845,5,3,7,1,21092,9/15/17 15:43,,,,,,
845,5,4,8,5,12599,9/15/17 15:43,,,,,,
846,3,0,8,5,45142,9/15/17 17:09,,,,,,
846,3,1,6,6,9740,9/15/17 17:09,,,,,,
846,3,2,4,2,10208,9/15/17 17:09,,,,,,
846,4,3,7,7,4629,9/15/17 17:09,,,,,,
846,8,4,2,10,6233,9/15/17 17:09,,,,,,
847,5,0,8,1,23568,9/15/17 16:46,,,,,,
847,6,1,1,3,11255,9/15/17 16:46,,,,,,
847,4,2,2,10,2452,9/15/17 16:46,,,,,,
847,2,3,10,8,2670,9/15/17 16:47,,,,,,
847,6,4,5,9,7342,9/15/17 16:47,,,,,,
848,8,0,9,10,45128,9/15/17 14:11,,,,,,
848,3,1,4,2,43462,9/15/17 14:12,,,,,,
848,7,2,1,9,17996,9/15/17 14:12,,,,,,
848,3,3,8,6,19676,9/15/17 14:12,,,,,,
848,5,4,2,3,26284,9/15/17 14:13,,,,,,
849,8,0,10,8,35951,9/15/17 16:08,,,,,,
849,1,1,4,4,29689,9/15/17 16:09,,,,,,
849,6,2,9,2,25044,9/15/17 16:09,,,,,,
849,8,3,6,1,9179,9/15/17 16:09,,,,,,
849,4,4,5,5,8308,9/15/17 16:10,,,,,,
850,2,0,5,1,26202,9/15/17 14:01,,,,,,
850,3,1,4,3,19459,9/15/17 14:01,,,,,,
850,8,2,3,10,9907,9/15/17 14:01,,,,,,
850,2,3,6,2,15197,9/15/17 14:02,,,,,,
850,7,4,1,8,15025,9/15/17 14:02,,,,,,
851,3,0,5,6,25041,9/15/17 16:41,,,,,,
851,7,1,2,4,8559,9/15/17 16:41,,,,,,
851,2,2,9,5,5666,9/15/17 16:41,,,,,,
851,2,3,6,8,9757,9/15/17 16:41,,,,,,
851,6,4,1,1,7785,9/15/17 16:41,,,,,,
852,8,0,4,10,57199,9/15/17 17:21,,,,,,
852,4,1,7,8,17054,9/15/17 17:21,,,,,,
852,4,2,2,3,28834,9/15/17 17:21,,,,,,
852,4,3,3,9,89385,9/15/17 17:23,,,,,,
852,4,4,1,7,6990,9/15/17 17:23,,,,,,
853,3,0,4,3,24857,9/15/17 14:31,,,,,,
853,2,1,3,9,14149,9/15/17 14:31,,,,,,
853,0,2,10,4,8853,9/15/17 14:31,,,,,,
853,5,3,7,6,9337,9/15/17 14:31,,,,,,
853,6,4,9,10,6832,9/15/17 14:31,,,,,,
854,5,0,1,3,73218,9/15/17 14:27,,,,,,
854,8,1,3,10,13285,9/15/17 14:27,,,,,,
854,1,2,9,7,11868,9/15/17 14:28,,,,,,
854,7,3,2,5,76760,9/15/17 14:29,,,,,,
854,3,4,6,4,10357,9/15/17 14:29,,,,,,
855,0,0,3,1,23329,9/15/17 14:22,,,,,,
855,0,1,4,3,19468,9/15/17 14:22,,,,,,
855,0,2,5,8,13331,9/15/17 14:22,,,,,,
855,0,3,2,7,10157,9/15/17 14:22,,,,,,
855,0,4,9,6,7408,9/15/17 14:23,,,,,,
856,6,0,6,5,43956,9/15/17 16:30,,,,,,
856,6,1,5,7,15050,9/15/17 16:31,,,,,,
856,2,2,3,3,10777,9/15/17 16:31,,,,,,
856,7,3,8,2,9694,9/15/17 16:31,,,,,,
856,8,4,10,1,11126,9/15/17 16:31,,,,,,
857,8,0,2,10,45950,9/15/17 14:54,,,,,,
857,4,1,5,5,17121,9/15/17 14:54,,,,,,
857,4,2,1,3,16135,9/15/17 14:55,,,,,,
857,4,3,4,4,11558,9/15/17 14:55,,,,,,
857,3,4,6,9,12308,9/15/17 14:55,,,,,,
858,6,0,2,10,178855,9/15/17 16:08,,,,,,
